Year,Month,Day,Hour,Cloud_Cover_Fraction,Dew_Point,Humidity_Fraction,Precipitable_Water,Temperature,Visibility,Day_of_week,Weekdays,HolidayName,School_Day,Solar_Elevation,FOOD_SERVICE,GROCERY,HEALTH_CARE,K12_SCHOOLS,LODGING,OFFICE,RESIDENTIAL,STAND_ALONE_RETAIL
Consumption,6,2,23,0,5.6,0.8,17,8.9,24,6,Fri,Regular,0,-8.085546565,9412.671263,1532.341998,3311.479141,1848.138441,1034.58135,7260.226037,51609.55544,489.4339564
Consumption,6,2,24,0,6.1,0.77,17,10,24,6,Fri,Regular,0,-15.62749301,5369.640442,1208.132638,3394.288272,1824.642349,889.8220626,7260.226037,41290.95755,489.4339564
Consumption,6,3,1,0,5.6,0.74,17,10,24,7,Sat,Regular,0,-21.23375675,3734.040755,1080.958337,3505.050492,1824.796916,895.9148127,6260.61988,39303.2143,466.1340897
Consumption,6,3,2,0,4.4,0.82,18,7.2,24,7,Sat,Regular,0,-24.37480696,3742.766775,1065.914139,3331.77739,1823.950075,761.95206,6260.61988,37942.03612,466.1340897
Consumption,6,3,3,0,3.9,0.93,18,5,24,7,Sat,Regular,0,-24.6786894,3738.176486,1046.508082,3178.286352,1822.80696,738.8264447,6260.61988,37158.74284,466.1340897
Consumption,6,3,4,0,4.4,0.92,18,5.6,24,7,Sat,Regular,0,-22.10592987,3793.995396,1113.63632,3151.420855,1829.346809,766.2713816,6260.61988,42298.63419,466.1340897
Consumption,6,3,5,0,3.9,0.97,18,4.4,24,7,Sat,Regular,0,-16.97079284,5335.422459,1099.591411,3111.964173,1828.480798,851.1336489,6260.61988,53866.97775,466.1340897
Consumption,6,3,6,0,3.9,0.93,18,5,16,7,Sat,Regular,0,-9.78626251,9953.486217,1426.556133,3323.858811,1547.443458,1140.870295,9981.881951,54115.3831,651.7248374
Consumption,6,3,7,0,7.8,0.72,18,12.8,16,7,Sat,Regular,0,-1.082500041,9962.52737,1597.640727,4228.441365,1547.584679,1561.706378,9241.346837,62049.02668,786.0098073
Consumption,6,3,8,0.5,6.1,0.53,18,15.6,16,7,Sat,Regular,0,8.688810746,8061.692434,2445.990804,4620.667632,1550.376344,2218.219894,13545.41426,57837.93468,1168.406089
Consumption,6,3,9,0.5,5.6,0.45,18,17.8,16,7,Sat,Regular,0,19.16740198,8085.566736,2755.055476,5111.813583,1552.476706,1915.774733,14601.4309,51912.00178,1748.500359
Consumption,6,3,10,0.5,5,0.4,18,18.9,16,7,Sat,Regular,0,30.05419081,10063.19502,3060.283258,5118.598137,1553.217753,1352.071881,14784.39899,45783.62933,2243.27369
Consumption,6,3,11,0.5,5,0.36,18,20.6,16,7,Sat,Regular,0,41.05542839,10776.49501,3425.876393,5069.07125,1576.118628,1311.336287,15446.28921,47270.42251,2256.651383
Consumption,6,3,12,0.8,5.6,0.35,18,21.7,16,7,Sat,Regular,0,51.77785726,10699.88366,3280.169077,4889.560865,1554.090557,1344.830211,15537.03078,47963.8369,2299.229819
Consumption,6,3,13,0.5,6.1,0.35,18,22.2,16,7,Sat,Regular,0,61.46607188,10660.923,3277.221266,4843.674984,1555.594247,1382.778564,15245.5016,48022.01727,2405.011817
Consumption,6,3,14,0.4,6.7,0.35,19,22.8,16,7,Sat,Regular,0,68.31267695,8656.569116,3250.231875,4841.953142,1555.914057,1411.301469,10222.0255,49416.81098,2500.247738
Consumption,6,3,15,0.2,6.7,0.34,19,23.3,16,7,Sat,Regular,0,69.1011344,8696.918514,3238.567797,4550.548539,1556.230227,1425.87159,10014.61207,56278.69384,2587.65441
Consumption,6,3,16,0.3,6.1,0.32,19,23.9,24,7,Sat,Regular,0,63.2771817,8762.578265,3278.110723,4574.841894,1752.56643,1532.168356,10221.41252,80175.66164,2670.377004
Consumption,6,3,17,0.7,6.1,0.32,19,23.9,24,7,Sat,Regular,0,53.99428741,10904.33643,3291.269792,4398.901849,1873.621334,1728.227456,8896.185106,104267.5536,2686.167689
Consumption,6,3,18,0.3,7.2,0.34,19,23.9,24,7,Sat,Regular,0,43.41321642,11077.07864,3070.557263,4245.805552,1960.980437,2075.493261,6827.41866,114107.6966,1893.095219
Consumption,6,3,19,0,7.8,0.38,19,22.8,24,7,Sat,Regular,0,32.43757262,11027.26865,2545.788818,4237.82683,1873.261729,2104.895617,7297.842027,111826.8885,1426.6363
Consumption,6,3,20,0,9.4,0.58,19,17.8,24,7,Sat,Regular,0,21.50724701,8495.808177,2290.888518,3894.722379,1796.675469,2200.133363,4813.011754,105125.4067,1247.700185
Consumption,6,3,21,0,8.9,0.75,19,13.3,24,7,Sat,Regular,0,10.92602497,9071.686469,1811.292085,4055.544373,1834.21457,2261.437599,6260.61988,96229.50941,1093.322142
Consumption,6,3,22,0,8.3,0.83,19,11.1,24,7,Sat,Regular,0,0.986471482,8997.281542,1211.95106,3936.827276,1826.819873,1705.809872,6260.61988,72316.79838,466.1340897
Consumption,6,3,23,0,7.8,0.83,19,10.6,24,7,Sat,Regular,0,-7.967580926,9425.764743,1582.524387,3712.367325,1848.536869,1134.643741,6260.61988,53562.06304,466.1340897
Consumption,6,3,24,0,7.8,0.77,19,11.7,24,7,Sat,Regular,0,-15.50525853,5386.62931,1268.685148,3815.470362,1825.802207,962.5129829,6260.61988,42554.63123,466.1340897
Consumption,6,4,1,0.5,7.2,0.93,19,8.3,24,1,Sun,Regular,0,-21.10970954,3739.835944,1138.897285,3286.880824,1824.840108,923.8870479,6260.61988,39825.68408,466.1340897
Consumption,6,4,2,0.4,6.7,0.9,19,8.3,24,1,Sun,Regular,0,-24.25331614,3748.738543,1115.99026,3188.668374,1823.988898,785.8160605,6260.61988,38193.51207,466.1340897
Consumption,6,4,3,0,6.7,0.97,19,7.2,24,1,Sun,Regular,0,-24.56516076,3750.433705,1097.970982,3185.451264,1823.475213,764.4645256,6260.61988,37509.85237,466.1340897
Consumption,6,4,4,0,5.6,0.97,19,6.1,24,1,Sun,Regular,0,-22.00487746,3803.608763,1160.358186,3159.853785,1829.850061,782.6173528,6260.61988,42534.73166,466.1340897
Consumption,6,4,5,0,5.6,0.97,19,6.1,24,1,Sun,Regular,0,-16.88432877,5343.11919,1139.405191,3131.570635,1828.974587,866.7181427,6260.61988,53978.69866,466.1340897
Consumption,6,4,6,0,6.7,0.93,19,7.8,19.2,1,Sun,Regular,0,-9.71408819,9965.831001,1469.144444,3424.548605,1548.307528,1158.17058,3500.195007,54344.82193,144.2753758
Consumption,6,4,7,0.3,10.6,0.8,20,13.9,19.2,1,Sun,Regular,0,-1.02280255,9977.607537,1669.373978,3942.258375,1548.366734,1596.059269,3500.195007,63121.64411,144.2753758
Consumption,6,4,8,0.4,8.9,0.54,20,18.3,16,1,Sun,Regular,0,8.738547023,8085.297465,2223.487103,4467.80988,1551.46365,2263.439806,3771.21373,59444.12528,777.6827195
Consumption,6,4,9,0.4,8.9,0.47,20,20.6,16,1,Sun,Regular,0,19.21004025,8201.132456,1999.993508,4386.097317,1554.008785,1972.27518,5561.096665,54167.88879,771.6084446
Consumption,6,4,10,0.4,8.9,0.43,20,22.2,16,1,Sun,Regular,0,30.09302735,10402.6024,2428.191892,4381.824667,1554.93473,1423.067402,6535.285505,48502.35527,1357.395981
Consumption,6,4,11,0.4,8.3,0.38,20,23.3,16,1,Sun,Regular,0,41.09472617,11113.1672,2788.399958,4369.878064,1577.674244,1393.254604,4280.715048,50481.1242,1366.10087
Consumption,6,4,12,0.4,9.4,0.39,20,24.4,16,1,Sun,Regular,0,51.82406966,11139.31188,3004.297422,4344.236757,1555.68063,1429.41165,3500.195007,52697.72949,1867.389358
Consumption,6,4,13,0.4,8.9,0.37,20,24.4,16,1,Sun,Regular,0,61.53003831,11133.74242,3012.315493,4309.631853,1556.900907,1472.49071,3500.195007,55180.60393,1977.615845
Consumption,6,4,14,0.4,8.9,0.34,20,26.1,16,1,Sun,Regular,0,68.40844096,9168.178233,2983.740773,4294.970328,1557.456328,1510.968316,3500.195007,58334.12617,2088.061801
Consumption,6,4,15,0.4,8.3,0.32,20,26.1,16,1,Sun,Regular,0,69.22089119,9255.606976,2955.150284,4282.761722,1629.711321,1524.866721,4085.752283,65441.11475,2167.178806
Consumption,6,4,16,0.4,7.8,0.31,20,26.1,16,1,Sun,Regular,0,63.39276567,9266.276529,2951.43489,4177.829204,1953.55832,1616.125566,7255.235171,88492.26594,2198.162127
Consumption,6,4,17,0.3,8.3,0.32,20,26.1,19.2,1,Sun,Regular,0,54.10068182,11413.23406,2579.631648,3989.057307,2114.811504,1806.834119,7423.635649,112535.376,1774.153151
Consumption,6,4,18,0,8.9,0.35,20,25.6,19.2,1,Sun,Regular,0,43.51467867,11506.18069,2620.170839,3873.60723,2108.634172,2148.613618,7802.432477,121841.1145,1318.918349
Consumption,6,4,19,0,8.3,0.37,20,23.9,19.2,1,Sun,Regular,0,32.53788738,11331.61424,2430.717492,3870.783317,2049.876473,2165.062758,7275.565626,117636.1977,144.2753758
Consumption,6,4,20,0,8.9,0.47,20,20.6,19.2,1,Sun,Regular,0,21.60898292,8737.432107,2185.422484,3794.702169,1765.013302,2255.06672,5390.702241,110633.9406,144.2753758
Consumption,6,4,21,0,8.9,0.64,20,15.6,16,1,Sun,Regular,0,11.03089367,9192.769012,2027.341878,3988.525386,1835.967945,2296.85626,6486.409817,101220.3067,466.1340897
Consumption,6,4,22,0,8.9,0.75,20,13.3,16,1,Sun,Regular,0,1.095512163,9016.270353,1242.501626,3946.123347,1828.151282,1732.466608,6260.61988,76168.00162,466.1340897
Consumption,6,4,23,0,7.8,0.74,20,12.2,16,1,Sun,Regular,0,-7.854090762,9440.071831,1606.821431,3907.388283,1849.579527,1160.735748,6260.61988,56321.53814,466.1340897
Consumption,6,4,24,0,7.2,0.77,20,11.1,24,1,Sun,Regular,0,-15.38815956,5391.275234,1273.772364,3804.248948,1826.213495,978.8080213,6260.61988,43466.38107,466.1340897
Consumption,6,5,1,0.5,7.2,0.86,20,9.4,24,2,Mon,Regular,0,-20.99145829,3743.478317,1167.228096,3347.477659,1825.226403,870.0641551,7260.226037,40411.60177,489.4339564
Consumption,6,5,2,0.5,6.7,0.9,20,8.3,24,2,Mon,Regular,0,-24.13815316,3752.791838,1143.198774,3259.305294,1824.421297,794.3846829,7260.226037,38680.26271,489.4339564
Consumption,6,5,3,0.5,6.1,0.93,20,7.2,24,2,Mon,Regular,0,-24.45823823,3752.365241,1123.620355,3231.499521,1823.738486,769.8014782,7260.226037,37683.03632,489.4339564
Consumption,6,5,4,0,6.7,0.9,20,8.3,24,2,Mon,Regular,0,-21.91041855,3810.340645,1189.012014,3623.78429,1830.536027,791.204877,7260.226037,42798.06593,489.4339564
Consumption,6,5,5,0.4,5.6,0.9,20,7.2,19.2,2,Mon,Regular,0,-16.80422604,5349.930025,1173.01475,3623.919829,1829.765862,952.4778322,7760.028616,54265.88527,489.4339564
Consumption,6,5,6,0.5,7.2,0.89,20,8.9,24,2,Mon,Regular,0,-9.647938061,9970.546782,1644.214314,4524.66029,1811.273901,1508.03647,8990.701568,54866.69795,666.1615794
Consumption,6,5,7,0.2,9.4,0.64,20,16.1,24,2,Mon,Regular,0,-0.968781839,9992.739565,1866.429341,5534.145917,4042.021163,2013.986132,12232.72151,64817.83235,974.1683807
Consumption,6,5,8,0.5,8.9,0.54,20,18.3,16,2,Mon,Regular,0,8.782904217,8095.750672,2893.575212,5771.171855,5884.087095,1767.084963,25679.28142,65316.23773,1553.147131
Consumption,6,5,9,0.2,10,0.51,21,20.6,16,2,Mon,Regular,0,19.24750894,8226.334732,3305.555965,5822.995657,6228.013216,1725.956991,24911.00205,59873.64557,2246.500506
Consumption,6,5,10,0.5,10.6,0.43,21,23.9,16,2,Mon,Regular,0,30.12678035,10530.74047,3288.271547,5772.741843,6784.746971,1367.22787,25595.11668,55692.72526,2304.78147
Consumption,6,5,11,0.5,7.8,0.35,22,24.4,16,2,Mon,Regular,0,41.1288529,11394.93986,3654.771041,5776.788113,7191.814954,1401.178419,26250.41408,59296.13388,2518.144275
Consumption,6,5,12,0.8,6.7,0.27,22,27.2,16,2,Mon,Regular,0,51.86476957,11743.83105,3550.295278,5583.94002,7678.862873,1451.829142,26570.28049,63334.09282,2674.705733
Consumption,6,5,13,0.7,7.2,0.28,23,27.2,16,2,Mon,Regular,0,61.58782095,11853.19763,3526.070213,5682.233176,7911.773894,1495.189775,27640.25176,66078.60507,2782.32814
Consumption,6,5,14,0.8,7.2,0.25,23,28.9,16,2,Mon,Regular,0,68.49736113,9833.709104,3493.128341,5665.886493,8366.256752,1538.620895,27544.81832,69984.12922,2888.948941
Consumption,6,5,15,0.7,7.8,0.27,24,28.3,16,2,Mon,Regular,0,69.33447042,9775.666164,3467.045903,5659.050388,8577.690756,1559.279297,28088.60572,77660.40162,2981.70286
Consumption,6,5,16,0.9,8.3,0.27,24,29.4,19.2,2,Mon,Regular,0,63.5036789,9908.080941,3507.51117,5680.193726,8393.482343,1683.334184,29617.88966,102706.7181,3042.402843
Consumption,6,5,17,1,9.4,0.3,24,28.9,19.2,2,Mon,Regular,0,54.20341697,12178.07606,3530.025953,5669.901967,6597.271303,1977.065188,27501.1245,122336.2457,3058.40386
Consumption,6,5,18,1,9.4,0.32,25,27.8,16,2,Mon,Regular,0,43.61294456,12030.91512,3471.443996,4641.861073,6323.817198,2128.701516,18670.48963,128654.6396,2490.622595
Consumption,6,5,19,1,9.4,0.33,25,27.2,19.2,2,Mon,Regular,0,32.63511346,11939.09637,3356.184972,4648.277723,6079.771788,2194.72639,17801.29697,124586.1527,2392.60871
Consumption,6,5,20,1,8.9,0.37,26,24.4,19.2,2,Mon,Regular,0,21.70750171,9381.968806,2918.476387,4152.639403,5628.454758,2349.115228,14042.01292,118261.1681,2051.682342
Consumption,6,5,21,1,9.4,0.42,26,22.8,19.2,2,Mon,Regular,0,11.13223969,9830.114722,2180.855378,4094.116965,1837.064228,2338.633787,15934.40611,111441.0862,805.7605557
Consumption,6,5,22,1,8.9,0.37,27,24.4,16,2,Mon,Regular,0,1.20057759,9735.814962,1402.469736,3819.042826,1831.966922,1754.245251,7760.028616,90726.38727,489.4339564
Consumption,6,5,23,1,10,0.43,27,23.3,11.2,2,Mon,Regular,0,-7.745150614,10055.95023,1776.737614,3814.975125,1856.137332,1248.527813,7260.226037,72212.35532,489.4339564
Consumption,6,5,24,1,16.1,0.9,28,17.8,1.6,2,Mon,Regular,0,-15.27626509,5523.33124,1464.583008,3625.588382,1831.074948,1045.92632,7260.226037,53690.74864,489.4339564
Consumption,6,6,1,1,16.7,0.93,28,17.8,6.4,3,Tue,Regular,0,-20.87906227,3809.967748,1341.324218,3597.437971,1829.929649,974.9848053,7260.226037,48420.64488,489.4339564
Consumption,6,6,2,1,16.7,0.93,29,17.8,6.4,3,Tue,Regular,0,-24.02936437,3819.668196,1366.935468,3591.881663,1829.662494,916.4735843,7260.226037,46513.81467,489.4339564
Consumption,6,6,3,0.8,17.2,0.96,29,17.8,6.4,3,Tue,Regular,0,-24.3579541,3822.868491,1385.882218,3573.716214,1829.450177,903.7877885,7260.226037,45410.01615,489.4339564
Consumption,6,6,4,0.7,17.2,0.93,29,18.3,6.4,3,Tue,Regular,0,-21.82257181,4123.868752,1719.57505,3904.73862,1870.179372,930.903385,7260.226037,50265.04505,489.4339564
Consumption,6,6,5,0.8,16.7,0.87,30,18.9,9.6,3,Tue,Regular,0,-16.73049041,5684.8491,1742.060134,3901.650581,1864.631953,1108.103024,7760.028616,62819.61341,489.4339564
Consumption,6,6,6,1,16.7,0.87,30,18.9,12.8,3,Tue,Regular,0,-9.587805654,10192.2872,2267.048513,4745.871948,2527.525664,1688.874775,10599.05738,65199.19839,650.3673956
Consumption,6,6,7,1,17.2,0.87,31,19.4,16,3,Tue,Regular,0,-0.920419845,10316.04214,2405.574135,5179.270078,4649.179599,2179.093943,14917.7924,73934.28745,966.6938977
Consumption,6,6,8,1,17.2,0.84,31,20,16,3,Tue,Regular,0,8.821911201,8397.135828,3177.651502,5293.649459,6686.08775,1914.09032,28302.92297,72066.41664,1561.241725
Consumption,6,6,9,1,17.2,0.81,31,20.6,16,3,Tue,Regular,0,19.27984685,8461.029301,3543.763181,5452.718622,6962.849632,1854.806541,26956.99011,66204.87319,2275.6059
Consumption,6,6,10,1,17.2,0.76,31,21.7,16,3,Tue,Regular,0,30.15549743,10609.26401,3524.329152,5511.369166,7402.00927,1447.829942,27116.58982,62014.66472,2331.869946
Consumption,6,6,11,1,17.2,0.73,30,22.2,16,3,Tue,Regular,0,41.15786325,11346.2086,3764.810661,5487.315224,7867.992915,1461.004022,28239.09368,64906.40495,2497.926499
Consumption,6,6,12,1,16.1,0.66,30,22.8,16,3,Tue,Regular,0,51.90001411,11372.73682,3667.442454,5365.864669,7962.076765,1472.066767,27808.99823,64550.43504,2581.117773
Consumption,6,6,13,1,16.1,0.66,30,22.8,19.2,3,Tue,Regular,0,61.63946447,11238.68377,3673.04573,5591.995296,7822.969336,1489.618178,28775.52028,64736.33402,2630.211463
Consumption,6,6,14,0.7,16.1,0.64,30,23.3,19.2,3,Tue,Regular,0,68.57943094,8930.739088,3602.958179,5610.018738,8039.958281,1507.597349,28435.37441,66410.81594,2686.947785
Consumption,6,6,15,1,16.1,0.66,30,22.8,16,3,Tue,Regular,0,69.44181405,8801.428625,3550.374547,5609.703253,7982.979435,1495.136328,28409.01212,70162.44499,2731.488709
Consumption,6,6,16,0.7,16.7,0.64,30,23.9,12.8,3,Tue,Regular,0,63.6098638,8919.381794,3580.530981,5622.229178,7688.586263,1609.580566,29805.63361,94261.35188,2778.764831
Consumption,6,6,17,0.8,16.1,0.64,30,23.3,12.8,3,Tue,Regular,0,54.30243542,11229.17219,3584.597093,5615.074596,5842.447485,1886.667637,27608.70261,112668.2349,2764.51558
Consumption,6,6,18,0.4,16.1,0.68,30,22.2,11.2,3,Tue,Regular,0,43.70795196,11096.55829,3466.840009,4596.245111,5612.971874,2019.332117,18557.24667,119256.1297,2166.991801
Consumption,6,6,19,0,15.6,0.71,30,21.1,11.2,3,Tue,Regular,0,32.72918337,10875.70541,3204.354864,4576.18135,5377.892066,2074.796963,17550.00272,115238.5792,2041.520385
Consumption,6,6,20,0,15,0.78,30,18.9,11.2,3,Tue,Regular,0,21.80273149,8584.391507,2841.203145,4018.685127,5049.294019,2248.95302,13318.70735,109765.2471,1685.685874
Consumption,6,6,21,0,13.9,0.9,30,15.6,11.2,3,Tue,Regular,0,11.22998821,9115.225713,2125.349801,4081.644232,1827.582515,2245.508215,14430.0315,101446.115,805.7605557
Consumption,6,6,22,0,13.9,1,30,13.9,11.2,3,Tue,Regular,0,1.301592188,9027.771426,1427.386192,3923.621824,1827.506809,1629.108951,7760.028616,77140.68012,489.4339564
Consumption,6,6,23,0,12.8,1,29,12.8,9.6,3,Tue,Regular,0,-7.64083386,9453.74662,1770.965647,4024.069309,1850.351633,1113.942228,7260.226037,57102.42243,489.4339564
Consumption,6,6,24,0,11.1,1,29,11.1,9.6,3,Tue,Regular,0,-15.16964252,5401.591629,1451.206433,3966.531843,1826.466577,947.8074749,7260.226037,43755.50166,489.4339564
Consumption,6,7,1,0,10.6,1,29,10.6,9.6,4,Wed,Regular,0,-20.77257884,3752.033949,1308.213872,3910.418496,1825.629441,873.0910695,7260.226037,40839.59524,489.4339564
Consumption,6,7,2,0,11.1,1,29,11.1,6.4,4,Wed,Regular,0,-23.92699398,3766.672523,1278.769295,3902.991775,1825.344573,807.1643365,7260.226037,39516.65544,489.4339564
Consumption,6,7,3,0,11.1,1,29,11.1,6.4,4,Wed,Regular,0,-24.26433831,3772.028537,1259.109231,3907.956213,1825.155307,789.2136575,7260.226037,38764.00038,489.4339564
Consumption,6,7,4,0,11.1,1,29,11.1,4.8,4,Wed,Regular,0,-21.74135335,3831.022296,1324.019821,4270.596654,1832.083878,810.5794387,7260.226037,43745.14472,489.4339564
Consumption,6,7,5,0.7,10.6,0.97,29,11.1,4.8,4,Wed,Regular,0,-16.66312496,5374.408761,1306.330364,4272.986921,1831.38578,975.4652679,7760.028616,55365.28994,489.4339564
Consumption,6,7,6,1,12.2,1,29,12.2,4,4,Wed,Regular,0,-9.533681722,10001.42853,1783.24903,5158.521771,1811.098223,1550.290735,7020.965462,56561.97009,659.4702061
Consumption,6,7,7,0.7,16.1,0.93,29,17.2,4,4,Wed,Regular,0,-0.877695746,10022.86187,2059.332249,5438.139733,4233.980239,2062.155023,12529.75453,66741.04195,970.303958
Consumption,6,7,8,0.5,16.7,0.81,28,20,6.4,4,Wed,Regular,0,8.855599513,8213.684684,3109.782841,5398.631307,6273.648753,1834.324402,27814.54208,68056.7039,1552.747071
Consumption,6,7,9,0.5,16.7,0.73,28,21.7,8,4,Wed,Regular,0,19.30709529,8499.134545,3540.222309,5450.54151,6744.239071,1810.928759,27345.94067,63180.48611,2257.624511
Consumption,6,7,10,0.4,16.7,0.66,27,23.3,11.2,4,Wed,Regular,0,30.17922857,10720.90202,3533.99368,5568.812894,7271.878846,1427.039692,27796.86556,59322.13225,2339.813692
Consumption,6,7,11,0.5,16.7,0.6,27,25,12.8,4,Wed,Regular,0,41.18181416,11740.53971,3833.277836,5613.519281,7915.507761,1476.267276,29020.04371,65234.27287,2632.126325
Consumption,6,7,12,0.8,16.7,0.6,26,25,12.8,4,Wed,Regular,0,51.92986291,11956.24934,3753.168344,5431.062767,8355.877484,1521.577601,29245.85865,68860.03246,2752.354006
Consumption,6,7,13,0.9,16.7,0.58,26,25.6,12.8,4,Wed,Regular,0,61.68501681,11901.40563,3780.883631,5547.82585,8410.420872,1557.856346,30565.20222,70656.4141,2830.593719
Consumption,6,7,14,0.8,16.7,0.53,26,27.2,12.8,4,Wed,Regular,0,68.65464796,9781.563141,3743.050934,5523.505755,8919.376265,1610.344651,29799.74677,75339.99793,2970.65739
Consumption,6,7,15,0.9,16.1,0.52,25,26.7,12.8,4,Wed,Regular,0,69.54286523,9633.575226,3713.910799,5504.462009,9048.785782,1626.150567,30146.42546,82612.87565,3066.57038
Consumption,6,7,16,0.5,16.1,0.52,25,26.7,12.8,4,Wed,Regular,0,63.71126155,9621.250084,3712.939481,5535.033772,8566.733015,1716.647097,31331.09465,105031.3715,3058.331935
Consumption,6,7,17,1,16.1,0.64,24,23.3,11.2,4,Wed,Regular,0,54.3976781,11448.64456,3639.527644,5532.383433,6246.983679,1938.799414,28076.11506,117071.0872,2901.725086
Consumption,6,7,18,1,13.9,0.73,24,18.9,12.8,4,Wed,Regular,0,43.79963741,10683.82365,3399.437622,4560.255184,5370.205462,1993.53891,17271.68819,116163.2222,2109.640712
Consumption,6,7,19,1,12.2,0.75,23,16.7,16,4,Wed,Regular,0,32.82002884,10323.72078,3152.29064,4789.771862,4758.763318,2004.897009,14959.89727,106604.8457,1830.028996
Consumption,6,7,20,1,10.6,0.75,23,15,16,4,Wed,Regular,0,21.89460002,8131.840202,2755.66668,4402.541213,4397.22799,2170.341236,10798.76002,100285.3491,1568.51093
Consumption,6,7,21,1,8.3,0.72,22,13.3,16,4,Wed,Regular,0,11.32406461,9058.921669,2046.519415,4272.287797,1830.557865,2183.194449,12566.78954,95014.55829,805.7605557
Consumption,6,7,22,1,7.8,0.72,22,12.8,19.2,4,Wed,Regular,0,1.398481123,9000.822708,1287.21784,3951.938183,1826.119348,1583.048974,7760.028616,72909.5189,489.4339564
Consumption,6,7,23,1,7.8,0.74,21,12.2,19.2,4,Wed,Regular,0,-7.541212642,9435.502344,1649.465306,3929.75726,1849.59724,1080.227626,7260.226037,54555.69292,489.4339564
Consumption,6,7,24,1,6.7,0.69,21,12.2,19.2,4,Wed,Regular,0,-15.06835759,5392.049764,1317.25267,3862.989947,1826.374614,930.0262614,7260.226037,42996.73083,489.4339564
Consumption,6,8,1,1,6.7,0.71,20,11.7,16,5,Thu,Regular,0,-20.67206338,3748.542129,1195.232057,3847.350014,1826.099693,866.6488667,7260.226037,40654.54449,489.4339564
Consumption,6,8,2,1,6.7,0.74,20,11.1,19.2,5,Thu,Regular,0,-23.83108403,3760.556298,1165.352526,3824.07204,1825.570963,800.7563992,7260.226037,39241.13205,489.4339564
Consumption,6,8,3,1,7.2,0.83,20,10,19.2,5,Thu,Regular,0,-24.17741847,3761.242684,1138.089311,3462.409041,1824.904409,780.4381382,7260.226037,38249.34284,489.4339564
Consumption,6,8,4,1,7.2,0.83,19,10,19.2,5,Thu,Regular,0,-21.66677674,3817.430427,1202.433029,3737.916149,1831.491332,803.4946637,7260.226037,43180.65343,489.4339564
Consumption,6,8,5,1,6.1,0.77,19,10,19.2,5,Thu,Regular,0,-16.60213009,5359.245578,1189.228115,3829.376,1830.838123,968.5188586,7760.028616,54771.45823,489.4339564
Consumption,6,8,6,1,6.7,0.8,18,10,24,5,Thu,Regular,0,-9.485554254,9978.930866,1656.166148,4716.550731,1810.409831,1526.366584,7573.389628,55390.83027,660.9227057
Consumption,6,8,7,0.8,6.1,0.71,18,11.1,24,5,Thu,Regular,0,-0.840585998,9970.570681,1807.761689,5499.728682,3936.18854,1997.496581,11300.20755,63454.48268,975.511729
Consumption,6,8,8,0.1,5.6,0.66,18,11.7,24,5,Thu,Regular,0,8.884003288,8040.50533,2722.257509,5724.536457,5443.870726,1716.998412,23238.21197,62211.0818,1558.593227
Consumption,6,8,9,0.9,6.1,0.59,18,13.9,24,5,Thu,Regular,0,19.329298,8054.197729,3081.886714,5882.189609,5548.133902,1656.333955,21751.84189,55902.93462,2241.498791
Consumption,6,8,10,0.9,5.6,0.53,18,15,24,5,Thu,Regular,0,30.19802604,10003.14217,2986.127381,5948.417955,5858.863835,1254.956421,22002.47816,49758.556,2240.951479
Consumption,6,8,11,0.9,5.6,0.48,18,16.7,24,5,Thu,Regular,0,41.20076476,10447.86003,3358.308502,5978.102249,6057.858004,1262.810588,22971.09815,51148.09914,2244.941771
Consumption,6,8,12,0.7,6.1,0.45,18,18.3,24,5,Thu,Regular,0,51.95437787,10356.48432,3190.948429,5755.855612,6294.308047,1286.694887,23558.58037,51490.20042,2254.694921
Consumption,6,8,13,0.8,5.6,0.42,18,18.9,24,5,Thu,Regular,0,61.72452903,10366.53958,3190.007781,5848.107842,6381.280369,1306.23072,24511.67778,51999.00515,2266.235509
Consumption,6,8,14,0.2,5.6,0.4,18,19.4,24,5,Thu,Regular,0,68.72301387,8306.021753,3143.204054,5828.791668,6558.019834,1323.757456,24057.29898,52837.25551,2278.549486
Consumption,6,8,15,0.3,5,0.37,18,20,24,5,Thu,Regular,0,69.63756849,8283.881411,3105.243814,5812.617304,6716.251323,1338.159509,24328.68769,58844.14387,2310.108987
Consumption,6,8,16,0.1,5,0.39,18,19.4,24,5,Thu,Regular,0,63.8078122,8280.49786,3098.740929,5843.877862,6458.848383,1433.15153,25125.2713,80786.22053,2337.379997
Consumption,6,8,17,0.1,2.8,0.34,18,18.9,19.2,5,Thu,Regular,0,54.48908442,10357.55396,3077.32139,5908.285704,4743.950871,1693.423992,22878.17464,97524.22845,2328.903908
Consumption,6,8,18,0.2,0.6,0.3,18,18.3,19.2,5,Thu,Regular,0,43.88793624,10334.77706,3012.783927,4945.129161,4641.239429,1847.732847,14909.80862,104295.1637,1796.271209
Consumption,6,8,19,0.9,-1.1,0.29,18,16.7,19.2,5,Thu,Regular,0,32.90758082,10250.0063,2799.148012,5035.746433,4460.255322,1910.06179,13775.44208,99961.77327,1769.245425
Consumption,6,8,20,0.9,0.6,0.4,18,13.9,19.2,5,Thu,Regular,0,21.98303487,8107.986025,2393.548918,4452.672425,4188.283069,2092.204421,9886.001526,94964.87722,1557.538454
Consumption,6,8,21,0.9,0.6,0.52,18,10,19.2,5,Thu,Regular,0,11.41439461,9025.71343,1781.980992,4133.839318,1827.481816,2110.576064,11697.30189,89366.09973,805.7605557
