Year,Month,Day,Hour,Electricity_KW_HR,Wind_Speed
2012,3,1,7,1076,3.4
2012,3,1,8,1508,3
2012,3,1,9,984,3
2012,3,1,10,996,2.6
2012,3,1,11,496,2.5
2012,3,1,12,444,2.5
2012,3,1,13,408,2.1
2012,3,1,14,64,2.5
2012,3,1,15,448,2.9
2012,3,1,16,708,3
2012,3,1,17,908,3
2012,3,1,18,848,2.7
2012,3,1,19,596,3.3
2012,3,1,20,1280,3.1
2012,3,1,21,1064,2.8
2012,3,1,22,720,2.8
2012,3,1,23,684,2.9
2012,3,1,24,868,NULL
2012,3,2,1,668,3.5
2012,3,2,2,1624,3.4
2012,3,2,3,1556,4.5
2012,3,2,4,4980,4.6
2012,3,2,5,4268,4.6
2012,3,2,6,4348,4.6
2012,3,2,7,4228,3.7
2012,3,2,8,2008,4.7
2012,3,2,9,4588,4.1
2012,3,2,10,2716,3.5
2012,3,2,11,1644,4.2
2012,3,2,12,2916,3.2
2012,3,2,13,1500,3
2012,3,2,14,844,3.3
2012,3,2,15,1376,3.8
2012,3,2,16,2092,4.2
2012,3,2,17,3116,5
2012,3,2,18,5812,5.2
2012,3,2,19,6376,5.3
2012,3,2,20,6936,3.8
2012,3,2,21,2672,2.2
2012,3,2,22,276,2.7
2012,3,2,23,732,2.7
2012,3,2,24,720,NULL
2012,3,3,1,1644,4.4
2012,3,3,2,3964,4.2
2012,3,3,3,3388,4.6
2012,3,3,4,4584,5.2
2012,3,3,5,6384,4.8
2012,3,3,6,5108,5.2
2012,3,3,7,6424,4.6
2012,3,3,8,4652,4.5
2012,3,3,9,4052,3.8
2012,3,3,10,2372,3.8
2012,3,3,11,2572,5.9
2012,3,3,12,8768,5.4
2012,3,3,13,7092,6.2
2012,3,3,14,9888,6.6
2012,3,3,15,12868,7
2012,3,3,16,15444,7.1
2012,3,3,17,16524,5.8
2012,3,3,18,8924,5.2
2012,3,3,19,6284,5
2012,3,3,20,6132,4.9
2012,3,3,21,5472,5.7
2012,3,3,22,7740,5.5
2012,3,3,23,7584,5.8
2012,3,3,24,8344,NULL
2012,3,4,1,10992,5.4
2012,3,4,2,6924,5
2012,3,4,3,5228,4.3
2012,3,4,4,3428,3.6
2012,3,4,5,1792,4.3
2012,3,4,6,3416,4.7
2012,3,4,7,4680,4.9
2012,3,4,8,5456,5.4
2012,3,4,9,7432,5.3
2012,3,4,10,7460,4.6
2012,3,4,11,4376,5.1
2012,3,4,12,5628,5
2012,3,4,13,5032,5
2012,3,4,14,5508,5.5
2012,3,4,15,7240,4.7
2012,3,4,16,4252,5.3
2012,3,4,17,6724,6.7
2012,3,4,18,12888,7
2012,3,4,19,15324,6.7
2012,3,4,20,13820,6.9
2012,3,4,21,16180,7.7
2012,3,4,22,19852,8
2012,3,4,23,23952,9
2012,3,4,24,32896,NULL
2012,3,5,1,32508,8.8
2012,3,5,2,30196,8.2
2012,3,5,3,25148,8.6
2012,3,5,4,28312,9.3
2012,3,5,5,34916,10.1
2012,3,5,6,41068,10.1
2012,3,5,7,40932,9.9
2012,3,5,8,39724,11.4
2012,3,5,9,49052,11.8
2012,3,5,10,51600,12
2012,3,5,11,51256,12.2
2012,3,5,12,51848,13.1
2012,3,5,13,54444,12.4
2012,3,5,14,52824,11.6
2012,3,5,15,48744,10.6
2012,3,5,16,44516,10.5
2012,3,5,17,44800,9
2012,3,5,18,32268,7.9
2012,3,5,19,22728,7.6
2012,3,5,20,20508,6.2
2012,3,5,21,11024,5.5
2012,3,5,22,7772,4.6
2012,3,5,23,4108,5.5
2012,3,5,24,7420,NULL
2012,3,6,1,5548,5.5
2012,3,6,2,6772,5
2012,3,6,3,5724,5.2
2012,3,6,4,6828,4.5
2012,3,6,5,3812,4.2
2012,3,6,6,3364,3.3
2012,3,6,7,1364,4.7
2012,3,6,8,4272,4.4
2012,3,6,9,3856,4
2012,3,6,10,2880,4.2
2012,3,6,11,2992,3.7
2012,3,6,12,2100,4.2
2012,3,6,13,3228,4.2
2012,3,6,14,3200,3.4
2012,3,6,15,1656,2.4
2012,3,6,16,312,2.2
2012,3,6,17,96,2.3
2012,3,6,18,248,2.4
2012,3,6,19,304,2.9
2012,3,6,20,876,2.8
2012,3,6,21,944,3.9
2012,3,6,22,2504,4.5
2012,3,6,23,3756,5.1
2012,3,6,24,5748,NULL
2012,3,7,1,4332,5
2012,3,7,2,5956,5.4
2012,3,7,3,6588,6.4
2012,3,7,4,14148,6.5
2012,3,7,5,13416,6.4
2012,3,7,6,12084,7.1
2012,3,7,7,17716,7.6
2012,3,7,8,21524,7.4
2012,3,7,9,19688,7
2012,3,7,10,14368,7.8
2012,3,7,11,0,6.6
2012,3,7,12,60,8.3
2012,3,7,13,15236,10.9
2012,3,7,14,47244,9.8
2012,3,7,15,39816,11.6
2012,3,7,16,48776,10.9
2012,3,7,17,47748,11.9
2012,3,7,18,49108,10.5
2012,3,7,19,44872,9.1
2012,3,7,20,34036,8.2
2012,3,7,21,26840,8
2012,3,7,22,23936,8.1
2012,3,7,23,25232,8.4
2012,3,7,24,27948,NULL
2012,3,8,1,23240,7.2
2012,3,8,2,17452,7.4
2012,3,8,3,19640,7.3
2012,3,8,4,18432,7.3
2012,3,8,5,17696,7.2
2012,3,8,6,17500,8.3
2012,3,8,7,29008,8.4
2012,3,8,8,30332,7.7
2012,3,8,9,23264,5.9
2012,3,8,10,9516,5.7
2012,3,8,11,8424,6.3
2012,3,8,12,10976,6
2012,3,8,13,9212,5.3
2012,3,8,14,6808,5
2012,3,8,15,4908,4.6
2012,3,8,16,3968,4.3
2012,3,8,17,3208,4.4
2012,3,8,18,3752,4.3
2012,3,8,19,3540,3.5
2012,3,8,20,1744,2.5
2012,3,8,21,592,2
2012,3,8,22,52,1.7
2012,3,8,23,4,2.2
2012,3,8,24,192,NULL
2012,3,9,1,1312,4.5
2012,3,9,2,4028,4.6
2012,3,9,3,4408,4.5
2012,3,9,4,3940,4.2
2012,3,9,5,3348,4.4
2012,3,9,6,3700,4.8
2012,3,9,7,4424,5.4
2012,3,9,8,6656,6.5
2012,3,9,9,12376,5.8
2012,3,9,10,9000,5.4
2012,3,9,11,7480,6.1
2012,3,9,12,10188,5.9
2012,3,9,13,9324,5.8
2012,3,9,14,8504,5.9
2012,3,9,15,8244,5.2
2012,3,9,16,5988,4.2
2012,3,9,17,2988,5.1
2012,3,9,18,5936,4.3
2012,3,9,19,3428,4.4
2012,3,9,20,3916,4.6
2012,3,9,21,4760,5.2
2012,3,9,22,6316,5.3
2012,3,9,23,6880,5.1
2012,3,9,24,5932,NULL
2012,3,10,1,4804,4.8
2012,3,10,2,4872,5.3
2012,3,10,3,6636,5.4
2012,3,10,4,7148,4.9
2012,3,10,5,5208,4.9
2012,3,10,6,5028,4.1
2012,3,10,7,2924,4.4
2012,3,10,8,3668,4.2
2012,3,10,9,3256,4.1
2012,3,10,10,3144,3.9
2012,3,10,11,2524,4.1
2012,3,10,12,2860,4.6
2012,3,10,13,3960,4.5
2012,3,10,14,3948,4.3
2012,3,10,15,3560,3.6
2012,3,10,16,1892,3.4
2012,3,10,17,1460,4.4
2012,3,10,18,3576,5.4
2012,3,10,19,7040,4.1
2012,3,10,20,3236,4.3
2012,3,10,21,3552,3.3
2012,3,10,22,1420,3
2012,3,10,23,1100,3.4
2012,3,10,24,1620,NULL
2012,3,11,1,4740,4.6
2012,3,11,2,4284,4.6
2012,3,11,3,4504,4.4
2012,3,11,4,4196,4.4
2012,3,11,5,3792,4
2012,3,11,6,2900,4.5
2012,3,11,7,4208,4.2
2012,3,11,8,3272,3.5
2012,3,11,9,1852,3.6
2012,3,11,10,1768,3.9
2012,3,11,11,2204,3
2012,3,11,12,968,3.1
2012,3,11,13,988,2.9
2012,3,11,14,796,2.6
2012,3,11,15,452,3.1
2012,3,11,16,1056,3.3
2012,3,11,17,1420,3.4
2012,3,11,18,1548,4
2012,3,11,19,2496,3.9
2012,3,11,20,2664,5.5
2012,3,11,21,7248,5.5
2012,3,11,22,7868,3.6
2012,3,11,23,2344,2.6
2012,3,11,24,588,NULL
2012,3,12,1,1540,2.8
2012,3,12,2,796,2.8
2012,3,12,3,752,2.8
2012,3,12,4,732,2.9
2012,3,12,5,1012,3.7
2012,3,12,6,1784,3.4
2012,3,12,7,1356,2.8
2012,3,12,8,912,2.5
2012,3,12,9,544,2.3
2012,3,12,10,344,2
2012,3,12,11,44,2.1
2012,3,12,12,72,1.7
2012,3,12,13,8,2.6
2012,3,12,14,484,3
2012,3,12,15,968,4.3
2012,3,12,16,3128,4.8
2012,3,12,17,4744,3.9
2012,3,12,18,2396,3.3
2012,3,12,19,1476,3.9
2012,3,12,20,2564,4.4
2012,3,12,21,4052,3.9
2012,3,12,22,2768,3.2
2012,3,12,23,1252,4.2
2012,3,12,24,3472,NULL
2012,3,13,1,2576,3.1
2012,3,13,2,1176,3
2012,3,13,3,1088,2.9
2012,3,13,4,940,2.3
2012,3,13,5,320,1.7
2012,3,13,6,0,1.8
2012,3,13,7,8,1.8
2012,3,13,8,20,2
2012,3,13,9,52,2.1
2012,3,13,10,84,2.2
2012,3,13,11,164,2.4
2012,3,13,12,352,3.7
2012,3,13,13,1796,4.1
2012,3,13,14,2452,3.9
2012,3,13,15,2284,4.4
2012,3,13,16,3456,4.6
2012,3,13,17,4012,4.6
2012,3,13,18,4212,4.5
2012,3,13,19,3736,4.6
2012,3,13,20,4144,4.9
2012,3,13,21,5196,5.6
2012,3,13,22,7640,5.5
2012,3,13,23,7200,5.2
2012,3,13,24,6200,NULL
2012,3,14,1,5372,4.6
2012,3,14,2,4648,5.2
2012,3,14,3,6128,6
2012,3,14,4,9260,5.3
2012,3,14,5,6804,4.4
2012,3,14,6,3720,4.6
2012,3,14,7,4260,3.9
2012,3,14,8,2260,4.4
2012,3,14,9,3432,4.1
2012,3,14,10,2608,3.6
2012,3,14,11,1580,3.5
2012,3,14,12,1544,3.4
2012,3,14,13,1356,3.3
2012,3,14,14,1376,3.3
2012,3,14,15,1316,3.9
2012,3,14,16,2312,4
2012,3,14,17,2552,3.4
2012,3,14,18,1452,3.1
2012,3,14,19,1108,3.9
2012,3,14,20,2508,4.7
2012,3,14,21,4764,5.2
2012,3,14,22,6272,5.7
2012,3,14,23,8660,5.9
2012,3,14,24,9724,NULL
2012,3,15,1,9472,5.1
2012,3,15,2,6148,3.9
2012,3,15,3,3008,5.2
2012,3,15,4,6300,7
2012,3,15,5,14844,7.1
2012,3,15,6,16548,6.7
2012,3,15,7,16448,5.2
2012,3,15,8,8360,4.5
2012,3,15,9,4104,3.6
2012,3,15,10,2068,2.4
2012,3,15,11,260,2.6
2012,3,15,12,396,2.4
2012,3,15,13,288,2.8
2012,3,15,14,648,3.4
2012,3,15,15,1340,3.6
2012,3,15,16,1572,3.6
2012,3,15,17,1692,4
2012,3,15,18,2440,4.6
2012,3,15,19,4048,5.1
2012,3,15,20,5976,4.6
2012,3,15,21,4296,5.6
2012,3,15,22,8532,6.1
2012,3,15,23,10852,6.3
2012,3,15,24,12976,NULL
2012,3,16,1,13668,6.8
2012,3,16,2,14920,6.9
2012,3,16,3,16092,6.7
2012,3,16,4,14080,6
2012,3,16,5,9072,4.6
2012,3,16,6,4280,4
2012,3,16,7,2656,3.3
2012,3,16,8,1208,2.7
2012,3,16,9,684,2.4
2012,3,16,10,416,3
2012,3,16,11,1100,3.5
2012,3,16,12,1776,2.8
2012,3,16,13,692,3
2012,3,16,14,820,3.8
2012,3,16,15,2152,6.4
2012,3,16,16,12612,6.9
2012,3,16,17,13720,4.9
2012,3,16,18,5288,4.6
2012,3,16,19,5240,7
2012,3,16,20,14608,8.7
2012,3,16,21,30120,9.1
2012,3,16,22,35972,6.2
2012,3,16,23,12064,6.2
2012,3,16,24,10496,NULL
2012,3,17,1,2368,4.4
2012,3,17,2,3624,4.2
2012,3,17,3,3592,1.6
2012,3,17,4,92,1.6
2012,3,17,5,0,2.5
2012,3,17,6,420,2.2
2012,3,17,7,172,1.7
2012,3,17,8,148,3.9
2012,3,17,9,2632,4.5
2012,3,17,10,3876,4.3
2012,3,17,11,3344,4.6
2012,3,17,12,3904,4.5
2012,3,17,13,3588,6.2
2012,3,17,14,10900,6.7
2012,3,17,15,13256,6.8
2012,3,17,16,15644,6.3
2012,3,17,17,10484,6.2
2012,3,17,18,10496,5.3
2012,3,17,19,6716,6.6
2012,3,17,20,12812,6.3
2012,3,17,21,11268,7
2012,3,17,22,16252,7.5
2012,3,17,23,19132,7.2
2012,3,17,24,17108,NULL
2012,3,18,1,21852,8
2012,3,18,2,24608,7.6
2012,3,18,3,21008,7.8
2012,3,18,4,22752,6.3
2012,3,18,5,11112,6.4
2012,3,18,6,11312,5.5
2012,3,18,7,6964,6.2
2012,3,18,8,10832,5.7
2012,3,18,9,8068,5.9
2012,3,18,10,8896,5.6
2012,3,18,11,7416,5.4
2012,3,18,12,6568,5.1
2012,3,18,13,5624,4.3
2012,3,18,14,3964,5
2012,3,18,15,5828,6.6
2012,3,18,16,12512,5.3
2012,3,18,17,7048,4
2012,3,18,18,2860,2.9
2012,3,18,19,904,2.3
2012,3,18,20,284,3.6
2012,3,18,21,1888,3.8
2012,3,18,22,2704,4.7
2012,3,18,23,4732,5.3
2012,3,18,24,6476,NULL
2012,3,19,1,6560,4.4
2012,3,19,2,3952,4.3
2012,3,19,3,3628,3.5
2012,3,19,4,1772,4.3
2012,3,19,5,3532,4
2012,3,19,6,2720,3.9
2012,3,19,7,2484,3.8
2012,3,19,8,2236,3.2
2012,3,19,9,1352,2.8
2012,3,19,10,708,3.2
2012,3,19,11,1384,3.8
2012,3,19,12,2212,3.3
2012,3,19,13,1148,3.5
2012,3,19,14,1544,4
2012,3,19,15,2760,4.3
2012,3,19,16,3300,3.1
2012,3,19,17,1132,3.6
2012,3,19,18,1804,2.2
2012,3,19,19,168,2.9
2012,3,19,20,896,4.2
2012,3,19,21,3600,4
2012,3,19,22,3048,3
2012,3,19,23,1008,1.8
2012,3,19,24,68,NULL
2012,3,20,1,0,1.9
2012,3,20,2,88,4.2
2012,3,20,3,3412,4
2012,3,20,4,2732,3.6
2012,3,20,5,1688,3.9
2012,3,20,6,2448,4.5
2012,3,20,7,4220,5
2012,3,20,8,5248,4.3
2012,3,20,9,3868,2.8
2012,3,20,10,832,2.6
2012,3,20,11,388,3.4
2012,3,20,12,1324,3.6
2012,3,20,13,1644,3.2
2012,3,20,14,952,3.5
2012,3,20,15,1280,3.1
2012,3,20,16,1020,3.1
2012,3,20,17,1104,2.5
2012,3,20,18,420,2.5
2012,3,20,19,492,2.3
2012,3,20,20,308,2.3
2012,3,20,21,252,2.1
2012,3,20,22,112,2
2012,3,20,23,84,2
2012,3,20,24,60,NULL
2012,3,21,1,436,2.8
2012,3,21,2,912,3
2012,3,21,3,1108,3.3
2012,3,21,4,1188,3.3
2012,3,21,5,1012,3.7
2012,3,21,6,1788,4.1
2012,3,21,7,2900,4.7
2012,3,21,8,4444,4.6
2012,3,21,9,3708,4
2012,3,21,10,2600,2.7
2012,3,21,11,628,3.6
2012,3,21,12,1916,4.9
2012,3,21,13,5132,6.1
2012,3,21,14,10464,6.3
2012,3,21,15,11296,6.7
2012,3,21,16,12328,6.7
2012,3,21,17,13916,6.6
2012,3,21,18,13228,6.6
2012,3,21,19,12656,7
2012,3,21,20,14932,8.5
2012,3,21,21,26960,8.3
2012,3,21,22,27772,7
2012,3,21,23,16784,8.5
2012,3,21,24,28160,NULL
2012,3,22,1,30564,7.5
2012,3,22,2,21872,7.8
2012,3,22,3,21848,8.2
2012,3,22,4,23872,9.1
2012,3,22,5,32220,9.3
2012,3,22,6,35048,9.3
2012,3,22,7,34840,9.2
2012,3,22,8,32684,7.1
2012,3,22,9,16924,6
2012,3,22,10,11248,4.1
2012,3,22,11,2728,5.3
2012,3,22,12,6384,5.8
2012,3,22,13,8336,5.8
2012,3,22,14,8408,5.8
2012,3,22,15,7948,6.2
2012,3,22,16,10264,7.3
2012,3,22,17,16536,7.4
2012,3,22,18,17588,8
2012,3,22,19,23008,8.2
2012,3,22,20,27224,8.1
2012,3,22,21,27836,8
2012,3,22,22,26280,7.1
2012,3,22,23,16848,6.8
2012,3,22,24,13180,NULL
2012,3,23,1,8448,4.7
2012,3,23,2,4860,5.2
2012,3,23,3,6632,5.5
2012,3,23,4,7448,4.6
2012,3,23,5,4480,4.4
2012,3,23,6,3868,4.3
2012,3,23,7,3920,4.1
2012,3,23,8,2932,3.5
2012,3,23,9,1932,3.2
2012,3,23,10,1448,1.3
2012,3,23,11,16,1.5
2012,3,23,12,16,2.4
2012,3,23,13,220,3.5
2012,3,23,14,1532,2.6
2012,3,23,15,644,2
2012,3,23,16,92,2.3
2012,3,23,17,284,3.5
2012,3,23,18,1848,4.4
2012,3,23,19,3760,3.2
2012,3,23,20,1568,3.9
2012,3,23,21,2344,5
2012,3,23,22,6340,5.2
2012,3,23,23,7068,5.3
2012,3,23,24,6960,NULL
2012,3,24,1,6508,4.7
2012,3,24,2,4684,4.1
2012,3,24,3,2824,4
2012,3,24,4,2260,3.6
2012,3,24,5,1556,2.5
2012,3,24,6,340,3
2012,3,24,7,976,3.6
2012,3,24,8,1656,3.8
2012,3,24,9,2316,3.3
2012,3,24,10,1392,2.4
2012,3,24,11,256,4.4
2012,3,24,12,3172,4.1
2012,3,24,13,2784,3.7
2012,3,24,14,1588,3.8
2012,3,24,15,1952,3.5
2012,3,24,16,1496,4.1
2012,3,24,17,2608,4.6
2012,3,24,18,4060,5
2012,3,24,19,5036,5.9
2012,3,24,20,9528,6
2012,3,24,21,10000,6.5
2012,3,24,22,12240,6.7
2012,3,24,23,13620,6.4
2012,3,24,24,11976,NULL
2012,3,25,1,6552,5.3
2012,3,25,2,6748,2.5
2012,3,25,3,944,5.1
2012,3,25,4,5172,5.3
2012,3,25,5,7496,5
2012,3,25,6,6304,4.5
2012,3,25,7,4372,4.6
2012,3,25,8,4740,5.3
2012,3,25,9,7004,4.1
2012,3,25,10,3152,2.8
2012,3,25,11,772,2.6
2012,3,25,12,444,3.4
2012,3,25,13,1504,4.9
2012,3,25,14,5028,5.3
2012,3,25,15,6220,5.2
2012,3,25,16,5720,5.3
2012,3,25,17,6412,5.6
2012,3,25,18,7376,5.4
2012,3,25,19,6472,5.6
2012,3,25,20,7588,5.4
2012,3,25,21,7764,5.5
2012,3,25,22,8324,5.8
2012,3,25,23,8888,7.4
2012,3,25,24,19232,NULL
2012,3,26,1,17904,6.9
2012,3,26,2,16188,7
2012,3,26,3,17928,7.7
2012,3,26,4,21512,7.5
2012,3,26,5,20228,7.1
2012,3,26,6,18636,7
2012,3,26,7,17368,6.6
2012,3,26,8,13332,6.1
2012,3,26,9,11832,4.5
2012,3,26,10,4160,3.3
2012,3,26,11,1456,3.4
2012,3,26,12,1408,5.1
2012,3,26,13,5684,5.3
2012,3,26,14,6312,4.9
2012,3,26,15,4968,5.7
2012,3,26,16,7832,6.1
2012,3,26,17,9632,6.1
2012,3,26,18,10220,6.4
2012,3,26,19,11704,6.6
2012,3,26,20,13372,7.1
2012,3,26,21,15952,7.4
2012,3,26,22,18024,7
2012,3,26,23,17788,8.2
2012,3,26,24,26116,NULL
2012,3,27,1,15336,5.7
2012,3,27,2,8228,6.1
2012,3,27,3,9832,6.8
2012,3,27,4,16540,6.2
2012,3,27,5,12548,5.8
2012,3,27,6,9836,5.1
2012,3,27,7,6908,4.2
2012,3,27,8,3604,5.4
2012,3,27,9,7552,5.4
2012,3,27,10,8092,3.9
2012,3,27,11,2488,3.9
2012,3,27,12,2140,3.9
2012,3,27,13,2296,3.7
2012,3,27,14,1804,4.8
2012,3,27,15,4792,5.7
2012,3,27,16,7784,5.4
2012,3,27,17,6232,5.3
2012,3,27,18,6336,5.5
2012,3,27,19,7684,4.3
2012,3,27,20,3300,5.3
2012,3,27,21,6796,6.5
2012,3,27,22,13124,6.3
2012,3,27,23,12144,6.5
2012,3,27,24,14216,NULL
2012,3,28,1,15644,6.6
2012,3,28,2,14452,6.1
2012,3,28,3,11112,6.5
2012,3,28,4,14104,6.2
2012,3,28,5,10796,5.5
2012,3,28,6,7944,5.6
2012,3,28,7,7472,5.3
2012,3,28,8,6528,4.3
2012,3,28,9,2888,3.3
2012,3,28,10,1468,2.8
2012,3,28,11,764,3.2
2012,3,28,12,1100,3.9
2012,3,28,13,2480,4.3
2012,3,28,14,3152,4.1
2012,3,28,15,2460,4.3
2012,3,28,16,3096,3.9
2012,3,28,17,2100,3.3
2012,3,28,18,1204,5
2012,3,28,19,5704,5.5
2012,3,28,20,7544,6.2
2012,3,28,21,10792,5.9
2012,3,28,22,9464,5.2
2012,3,28,23,6320,4.3
2012,3,28,24,3876,NULL
2012,3,29,1,6424,5.2
2012,3,29,2,6232,5.3
2012,3,29,3,6208,4.6
2012,3,29,4,4352,3.8
2012,3,29,5,2456,2.4
2012,3,29,6,368,1.9
2012,3,29,7,32,2.5
2012,3,29,8,408,3.2
2012,3,29,9,1444,4.1
2012,3,29,10,3144,2.5
2012,3,29,11,340,2.8
2012,3,29,12,672,4.2
2012,3,29,13,3120,4.1
2012,3,29,14,2404,4.9
2012,3,29,15,4748,6.1
2012,3,29,16,9428,6.9
2012,3,29,17,14244,6.6
2012,3,29,18,12128,7.2
2012,3,29,19,15868,6.6
2012,3,29,20,12816,6.1
2012,3,29,21,10544,4
2012,3,29,22,2672,4.9
2012,3,29,23,5460,5.3
2012,3,29,24,6468,NULL
2012,3,30,1,3552,2.9
2012,3,30,2,940,3.7
2012,3,30,3,1968,4.2
2012,3,30,4,3020,4.9
2012,3,30,5,4828,5.2
2012,3,30,6,6032,4.8
2012,3,30,7,5608,5
2012,3,30,8,6540,3.7
2012,3,30,9,2360,3.6
2012,3,30,10,2060,4.7
2012,3,30,11,5156,6
2012,3,30,12,8744,5.5
2012,3,30,13,7068,5.7
2012,3,30,14,7696,5.6
2012,3,30,15,7664,5.1
2012,3,30,16,5468,4.4
2012,3,30,17,3452,4.5
2012,3,30,18,3624,5.1
2012,3,30,19,5620,5.2
2012,3,30,20,6220,5.3
2012,3,30,21,6656,4.8
2012,3,30,22,4856,3.6
2012,3,30,23,2108,2.1
2012,3,30,24,84,NULL
2012,3,31,1,8,2.4
2012,3,31,2,312,2.8
2012,3,31,3,668,2.4
2012,3,31,4,348,3.2
2012,3,31,5,1316,4.4
2012,3,31,6,3660,5.6
2012,3,31,7,7636,4.8
2012,3,31,8,4936,4.2
2012,3,31,9,3304,4.8
2012,3,31,10,4868,5.4
2012,3,31,11,6660,5.3
2012,3,31,12,6496,5.6
2012,3,31,13,8036,5.5
2012,3,31,14,7320,6.7
2012,3,31,15,14220,7.3
2012,3,31,16,16920,7.2
2012,3,31,17,17200,8.5
2012,3,31,18,27348,7.6
2012,3,31,19,19460,7.8
2012,3,31,20,22308,7.2
2012,3,31,21,17644,6.9
2012,3,31,22,15012,5.8
2012,3,31,23,8624,5.7
2012,3,31,24,7988,NULL
2012,4,1,1,8084,5.1
2012,4,1,2,6060,4.1
2012,4,1,3,2912,4.2
2012,4,1,4,3192,4.9
2012,4,1,5,5576,4.9
2012,4,1,6,5520,5.1
2012,4,1,7,6448,4.8
2012,4,1,8,5192,3.4
2012,4,1,9,1628,2.7
2012,4,1,10,728,2.6
2012,4,1,11,404,3.7
2012,4,1,12,1952,3
2012,4,1,13,824,2.5
2012,4,1,14,320,3.3
2012,4,1,15,1648,3.6
2012,4,1,16,1720,3.6
2012,4,1,17,1756,3.5
2012,4,1,18,1500,3.7
2012,4,1,19,1792,3.8
2012,4,1,20,2028,4.7
2012,4,1,21,4244,4.9
2012,4,1,22,5432,5.4
2012,4,1,23,7192,4.5
2012,4,1,24,3880,NULL
2012,4,2,1,2020,4
2012,4,2,2,2544,2.8
2012,4,2,3,652,2
2012,4,2,4,100,1.8
2012,4,2,5,8,1.6
2012,4,2,6,0,1.9
2012,4,2,7,24,2
2012,4,2,8,56,2.2
2012,4,2,9,204,2.3
2012,4,2,10,260,1.9
2012,4,2,11,24,2.4
2012,4,2,12,272,3.3
2012,4,2,13,1244,3.4
2012,4,2,14,1468,3.1
2012,4,2,15,1128,3.2
2012,4,2,16,1040,2.8
2012,4,2,17,540,3
2012,4,2,18,908,2.7
2012,4,2,19,540,2.8
2012,4,2,20,704,3.9
2012,4,2,21,2408,4.2
2012,4,2,22,3152,4.2
2012,4,2,23,3208,4.6
2012,4,2,24,4068,NULL
2012,4,3,1,8124,5.8
2012,4,3,2,8120,4.4
2012,4,3,3,3376,4.4
2012,4,3,4,3068,4.7
2012,4,3,5,4252,4.9
2012,4,3,6,4980,4.3
2012,4,3,7,3476,4
2012,4,3,8,2644,4.3
2012,4,3,9,3216,3.8
2012,4,3,10,2340,3
2012,4,3,11,788,2.6
2012,4,3,12,400,2.5
2012,4,3,13,380,2.4
2012,4,3,14,200,1.8
2012,4,3,15,40,1.5
2012,4,3,16,20,2.2
2012,4,3,17,140,3.1
2012,4,3,18,908,3.8
2012,4,3,19,2084,2.9
2012,4,3,20,868,2.6
2012,4,3,21,604,2.7
2012,4,3,22,712,2.6
2012,4,3,23,580,3.1
2012,4,3,24,1296,NULL
2012,4,4,1,620,3.9
2012,4,4,2,2664,5
2012,4,4,3,5944,4.7
2012,4,4,4,5168,6
2012,4,4,5,9512,5.4
2012,4,4,6,6924,4
2012,4,4,7,2760,3.5
2012,4,4,8,1712,4.2
2012,4,4,9,2984,3.2
2012,4,4,10,1404,2.4
2012,4,4,11,188,3.6
2012,4,4,12,1592,3.8
2012,4,4,13,1900,2.9
2012,4,4,14,792,3.2
2012,4,4,15,1072,2.8
2012,4,4,16,636,3
2012,4,4,17,796,3.9
2012,4,4,18,2124,3.1
2012,4,4,19,1156,2.8
2012,4,4,20,792,5
2012,4,4,21,5952,5.3
2012,4,4,22,7028,5.1
2012,4,4,23,5832,4.9
2012,4,4,24,5600,NULL
2012,4,5,1,6856,5.7
2012,4,5,2,7644,5.6
2012,4,5,3,8308,4.5
2012,4,5,4,4148,4.9
2012,4,5,5,5344,5.2
2012,4,5,6,6652,5.8
2012,4,5,7,8464,6.4
2012,4,5,8,11680,6.7
2012,4,5,9,13824,6.8
2012,4,5,10,13408,6.9
2012,4,5,11,14336,6.5
2012,4,5,12,11656,6.2
2012,4,5,13,10152,6
2012,4,5,14,9200,6.1
2012,4,5,15,10068,6.1
2012,4,5,16,9704,6
2012,4,5,17,9472,6.1
2012,4,5,18,9864,6.7
2012,4,5,19,13836,6.8
2012,4,5,20,14456,5.6
2012,4,5,21,7976,5.5
2012,4,5,22,7244,5.3
2012,4,5,23,5988,4.6
2012,4,5,24,4304,NULL
2012,4,6,1,5724,5.2
2012,4,6,2,5528,5.2
2012,4,6,3,6088,5.4
2012,4,6,4,6724,5.6
2012,4,6,5,7360,4.6
2012,4,6,6,4480,4.8
2012,4,6,7,5096,5
2012,4,6,8,6104,4.5
2012,4,6,9,4192,2.7
2012,4,6,10,592,3.8
2012,4,6,11,1888,3.1
2012,4,6,12,1108,3.3
2012,4,6,13,1296,4.1
2012,4,6,14,2876,3.8
2012,4,6,15,1844,3.6
2012,4,6,16,1576,3.8
2012,4,6,17,1736,4.2
2012,4,6,18,2752,4.6
2012,4,6,19,3772,4.8
2012,4,6,20,4316,5
2012,4,6,21,6056,5.3
2012,4,6,22,7040,4.6
2012,4,6,23,4312,2.8
2012,4,6,24,856,NULL
2012,4,7,1,1752,3.2
2012,4,7,2,1304,3.9
2012,4,7,3,2456,3
2012,4,7,4,976,3.9
2012,4,7,5,2380,4.2
2012,4,7,6,3476,3.6
2012,4,7,7,2120,3.5
2012,4,7,8,1832,3
2012,4,7,9,1144,3.7
2012,4,7,10,2308,3.8
2012,4,7,11,2260,3.8
2012,4,7,12,1996,4.9
