Location,Year,Month,Day,Hour,Cloud_Cover_Fraction,Dew_Point,Humidity_Fraction,Precipitation,Pressure,Temperature,Visibility,Wind_Speed,_Solar_Elevation_,Electricity_KW_HR
Solar Array,2012,10,10,3,1,5,0.859,0,984.9,7.2,11.265,6.7,-52.3519889025787,NULL
Solar Array,2012,10,10,4,1,3.9,0.8578,0,985.6,6.1,16.093,4.1,-47.6109205074972,NULL
Solar Array,2012,10,10,5,1,3.3,0.8513,0.3,985.6,5.6,16.093,4.1,-39.8388714299103,NULL
Solar Array,2012,10,10,6,1,3.3,0.8513,0.3,985.3,5.6,16.093,3.6,-30.3056183960957,NULL
Solar Array,2012,10,10,7,1,3.3,0.8875,0,985.3,5,16.093,3.1,-19.8656807345218,NULL
Solar Array,2012,10,10,8,1,3.3,0.8875,0.3,985.9,5,16.093,3.6,-9.06134281857433,NULL
Solar Array,2012,10,10,9,0.25,2.8,0.8933,0,986.6,4.4,16.093,4.6,1.71441838938914,4536.5518616
Solar Array,2012,10,10,10,0.9,3.3,0.8875,0.3,987.3,5,16.093,3.6,12.1002876037406,50716.8
Solar Array,2012,10,10,11,0.5,3.9,0.8231,0.3,987.6,6.7,16.093,7.2,21.6762886167123,93605.66
Solar Array,2012,10,10,12,0.9,3.3,0.7073,0,987.9,8.3,16.093,8.8,29.8831633691373,120685.82
Solar Array,2012,10,10,13,0.9,0.6,0.5832,0.3,988.3,8.3,16.093,8.2,35.9755374572936,57714.5
Solar Array,2012,10,10,14,1,0.6,0.6034,0.3,988.9,7.8,16.093,7.7,39.1159045672518,38471.74
Solar Array,2012,10,10,15,1,-0.6,0.5345,0,988.9,8.3,16.093,9.8,38.7273702656674,41778.86
Solar Array,2012,10,10,16,1,-0.6,0.553,0.3,989.6,7.8,16.093,8.2,34.8871928624429,53882.4
Solar Array,2012,10,10,17,1,-1.1,0.5331,0,990.3,7.8,16.093,9.3,28.2669775272397,44330.8
Solar Array,2012,10,10,18,1,-4.4,0.4171,0,990.9,7.8,16.093,8.8,19.7043554243845,37038.54
Solar Array,2012,10,10,19,0.9,-6.1,0.3952,0,991.9,6.7,16.093,9.8,9.90472005814385,11740.94
Solar Array,2012,10,10,20,0,-4.4,0.4852,0,992.9,5.6,16.093,8.2,-0.609697121448548,NULL
Solar Array,2012,10,10,21,0,-3.9,0.5477,0,993.9,4.4,16.093,5.7,-11.4403196822224,NULL
Solar Array,2012,10,10,22,0,-3.9,0.5673,0,994.6,3.9,16.093,4.6,-22.2299322788044,NULL
Solar Array,2012,10,10,23,0.25,-3.3,0.6413,0,995.2,2.8,16.093,3.1,-32.5691490437177,NULL
Solar Array,2012,10,10,24,0.25,-3.3,0.6413,0,995.2,2.8,16.093,2.6,-41.8692095555027,NULL
Solar Array,2012,10,11,1,0,-3.3,0.7242,0,995.9,1.1,16.093,3.1,-49.1902295017496,NULL
Solar Array,2012,10,11,2,0,-3.3,0.7242,0,995.9,1.1,16.093,2.6,-53.1863011702951,NULL
Solar Array,2012,10,11,3,0,-3.3,0.7242,0,996.2,1.1,16.093,2.6,-52.7103176155964,NULL
Solar Array,2012,10,11,4,0,-3.3,0.7508,0,996.2,0.6,16.093,3.1,-47.9212470324869,NULL
Solar Array,2012,10,11,5,0,-3.3,0.7508,0,995.9,0.6,16.093,3.1,-40.1032605409641,NULL
Solar Array,2012,10,11,6,0.25,-2.8,0.7793,0,995.2,0.6,16.093,4.6,-30.5381090413832,NULL
Solar Array,2012,10,11,7,0.9,-2.8,0.7517,0,995.9,1.1,16.093,3.6,-20.0809451836607,NULL
Solar Array,2012,10,11,8,1,-2.2,0.7528,0,995.9,1.7,16.093,2.1,-9.27202698549202,NULL
Solar Array,2012,10,11,9,0.25,-1.7,0.7222,0,994.9,2.8,16.093,4.1,1.49721784048039,NULL
Solar Array,2012,10,11,10,0.9,-1.1,0.6983,0,994.6,3.9,16.093,5.1,11.8661375374052,19668.84
Solar Array,2012,10,11,11,0.9,-0.6,0.6214,0,994.2,6.1,16.093,6.2,21.4150736401459,24097.92
Solar Array,2012,10,11,12,1,-0.6,0.5132,0,992.9,8.9,16.093,7.7,29.5861617676009,20632.32
Solar Array,2012,10,11,13,1,-0.6,0.4767,0,991.9,10,16.093,10.3,35.6391418666211,83991.58
Solar Array,2012,10,11,14,0,0.6,0.4183,0,990.3,13.3,16.093,12.4,38.7473704756793,164542.26
Solar Array,2012,10,11,15,0.5,1.1,0.3884,0,989.9,15,16.093,11.8,38.3457081261058,119371.04
Solar Array,2012,10,11,16,0.9,1.7,0.3902,0,989.9,15.6,16.093,12.4,34.5130863660045,38460.1
Solar Array,2012,10,11,17,1,3.3,0.4879,0,990.9,13.9,16.093,10.3,27.9120277281378,14617.96
Solar Array,2012,10,11,18,1,6.1,0.7671,0,991.9,10,16.093,7.2,19.3702481403792,3293.28
Solar Array,2012,10,11,19,1,5.6,0.7979,0.8,992.6,8.9,16.093,6.2,9.58750676533455,NULL
Solar Array,2012,10,11,20,1,5,0.797,0,993.6,8.3,16.093,7.2,-0.91631070294099,NULL
Solar Array,2012,10,11,21,1,4.4,0.8238,0,994.6,7.2,16.093,4.1,-11.7436458079178,NULL
Solar Array,2012,10,11,22,1,3.3,0.7624,0,995.2,7.2,16.093,4.6,-22.5380945014637,NULL
Solar Array,2012,10,11,23,1,3.3,0.7624,0,995.9,7.2,16.093,3.1,-32.8911024542062,NULL
Solar Array,2012,10,11,24,1,2.2,0.7297,0,996.9,6.7,16.093,3.1,-42.2136304546484,NULL
Solar Array,2012,10,12,1,0.5,1.7,0.7041,0,997.2,6.7,16.093,2.6,-49.5601155960357,NULL
Solar Array,2012,10,12,2,0,0.6,0.678,0,998.2,6.1,16.093,3.6,-53.5668233378151,NULL
Solar Array,2012,10,12,3,0,0,0.7006,0,999.2,5,16.093,3.1,-53.0670518193635,NULL
Solar Array,2012,10,12,4,0,-1.1,0.6983,0,999.6,3.9,16.093,3.6,-48.2300989656655,NULL
Solar Array,2012,10,12,5,0,-1.1,0.7547,0,1000.2,2.8,16.093,4.6,-40.3665071742,NULL
Solar Array,2012,10,12,6,0,-1.1,0.7877,0,1001.2,2.2,16.093,3.6,-30.7699235066448,NULL
Solar Array,2012,10,12,7,0,-1.1,0.8163,0,1002.2,1.7,16.093,3.6,-20.2959907550892,NULL
Solar Array,2012,10,12,8,0,-1.7,0.8155,0,1003.2,1.1,16.093,4.1,-9.48287394235078,NULL
Solar Array,2012,10,12,9,0,-1.7,0.883,0,1004.2,0,16.093,4.1,1.27957883928364,NULL
Solar Array,2012,10,12,10,0,-0.6,0.8468,0,1005.2,1.7,16.093,4.1,11.6314125231377,68350.2
Solar Array,2012,10,12,11,0,0,0.7306,0,1006.2,4.4,16.093,4.1,21.1533438480118,125484.66
Solar Array,2012,10,12,12,0,0,0.6491,0,1006.5,6.1,16.093,4.6,29.2889837140971,143722.12
Solar Array,2012,10,12,13,0,-3.9,0.4331,0,1007.2,7.8,16.093,4.1,35.3032289624188,161000.4
Solar Array,2012,10,12,14,0,-5.6,0.3681,0,1006.9,8.3,16.093,3.1,38.3801497374677,190257.64
Solar Array,2012,10,12,15,0,-5.6,0.3534,0,1006.9,8.9,16.093,1.5,37.9660134828275,184083.4
Solar Array,2012,10,12,16,0,-6.1,0.3289,0,1006.2,9.4,16.093,1.5,34.1412534587929,166291.3
Solar Array,2012,10,12,17,0,-6.1,0.316,0,1005.9,10,16.093,2.1,27.5594593015686,135756.04
Solar Array,2012,10,12,18,0,-7.2,0.3023,0,1005.5,9.4,16.093,0,19.0386080996056,89604.76
Solar Array,2012,10,12,19,0,-6.7,0.3141,0,1005.2,9.4,16.093,0,9.27288914154978,22029.98
Solar Array,2012,10,12,20,0,-5.6,0.3808,0,1004.9,7.8,16.093,0,-1.22015857154403,NULL
Solar Array,2012,10,12,21,0,-4.4,0.5699,0,1005.2,3.3,16.093,2.6,-12.0440171196669,NULL
Solar Array,2012,10,12,22,0,-5,0.5447,0,1004.9,3.3,16.093,2.6,-22.8431308516719,NULL
Solar Array,2012,10,12,23,0,-3.9,0.5918,0,1004.9,3.3,16.093,2.6,-33.2098447438349,NULL
Solar Array,2012,10,12,24,0,-2.8,0.72,0,1004.9,1.7,16.093,3.1,-42.5549638693434,NULL
Solar Array,2012,10,13,1,0,-1.7,0.7222,0,1004.5,2.8,16.093,3.6,-49.9273794354735,NULL
Solar Array,2012,10,13,2,0,-2.2,0.7263,0,1003.5,2.2,16.093,1.5,-53.9453624160533,NULL
Solar Array,2012,10,13,3,0,-1.7,0.7222,0,1003.2,2.8,16.093,2.1,-53.4221146944758,NULL
Solar Array,2012,10,13,4,0,-2.2,0.7859,0,1002.9,1.1,16.093,1.5,-48.5374309641392,NULL
Solar Array,2012,10,13,5,0,-2.2,0.8148,0,1002.2,0.6,16.093,3.1,-40.6285898308503,NULL
Solar Array,2012,10,13,6,0,-1.1,0.7547,0,1001.9,2.8,16.093,3.6,-31.0010522668547,NULL
Solar Array,2012,10,13,7,0,-0.6,0.7829,0,1001.5,2.8,16.093,2.1,-20.5108098980667,NULL
Solar Array,2012,10,13,8,0.25,0,0.7894,0,1001.5,3.3,16.093,3.1,-9.69387089398965,NULL
Solar Array,2012,10,13,9,0,0,0.7567,0,1000.5,3.9,16.093,3.6,1.06152513006874,NULL
Solar Array,2012,10,13,10,1,1.1,0.7911,0,1001.2,4.4,16.093,1.5,11.39615233924,2367.8160478
Solar Array,2012,10,13,11,1,1.7,0.8259,0.5,999.9,4.4,11.265,5.1,20.8911593366291,8793.92
Solar Array,2012,10,13,12,1,2.2,0.8208,0.8,998.6,5,16.093,5.7,28.9917112266023,17681.8
Solar Array,2012,10,13,13,1,3.3,0.8223,0,997.2,6.1,16.093,4.6,34.9678986072966,18857.34
Solar Array,2012,10,13,14,1,4.4,0.8525,0.3,995.2,6.7,16.093,5.1,38.0143518563739,13343.74
Solar Array,2012,10,13,15,1,6.1,0.9272,1.3,992.9,7.2,8.047,4.6,37.5884021814878,18034.46
Solar Array,2012,10,13,16,1,7.2,0.8909,0,991.2,8.9,6.437,5.1,33.7718180642222,10624.88
Solar Array,2012,10,13,17,1,6.7,0.8965,0.5,990.3,8.3,2.414,4.6,27.2094029223227,5004.86
Solar Array,2012,10,13,18,1,7.2,0.9278,3.3,988.9,8.3,2.414,6.2,18.7095690884401,3374.14
Solar Array,2012,10,13,19,1,7.8,0.8974,1.3,988.6,9.4,2.414,5.1,8.96100161214443,NULL
Solar Array,2012,10,13,20,1,8.3,0.8918,0,988.3,10,8.047,4.1,-1.52110622514567,NULL
Solar Array,2012,10,13,21,1,8.9,0.8923,1,986.9,10.6,9.656,4.6,-12.3412981168101,NULL
Solar Array,2012,10,13,22,1,9.4,0.9228,0.3,985.9,10.6,8.047,4.6,-23.1449029034977,NULL
Solar Array,2012,10,13,23,1,10.6,0.9297,0,986.3,11.7,4.828,3.6,-33.5252324953886,NULL
Solar Array,2012,10,13,24,1,12.2,0.9305,3.8,986.3,13.3,4.023,4.1,-42.8930622361862,NULL
Solar Array,2012,10,14,1,1,13.9,0.9314,0.3,985.9,15,8.047,5.1,-50.2918804524899,NULL
Solar Array,2012,10,14,2,1,13.9,0.9314,0.5,985.9,15,4.023,3.6,-54.3218061580138,NULL
Solar Array,2012,10,14,3,1,13.9,0.9682,0.3,985.6,14.4,4.023,3.1,-53.7754297786321,NULL
Solar Array,2012,10,14,4,1,15,0.932,0.5,985.3,16.1,4.828,3.1,-48.8431985496458,NULL
Solar Array,2012,10,14,5,1,15,0.932,0.5,984.9,16.1,3.219,3.1,-40.8894876602621,NULL
Solar Array,2012,10,14,6,1,16,0.9936,1,984.3,16.1,4.828,2.6,-31.2314858666092,NULL
Solar Array,2012,10,14,7,1,16.1,0.9326,0,984.3,17.2,6.437,3.1,-20.7253945188856,NULL
Solar Array,2012,10,14,8,1,16.1,0.898,0.5,983.9,17.8,6.437,3.6,-9.9050039639761,NULL
Solar Array,2012,10,14,9,1,16.7,0.9329,5.1,983.3,17.8,4.023,4.1,0.843081971693834,NULL
Solar Array,2012,10,14,10,1,16.7,0.9329,3,982.3,17.8,2.414,4.1,11.160398567128,2214.5028072
Solar Array,2012,10,14,11,0.9,16.7,0.9329,1.5,981,17.8,2.414,4.6,20.6285820699731,10145.04
Solar Array,2012,10,14,12,1,16.7,0.9041,0.3,979.6,18.3,4.828,5.7,28.6944279447245,17083.4
Solar Array,2012,10,14,13,1,16.7,0.8708,0,978.3,18.9,11.265,6.7,34.6332517837139,6672.2
Solar Array,2012,10,14,14,1,16.1,0.8382,0.3,978,18.9,8.047,7.2,37.6500869638504,17511.02
Solar Array,2012,10,14,15,1,15.6,0.787,0,976.6,19.4,16.093,8.2,37.2129902944868,33010.82
Solar Array,2012,10,14,16,0.25,15.6,0.7307,0,975.3,20.6,16.093,6.7,33.4049039355026,29488.86
Solar Array,2012,10,14,17,1,15.6,0.7307,0,974.3,20.6,16.093,8.2,26.861988797022,12109.18
Solar Array,2012,10,14,18,0.9,14.4,0.6765,0,973.7,20.6,16.093,7.7,18.3832642438279,56179.74
Solar Array,2012,10,14,19,0.9,15,0.7573,0,973,19.4,16.093,5.1,8.65197782114659,11545.88
Solar Array,2012,10,14,20,0.9,13.9,0.7054,0,972,19.4,16.093,5.7,-1.8190200582801,NULL
Solar Array,2012,10,14,21,0.9,13.9,0.7276,1,973,18.9,16.093,9.8,-12.6353542774739,NULL
Solar Array,2012,10,14,22,1,12.8,0.867,0.3,972,15,16.093,5.1,-23.4432731964266,NULL
Solar Array,2012,10,14,23,1,12.8,0.9012,0.5,971.3,14.4,11.265,4.6,-33.8371230258504,NULL
Solar Array,2012,10,14,24,1,12.8,0.9309,1.3,971.3,13.9,6.437,5.7,-43.227778127977,NULL
Solar Array,2012,10,15,1,1,8.9,0.8295,0.5,972.7,11.7,16.093,9.3,-50.6534774501912,NULL
Solar Array,2012,10,15,2,0.9,7.8,0.8011,0,974,11.1,16.093,9.8,-54.6960417592487,NULL
Solar Array,2012,10,15,3,1,7.2,0.8274,0,975.3,10,16.093,6.2,-54.1269209363778,NULL
Solar Array,2012,10,15,4,1,6.1,0.7671,0,976.3,10,16.093,7.2,-49.1473580613162,NULL
Solar Array,2012,10,15,5,1,5.6,0.7714,0,977.3,9.4,16.093,8.2,-41.1491803861812,NULL
Solar Array,2012,10,15,6,1,5,0.7653,0,977.6,8.9,16.093,9.3,-31.4612148340018,NULL
Solar Array,2012,10,15,7,1,4.4,0.7339,0,978.6,8.9,16.093,9.8,-20.9397358961284,NULL
Solar Array,2012,10,15,8,1,5,0.797,0,979.3,8.3,16.093,9.8,-10.1162581198389,NULL
Solar Array,2012,10,15,9,1,5,0.8245,0,980.3,7.8,16.093,7.7,0.624276195967127,NULL
Solar Array,2012,10,15,10,1,5.6,0.8597,0,981.3,7.8,16.093,7.2,10.9241946273041,13949.24
Solar Array,2012,10,15,11,1,5.6,0.7979,0,982,8.9,16.093,6.7,20.3656758890599,34809.14
Solar Array,2012,10,15,12,1,5,0.7399,0,982.9,9.4,16.093,6.2,28.3972191149924,30573.36
Solar Array,2012,10,15,13,1,5,0.7399,0,983.6,9.4,16.093,6.7,34.299390566926,36997.5
Solar Array,2012,10,15,14,1,4.4,0.6816,0,984.3,10,16.093,7.7,37.287465788425,25439.32
Solar Array,2012,10,15,15,1,4.4,0.6548,0,984.6,10.6,16.093,6.2,36.8398940855305,17711.06
Solar Array,2012,10,15,16,1,4.4,0.7096,0,985.3,9.4,16.093,7.7,33.0406346122323,14065.52
Solar Array,2012,10,15,17,1,5,0.7653,0,985.9,8.9,16.093,5.1,26.5173466072166,9169.38
Solar Array,2012,10,15,18,1,3.9,0.7086,0,986.9,8.9,16.093,6.2,18.0598259806246,3160.1
Solar Array,2012,10,15,19,1,3.9,0.7086,0,987.6,8.9,16.093,5.1,8.34595054426556,NULL
Solar Array,2012,10,15,20,1,3.3,0.7073,0,987.6,8.3,16.093,4.1,-2.1137674616872,NULL
Solar Array,2012,10,15,21,1,3.3,0.7073,0,988.3,8.3,16.093,4.1,-12.9260521698714,NULL
Solar Array,2012,10,15,22,1,2.2,0.6542,0,988.6,8.3,16.093,4.6,-23.7381053575759,NULL
Solar Array,2012,10,15,23,1,2.2,0.6542,0,988.9,8.3,16.093,3.1,-34.1453745141943,NULL
Solar Array,2012,10,15,24,1,2.2,0.6542,0,989.3,8.3,16.093,3.1,-43.5589643646221,NULL
Solar Array,2012,10,16,1,1,1.7,0.6531,0,989.9,7.8,16.093,3.1,-51.0120286489455,NULL
Solar Array,2012,10,16,2,1,1.7,0.6531,0,989.9,7.8,16.093,2.6,-55.067955837052,NULL
Solar Array,2012,10,16,3,1,1.7,0.6804,0,989.6,7.2,16.093,1.5,-54.4765123259307,NULL
Solar Array,2012,10,16,4,1,2.2,0.7051,0,990.3,7.2,16.093,1.5,-49.4498666045143,NULL
Solar Array,2012,10,16,5,1,1.7,0.7041,0,990.3,6.7,16.093,0,-41.4076482295863,NULL
Solar Array,2012,10,16,6,0,1.7,0.8554,0,989.6,3.9,16.093,0,-31.6902295923536,NULL
Solar Array,2012,10,16,7,0,1.1,0.8194,0,990.3,3.9,16.093,1.5,-21.1538245950426,NULL
Solar Array,2012,10,16,8,0,1.1,0.8548,0,990.6,3.3,16.093,0,-10.3276170984735,NULL
Solar Array,2012,10,16,9,0,1.1,0.8856,0,990.6,2.8,16.093,0,0.405136264955658,NULL
Solar Array,2012,10,16,10,0.25,2.2,0.8866,0,990.6,3.9,16.093,0,10.6875858136538,63689.14
Solar Array,2012,10,16,11,0,3.3,0.8223,0,990.9,6.1,16.093,1.5,20.1025065194466,70720.92
Solar Array,2012,10,16,12,0,3.9,0.7379,0,990.3,8.3,16.093,3.1,28.1001715745489,112764.1
Solar Array,2012,10,16,13,0,2.8,0.6089,0,989.6,10,16.093,3.6,33.9664180966396,117184.18
Solar Array,2012,10,16,14,0,3.3,0.5862,0,988.9,11.1,16.093,4.6,36.9265996235891,131777.2
Solar Array,2012,10,16,15,0,2.8,0.5059,0,987.3,12.8,16.093,3.1,36.4692299723537,152903.92
Solar Array,2012,10,16,16,0,2.2,0.4692,0,986.3,13.3,16.093,5.7,32.6791333749804,151793.86
Solar Array,2012,10,16,17,0,2.8,0.4559,0,985.6,14.4,16.093,3.1,26.1756054505479,122322.78
Solar Array,2012,10,16,18,0,2.8,0.4559,0,984.9,14.4,16.093,4.1,17.7393859170184,70570.44
Solar Array,2012,10,16,19,0,2.8,0.4559,0,983.9,14.4,16.093,4.1,8.04305159983333,14036.94
Solar Array,2012,10,16,20,0,3.3,0.606,0,982.9,10.6,16.093,3.1,-2.405216924256,NULL
Solar Array,2012,10,16,21,0,3.3,0.606,0,982.9,10.6,16.093,3.6,-13.2132595665121,NULL
Solar Array,2012,10,16,22,0,3.3,0.6792,0,983.3,8.9,16.093,2.1,-24.0292642277147,NULL
Solar Array,2012,10,16,23,1,5,0.7399,0,982.9,9.4,16.093,3.6,-34.4498461345019,NULL
Solar Array,2012,10,16,24,1,4.4,0.6334,0,982.9,11.1,16.093,3.1,-43.8864741311057,NULL
Solar Array,2012,10,17,1,0.5,4.4,0.6548,0,982.6,10.6,16.093,3.6,-51.3673917388232,NULL
Solar Array,2012,10,17,2,1,5,0.6348,0,981.6,11.7,16.093,4.1,-55.4374344097913,NULL
Solar Array,2012,10,17,3,1,5,0.6143,0,981,12.2,16.093,5.1,-54.8241283630511,NULL
Solar Array,2012,10,17,4,0.9,5.6,0.6157,0,980.6,12.8,16.093,4.6,-49.7506819957703,NULL
Solar Array,2012,10,17,5,0.9,6.1,0.663,0,980,12.2,16.093,5.7,-41.6648718282322,NULL
Solar Array,2012,10,17,6,0.5,7.2,0.739,0,979.6,11.7,16.093,5.1,-31.9185203700251,NULL
Solar Array,2012,10,17,7,0.25,7.2,0.7689,0,979.6,11.1,16.093,5.1,-21.3676503812756,NULL
Solar Array,2012,10,17,8,0,7.2,0.739,0,979.3,11.7,16.093,5.1,-10.5390633319617,NULL
Solar Array,2012,10,17,9,0,7.2,0.739,0,979.6,11.7,16.093,5.1,0.185692327031475,NULL
Solar Array,2012,10,17,10,0,7.8,0.7162,0,979.3,12.8,16.093,5.1,10.4506193258804,33369.9
Solar Array,2012,10,17,11,0,8.9,0.6691,0,979.6,15,16.093,5.1,19.8391415767198,82523.96
Solar Array,2012,10,17,12,0,8.9,0.6002,0,979.6,16.7,16.093,7.2,27.8033737331639,123739.42
Solar Array,2012,10,17,13,0,9.4,0.524,0,979,19.4,16.093,6.7,33.6344385473212,167440
Solar Array,2012,10,17,14,0,8.9,0.4704,0,978.3,20.6,16.093,7.2,36.5676002941761,174130.56
Solar Array,2012,10,17,15,0,8.3,0.4223,0,977.6,21.7,16.093,5.7,36.1011144876367,166352.72
Solar Array,2012,10,17,16,0,7.8,0.3818,0,977,22.8,16.093,5.7,32.3205231979367,114154.7
Solar Array,2012,10,17,17,0.9,7.2,0.3556,0,976.6,23.3,16.093,6.7,25.8368937800562,99906.92
Solar Array,2012,10,17,18,0,6.1,0.3398,0,976.3,22.8,16.093,4.6,17.4220747981514,35892.96
Solar Array,2012,10,17,19,0.9,6.7,0.3672,0,976,22.2,16.093,5.7,7.74341175782305,2200.8498804
Solar Array,2012,10,17,20,0.9,7.8,0.4234,0,976,21.1,16.093,4.6,-2.69323813716868,NULL
Solar Array,2012,10,17,21,1,11.7,0.675,NULL,977,17.8,12.875,2.1,-13.4968455611028,NULL
Solar Array,2012,10,17,22,1,11.1,0.6488,0.3,976.6,17.8,16.093,4.6,-24.316615990872,NULL
Solar Array,2012,10,17,23,1,12.2,0.7769,0.5,977,16.1,14.484,7.7,-34.7503981942463,NULL
Solar Array,2012,10,17,24,1,12.8,0.867,0.5,976.6,15,16.093,5.7,-44.2101611025928,NULL
Solar Array,2012,10,18,1,1,12.8,0.867,0,976.3,15,16.093,5.7,-51.7194239382483,NULL
Solar Array,2012,10,18,2,1,12.8,0.867,0.5,976.3,15,16.093,5.7,-55.8043628765691,NULL
Solar Array,2012,10,18,3,1,12.2,0.8336,1.5,976,15,12.875,6.7,-55.169693681933,NULL
Solar Array,2012,10,18,4,1,12.2,0.8336,0.5,974.6,15,16.093,8.2,-50.0497627038542,NULL
Solar Array,2012,10,18,5,1,12.2,0.8336,0.3,973,15,16.093,7.2,-41.9208321530707,NULL
Solar Array,2012,10,18,6,0.5,11.7,0.8066,0,972,15,16.093,6.2,-32.1460771085455,NULL
Solar Array,2012,10,18,7,0.5,11.1,0.7459,0,971,15.6,16.093,6.7,-21.5812021342278,NULL
Solar Array,2012,10,18,8,0.25,10,0.6932,0,970.7,15.6,16.093,6.7,-10.7505778740561,NULL
Solar Array,2012,10,18,9,1,10,0.7204,0,970.3,15,16.093,6.7,-0.0340237285806069,NULL
Solar Array,2012,10,18,10,1,9.4,0.6659,0,970.3,15.6,16.093,7.2,10.2133442999068,NULL
Solar Array,2012,10,18,11,1,8.3,0.8288,3.8,971.7,11.1,11.265,5.1,19.5756505698413,7821.46
Solar Array,2012,10,18,12,1,9.4,0.8927,1.3,972,11.1,12.875,3.1,27.5069155534821,12518.7
Solar Array,2012,10,18,13,1,8.9,0.8631,0.5,973,11.1,9.656,5.1,33.3035570970871,9033.78
Solar Array,2012,10,18,14,1,8.3,0.8288,0,973.7,11.1,16.093,5.7,36.2105801212081,22405.04
Solar Array,2012,10,18,15,1,7.2,0.739,0.3,974.3,11.7,16.093,6.2,35.7356642381503,43420.64
Solar Array,2012,10,18,16,0.9,6.1,0.6374,0,974.6,12.8,16.093,6.7,31.9649266997007,109940.7
Solar Array,2012,10,18,17,0.5,3.3,0.5073,0,975.6,13.3,16.093,6.2,25.5013393417451,44662.54
Solar Array,2012,10,18,18,1,1.7,0.4354,0,976,13.9,16.093,5.1,17.1080224180742,49545.4
Solar Array,2012,10,18,19,0.25,1.7,0.4527,0,976.6,13.3,16.093,5.1,7.44716064712216,7342.68
Solar Array,2012,10,18,20,0.9,3.3,0.5862,0,978,11.1,16.093,5.1,-2.97770210003836,NULL
Solar Array,2012,10,18,21,0,3.9,0.7086,0,978.3,8.9,16.093,1.5,-13.776680687903,NULL
Solar Array,2012,10,18,22,0.25,4.4,0.7643,0,978.3,8.3,16.093,2.1,-24.600028307273,NULL
Solar Array,2012,10,18,23,1,3.9,0.6116,0,979,11.1,16.093,3.1,-35.0468922775397,NULL
Solar Array,2012,10,18,24,0.5,3.3,0.5862,0,980,11.1,16.093,5.7,-44.5298795766969,NULL
Solar Array,2012,10,19,1,0.9,3.9,0.7086,0,980,8.9,16.093,1.5,-52.0679820592215,NULL
Solar Array,2012,10,19,2,1,3.9,0.7086,0,979.3,8.9,16.093,0,-56.1686259974132,NULL
Solar Array,2012,10,19,3,1,4.4,0.7643,0,979.3,8.3,16.093,1.5,-55.5131330931075,NULL
Solar Array,2012,10,19,4,0.9,3.9,0.7634,0,979,7.8,16.093,2.6,-50.3470677870484,NULL
Solar Array,2012,10,19,5,0.9,3.9,0.7954,0,978.6,7.2,16.093,0,-42.175510421741,NULL
Solar Array,2012,10,19,6,1,4.4,0.7907,0,978.6,7.8,16.093,0,-32.3728893693203,NULL
Solar Array,2012,10,19,7,1,3.9,0.7379,0,978.6,8.3,16.093,0,-21.7944677602922,NULL
Solar Array,2012,10,19,8,1,5,0.8245,0,978.3,7.8,16.093,2.1,-10.9621403275891,NULL
Solar Array,2012,10,19,9,1,4.4,0.7643,0,978.3,8.3,16.093,1.5,-0.253978218974169,NULL
Solar Array,2012,10,19,10,1,5.6,0.7979,0,978,8.9,16.093,2.6,9.97581183604474,9486.78
Solar Array,2012,10,19,11,1,6.1,0.7129,0,977.6,11.1,16.093,5.1,19.3121049022285,14635.32
Solar Array,2012,10,19,12,1,5,0.6605,0,978,11.1,16.093,5.1,27.210888529423,23566.36
Solar Array,2012,10,19,13,1,5.6,0.6887,0,977.6,11.1,16.093,3.6,32.9738798951313,16604.68
Solar Array,2012,10,19,14,1,6.1,0.6852,0,977.3,11.7,16.093,5.1,35.8556518851937,39188.62
Solar Array,2012,10,19,15,0.9,7.8,0.745,0.5,976.6,12.2,16.093,3.6,35.3729958621691,19573.46
Solar Array,2012,10,19,16,1,6.1,0.663,0,976.6,12.2,16.093,5.1,31.612466092286,28231.02
Solar Array,2012,10,19,17,1,5,0.6348,0,976.6,11.7,16.093,4.1,25.1690691105064,22823.32
Solar Array,2012,10,19,18,1,5.6,0.6619,0,977,11.7,16.093,2.6,16.7973575401795,23507.08
Solar Array,2012,10,19,19,0.5,5.6,0.6619,0,977,11.7,16.093,0,7.1544266612416,7486.8
Solar Array,2012,10,19,20,0.25,6.1,0.737,0,977.3,10.6,16.093,0,-3.25848122881206,NULL
Solar Array,2012,10,19,21,1,6.7,0.7995,0,977.6,10,16.093,2.1,-14.0526370432747,NULL
Solar Array,2012,10,19,22,1,6.7,0.8608,0.5,978,8.9,9.656,3.6,-24.8793704493344,NULL
Solar Array,2012,10,19,23,1,6.7,0.8965,0.8,978,8.3,11.265,2.6,-35.3391913931174,NULL
Solar Array,2012,10,19,24,1,6.7,0.8965,0.5,978,8.3,16.093,0,-44.8454846129027,NULL
Solar Array,2012,10,20,1,1,6.7,0.8965,0.3,977.6,8.3,12.875,1.5,-52.4129225794819,NULL
Solar Array,2012,10,20,2,1,6.7,0.8965,1.3,977.6,8.3,11.265,1.5,-56.5301078742291,NULL
Solar Array,2012,10,20,3,1,6.7,0.9275,0.5,977.6,7.8,16.093,0,-55.8543715383671,NULL
Solar Array,2012,10,20,4,1,6.7,0.8965,0.3,978,8.3,12.875,0,-50.642556826702,NULL
Solar Array,2012,10,20,5,1,6.7,0.8965,0.3,978,8.3,12.875,0,-42.4288880093518,NULL
