Location,Year,Month,Day,Hour,Cloud_Cover_Fraction,Dew_Point,Humidity_Fraction,Precipitation,Pressure,Temperature,Visibility,Wind_Speed
Solar Array,2012,7,29,12,0,16.7,0.5796,0,995.6,25.6,16.093,2.1
Solar Array,2012,7,29,13,0.5,12.8,0.4103,0,995.2,27.2,16.093,4.1
Solar Array,2012,7,29,14,0.5,13.3,0.4239,0,994.2,27.2,16.093,1.5
Solar Array,2012,7,29,15,0.5,13.9,0.4256,0,993.9,27.8,16.093,3.1
Solar Array,2012,7,29,16,0.25,13.3,0.4365,0,993.6,26.7,16.093,3.1
Solar Array,2012,7,29,17,0,13.9,0.4256,0,993.2,27.8,16.093,2.6
Solar Array,2012,7,29,18,0,13.3,0.4239,0,992.9,27.2,16.093,2.6
Solar Array,2012,7,29,19,0,13.9,0.4539,0,992.6,26.7,16.093,1.5
Solar Array,2012,7,29,20,0,13.9,0.4702,0,992.6,26.1,16.093,1.5
Solar Array,2012,7,29,21,0,15,0.5584,0,992.6,24.4,16.093,0
Solar Array,2012,7,29,22,0,15,0.6376,0,992.2,22.2,16.093,0
Solar Array,2012,7,29,23,0,16.1,0.7544,0,992.9,20.6,16.093,0
Solar Array,2012,7,30,0,0,15.6,0.7307,0,992.6,20.6,16.093,0
Solar Array,2012,7,30,1,0,15.6,0.7583,0,992.6,20,16.093,2.1
Solar Array,2012,7,30,2,0,15.6,0.787,0,992.6,19.4,16.093,0
Solar Array,2012,7,30,3,0.5,15.6,0.7583,0,992.2,20,16.093,2.6
Solar Array,2012,7,30,4,0,15.6,0.8429,0,991.9,18.3,16.093,2.1
Solar Array,2012,7,30,5,0,15.6,0.8697,0,991.9,17.8,16.093,0
Solar Array,2012,7,30,6,0,15,0.8111,0,991.9,18.3,16.093,0
Solar Array,2012,7,30,7,0,15,0.8369,0,991.9,17.8,16.093,1.5
Solar Array,2012,7,30,8,0,16.1,0.8382,0,992.2,18.9,16.093,1.5
Solar Array,2012,7,30,9,0,16.7,0.7601,0,992.6,21.1,16.093,2.6
Solar Array,2012,7,30,10,0.25,16.7,0.6414,0,992.2,23.9,16.093,3.1
Solar Array,2012,7,30,11,0,16.7,0.5627,0,991.9,26.1,16.093,2.1
Solar Array,2012,7,30,12,0,15.6,0.4749,0,991.6,27.8,16.093,2.1
Solar Array,2012,7,30,13,0,15,0.4287,0,991.2,28.9,16.093,4.1
Solar Array,2012,7,30,14,0.25,15,0.4165,0,990.9,29.4,16.093,2.6
Solar Array,2012,7,30,15,0.25,15,0.4024,0,990.3,30,16.093,2.6
Solar Array,2012,7,30,16,0,14.4,0.4007,0,989.6,29.4,16.093,2.6
Solar Array,2012,7,30,17,0,14.4,0.3871,0,988.9,30,16.093,3.1
Solar Array,2012,7,30,18,0,15,0.4024,0,988.6,30,16.093,5.1
Solar Array,2012,7,30,19,0,16.1,0.4318,0,987.9,30,16.093,4.6
Solar Array,2012,7,30,20,0,16.7,0.4778,0,987.6,28.9,16.093,2.1
Solar Array,2012,7,30,21,0,17.2,0.5257,0,988.3,27.8,16.093,0
Solar Array,2012,7,30,22,0,17.2,0.5808,0,987.9,26.1,16.093,3.1
Solar Array,2012,7,30,23,0,17.2,0.6199,0,987.6,25,16.093,3.1
Solar Array,2012,7,31,0,0,17.8,0.6672,0,987.3,24.4,16.093,2.1
Solar Array,2012,7,31,1,0,17.8,0.6672,0,987.6,24.4,16.093,2.1
Solar Array,2012,7,31,2,1,16.7,0.7601,0.3,988.9,21.1,16.093,8.2
Solar Array,2012,7,31,3,1,17.2,0.8988,11.2,989.9,18.9,9.656,5.1
Solar Array,2012,7,31,4,1,16.7,0.8441,2.5,987.9,19.4,16.093,2.6
Solar Array,2012,7,31,5,0.25,17.2,0.8988,0.8,986.3,18.9,16.093,1.5
Solar Array,2012,7,31,6,0,16.7,0.9041,0,986.6,18.3,16.093,2.6
Solar Array,2012,7,31,7,0,16.1,0.898,0,987.3,17.8,16.093,0
Solar Array,2012,7,31,8,0.9,16.7,0.9041,0,987.6,18.3,16.093,1.5
Solar Array,2012,7,31,9,0,16.7,0.8133,0,987.6,20,16.093,3.6
Solar Array,2012,7,31,10,0.5,17.2,0.7562,0,987.9,21.7,16.093,4.1
Solar Array,2012,7,31,11,0.25,18.3,0.7094,0,987.6,23.9,16.093,3.6
Solar Array,2012,7,31,12,0.5,18.3,0.6885,0,987.9,24.4,16.093,2.6
Solar Array,2012,7,31,13,0.9,18.9,0.6656,0,987.9,25.6,16.093,1.5
Solar Array,2012,7,31,14,0.9,18.3,0.6224,0,987.9,26.1,16.093,2.6
Solar Array,2012,7,31,15,0.5,18.3,0.5634,0,987.6,27.8,16.093,4.1
Solar Array,2012,7,31,16,0.25,17.2,0.5106,0,987.9,28.3,16.093,5.7
Solar Array,2012,7,31,17,0.25,16.7,0.4947,0,987.9,28.3,16.093,4.1
Solar Array,2012,7,31,18,0,17.2,0.5106,0,987.9,28.3,16.093,5.1
Solar Array,2012,7,31,19,0,16.7,0.5093,0,987.9,27.8,16.093,3.6
Solar Array,2012,7,31,20,0,16.1,0.5416,0,987.9,26.1,16.093,4.1
Solar Array,2012,7,31,21,0,16.1,0.6174,0,987.9,23.9,16.093,4.1
Solar Array,2012,7,31,22,0,16.1,0.6597,0,988.6,22.8,16.093,3.6
Solar Array,2012,7,31,23,0,15.6,0.6831,0,989.6,21.7,16.093,5.1
Solar Array,2012,8,1,0,0,15.6,0.787,0,989.3,19.4,16.093,3.1
Solar Array,2012,8,1,1,0,15,0.7812,0,989.6,18.9,16.093,3.1
Solar Array,2012,8,1,2,0,15,0.8369,0,989.6,17.8,16.093,2.6
Solar Array,2012,8,1,3,0,15,0.8692,0,989.9,17.2,16.093,3.1
Solar Array,2012,8,1,4,0,15,0.8692,0,989.6,17.2,16.093,3.1
Solar Array,2012,8,1,5,0,15,0.8971,0,989.6,16.7,16.093,2.6
Solar Array,2012,8,1,6,0,14.4,0.8967,0,989.9,16.1,16.093,2.6
Solar Array,2012,8,1,7,0,14.4,0.8967,0,989.9,16.1,16.093,1.5
Solar Array,2012,8,1,8,0,15.6,0.8697,0,990.3,17.8,16.093,1.5
Solar Array,2012,8,1,9,0,16.1,0.7829,0,990.3,20,16.093,2.1
Solar Array,2012,8,1,10,0,15,0.6573,0,990.6,21.7,16.093,3.6
Solar Array,2012,8,1,11,0,13.9,0.5727,0,990.6,22.8,16.093,1.5
Solar Array,2012,8,1,12,0,15,0.5754,0,990.6,23.9,16.093,2.1
Solar Array,2012,8,1,13,0,14.4,0.5184,0,990.3,25,16.093,0
Solar Array,2012,8,1,14,0,12.8,0.4508,0,989.9,25.6,16.093,2.6
Solar Array,2012,8,1,15,0,9.4,0.3372,0,989.3,26.7,16.093,2.6
Solar Array,2012,8,1,16,0,8.3,0.304,0,989.3,27.2,16.093,1.5
Solar Array,2012,8,1,17,0,11.7,0.3685,0,988.9,27.8,16.093,3.1
Solar Array,2012,8,1,18,0,13.3,0.4093,0,988.6,27.8,16.093,3.6
Solar Array,2012,8,1,19,0,13.9,0.4408,0,988.6,27.2,16.093,3.1
Solar Array,2012,8,1,20,0,15.6,0.5246,0,988.3,26.1,16.093,2.1
Solar Array,2012,8,1,21,0,15.6,0.5803,0,987.9,24.4,16.093,2.1
Solar Array,2012,8,1,22,0,15.6,0.6199,0,987.9,23.3,16.093,2.6
Solar Array,2012,8,1,23,0,15,0.6573,0,987.3,21.7,16.093,3.1
Solar Array,2012,8,2,0,0,14.4,0.6324,0,987.6,21.7,16.093,3.1
Solar Array,2012,8,2,1,0,15,0.7296,0,987.6,20,16.093,3.1
Solar Array,2012,8,2,2,0,15,0.7573,0,987.6,19.4,16.093,2.1
Solar Array,2012,8,2,3,0,15,0.7296,0,987.6,20,16.093,2.6
Solar Array,2012,8,2,4,0,15,0.7573,0,987.6,19.4,16.093,3.6
Solar Array,2012,8,2,5,0,14.4,0.702,0,986.9,20,16.093,3.6
Solar Array,2012,8,2,6,0.25,14.4,0.702,0,986.9,20,16.093,3.1
Solar Array,2012,8,2,7,0.9,14.4,0.702,0,986.9,20,16.093,4.1
Solar Array,2012,8,2,8,0.9,15.6,0.787,,988.6,19.4,14.484,4.1
Solar Array,2012,8,2,9,0.9,17.2,0.8988,1,987.3,18.9,14.484,2.1
Solar Array,2012,8,2,10,0.5,16.7,0.8133,0.5,986.3,20,16.093,4.1
Solar Array,2012,8,2,11,0,17.8,0.7854,0,986.9,21.7,16.093,6.7
Solar Array,2012,8,2,12,0,18.9,0.6656,0,987.6,25.6,16.093,6.2
Solar Array,2012,8,2,13,0,18.9,0.6058,0,986.9,27.2,16.093,5.7
Solar Array,2012,8,2,14,0,19.4,0.6249,0,987.3,27.2,16.093,6.2
Solar Array,2012,8,2,15,0,20.6,0.6499,0,987.3,27.8,16.093,4.6
Solar Array,2012,8,2,16,0,21.1,0.6701,0,987.3,27.8,16.093,4.1
Solar Array,2012,8,2,17,0,20.6,0.6312,0,987.3,28.3,16.093,3.6
Solar Array,2012,8,2,18,0.5,21.1,0.6701,0,986.9,27.8,16.093,1.5
Solar Array,2012,8,2,19,0,21.7,0.6752,0,986.6,28.3,16.093,3.6
Solar Array,2012,8,2,20,0,21.7,0.7199,0,986.9,27.2,16.093,1.5
Solar Array,2012,8,2,21,0,18.9,0.6656,0,987.3,25.6,16.093,2.6
Solar Array,2012,8,2,22,0,19.4,0.7598,0,987.6,23.9,16.093,2.1
Solar Array,2012,8,2,23,0,20,0.8176,0,987.9,23.3,16.093,1.5
Solar Array,2012,8,3,0,0,18.3,0.758,0,988.3,22.8,16.093,2.1
Solar Array,2012,8,3,1,0,18.3,0.7861,0,988.6,22.2,16.093,1.5
Solar Array,2012,8,3,2,0.5,18.3,0.7861,0,988.6,22.2,16.093,0
Solar Array,2012,8,3,3,0.25,18.3,0.8104,0,988.6,21.7,16.093,
Solar Array,2012,8,3,4,0.5,18.3,0.8104,0,989.3,21.7,16.093,0
Solar Array,2012,8,3,5,0,18.9,0.8728,0,989.3,21.1,16.093,0
Solar Array,2012,8,3,6,0.25,18.3,0.8669,0,989.3,20.6,16.093,0
Solar Array,2012,8,3,7,0,18.3,0.8996,0,989.3,20,16.093,1.5
Solar Array,2012,8,3,8,0.5,18.9,0.8728,0,990.3,21.1,16.093,2.1
Solar Array,2012,8,3,9,0,20.6,0.8183,0,990.3,23.9,16.093,3.1
Solar Array,2012,8,3,10,0,18.9,0.6897,0,990.6,25,16.093,5.1
Solar Array,2012,8,3,11,0,19.4,0.6666,0,990.9,26.1,16.093,3.6
Solar Array,2012,8,3,12,0,20.6,0.673,0,990.9,27.2,16.093,3.6
Solar Array,2012,8,3,13,0,21.1,0.6509,0,990.9,28.3,16.093,3.6
Solar Array,2012,8,3,14,0,22.2,0.6961,0,990.9,28.3,16.093,5.1
Solar Array,2012,8,3,15,0,22.2,0.6961,0,990.6,28.3,16.093,5.1
Solar Array,2012,8,3,16,0,21.7,0.7199,0,990.6,27.2,16.093,5.7
Solar Array,2012,8,3,17,0,21.7,0.7199,0,990.6,27.2,16.093,6.7
Solar Array,2012,8,3,18,0,21.1,0.7403,0,989.9,26.1,16.093,6.7
Solar Array,2012,8,3,19,0,20.6,0.7663,0,990.3,25,16.093,5.7
Solar Array,2012,8,3,20,0,20,0.7886,0,990.6,23.9,16.093,5.7
Solar Array,2012,8,3,21,0,20.6,0.8744,0,990.6,22.8,16.093,5.7
Solar Array,2012,8,3,22,0,20.6,0.9068,0,990.6,22.2,16.093,3.6
Solar Array,2012,8,3,23,0,20.6,0.9068,0,990.6,22.2,16.093,2.1
Solar Array,2012,8,4,0,0,19.4,0.842,0,990.9,22.2,16.093,3.1
Solar Array,2012,8,4,1,0,19.4,0.868,0,991.2,21.7,16.093,2.1
Solar Array,2012,8,4,2,0,18.9,0.8728,0,990.6,21.1,16.093,2.1
Solar Array,2012,8,4,3,0,18.3,0.8996,0,990.9,20,16.093,2.1
Solar Array,2012,8,4,4,0,18.3,0.8996,0,990.6,20,14.484,1.5
Solar Array,2012,8,4,5,0,18.3,0.8996,0,990.3,20,14.484,0
Solar Array,2012,8,4,6,0,18.3,0.8669,0,990.3,20.6,16.093,0
Solar Array,2012,8,4,7,0,18.3,0.8996,0,990.6,20,8.047,0
Solar Array,2012,8,4,8,0,19.4,0.868,0,990.9,21.7,9.656,0
Solar Array,2012,8,4,9,0,20,0.8176,0,990.9,23.3,12.875,1.5
Solar Array,2012,8,4,10,0,20.6,0.7179,0,990.6,26.1,14.484,3.6
Solar Array,2012,8,4,11,0,21.1,0.6509,0,989.9,28.3,16.093,1.5
Solar Array,2012,8,4,12,0,20.6,0.5723,0,989.9,30,16.093,2.6
Solar Array,2012,8,4,13,0,20.6,0.5375,0,989.6,31.1,16.093,4.1
Solar Array,2012,8,4,14,0,20,0.5006,0,988.9,31.7,16.093,4.1
Solar Array,2012,8,4,15,0.25,20.6,0.5195,0,988.3,31.7,16.093,4.6
Solar Array,2012,8,4,16,0.25,20.6,0.5195,0,987.6,31.7,16.093,4.6
Solar Array,2012,8,4,17,0.25,21.1,0.5357,0,986.6,31.7,16.093,5.1
Solar Array,2012,8,4,18,0,20,0.518,0,986.6,31.1,16.093,4.1
Solar Array,2012,8,4,19,0,21.1,0.5901,0,986.9,30,16.093,2.1
Solar Array,2012,8,4,20,0.25,22.8,0.6973,0,986.6,28.9,16.093,1.5
Solar Array,2012,8,4,21,0,22.2,0.7422,0,985.3,27.2,14.484,1.5
Solar Array,2012,8,4,22,0,22.2,0.7643,0,985.3,26.7,14.484,2.1
Solar Array,2012,8,4,23,0.25,21.7,0.6952,0,985.3,27.8,16.093,3.1
Solar Array,2012,8,5,0,1,22.2,0.7643,0,985.9,26.7,14.484,4.1
Solar Array,2012,8,5,1,0.9,20.6,0.8484,0,985.6,23.3,16.093,2.1
Solar Array,2012,8,5,2,0.25,20.6,0.8744,0,985.6,22.8,16.093,4.6
Solar Array,2012,8,5,3,0.9,21.1,0.8748,0,985.3,23.3,16.093,6.7
Solar Array,2012,8,5,4,0.9,21.1,0.8748,0,985.6,23.3,12.875,6.2
Solar Array,2012,8,5,5,1,21.1,0.9017,0,985.3,22.8,12.875,5.1
Solar Array,2012,8,5,6,0.9,21.1,0.9017,0,985.9,22.8,11.265,5.7
Solar Array,2012,8,5,7,1,21.7,0.9354,3.3,986.9,22.8,4.828,4.6
Solar Array,2012,8,5,8,0.5,21.1,0.9017,0,987.3,22.8,8.047,5.1
Solar Array,2012,8,5,9,0,20.6,0.8744,0,988.6,22.8,12.875,5.7
Solar Array,2012,8,5,10,0,18.3,0.7355,0,988.9,23.3,16.093,6.2
Solar Array,2012,8,5,11,0,17.8,0.6438,0,988.9,25,16.093,6.2
Solar Array,2012,8,5,12,0.9,16.7,0.6006,0,989.3,25,16.093,6.2
Solar Array,2012,8,5,13,0.5,16.1,0.5077,0,989.3,27.2,16.093,8.8
Solar Array,2012,8,5,14,0.25,14.4,0.4857,0,989.6,26.1,16.093,8.8
Solar Array,2012,8,5,15,0.25,13.3,0.4239,0,990.3,27.2,16.093,8.8
Solar Array,2012,8,5,16,0,12.8,0.4103,0,990.9,27.2,16.093,6.7
Solar Array,2012,8,5,17,0,11.1,0.3777,0,991.2,26.7,16.093,5.7
Solar Array,2012,8,5,18,0,10,0.3746,0,991.9,25.6,16.093,7.7
Solar Array,2012,8,5,19,0,11.1,0.4177,0,992.2,25,16.093,5.1
Solar Array,2012,8,5,20,0,11.1,0.4766,0,992.9,22.8,16.093,6.2
Solar Array,2012,8,5,21,0,11.1,0.5656,0,993.9,20,16.093,3.1
Solar Array,2012,8,5,22,0,10.6,0.5678,0,995.2,19.4,16.093,2.6
Solar Array,2012,8,5,23,0,10.6,0.6082,0,996.2,18.3,16.093,0
Solar Array,2012,8,6,0,0,11.7,0.7236,0,996.6,16.7,16.093,3.1
Solar Array,2012,8,6,1,0,11.1,0.7225,0,996.6,16.1,16.093,2.1
Solar Array,2012,8,6,2,0,11.1,0.7225,0,996.6,16.1,16.093,2.6
Solar Array,2012,8,6,3,0,11.1,0.8057,0,996.6,14.4,16.093,2.1
Solar Array,2012,8,6,4,0,11.1,0.8322,0,996.6,13.9,16.093,2.1
Solar Array,2012,8,6,5,0,11.1,0.8322,0,996.9,13.9,16.093,0
Solar Array,2012,8,6,6,0,11.1,0.8322,0,996.9,13.9,16.093,0
Solar Array,2012,8,6,7,0,11.1,0.8653,0,996.9,13.3,16.093,1.5
Solar Array,2012,8,6,8,0,12.2,0.8336,0,996.9,15,16.093,0
Solar Array,2012,8,6,9,0,12.8,0.7536,0,997.2,17.2,16.093,2.1
Solar Array,2012,8,6,10,0,13.3,0.6299,0,997.2,20.6,16.093,3.1
Solar Array,2012,8,6,11,0,12.8,0.5331,0,997.2,22.8,16.093,2.6
Solar Array,2012,8,6,12,0,11.7,0.4504,0,996.9,24.4,16.093,4.1
Solar Array,2012,8,6,13,0,10.6,0.404,0,995.9,25,16.093,4.1
Solar Array,2012,8,6,14,0,11.1,0.4031,0,995.6,25.6,16.093,4.1
Solar Array,2012,8,6,15,0,10.6,0.3785,0,994.9,26.1,16.093,5.1
Solar Array,2012,8,6,16,0,12.2,0.4062,0,993.9,26.7,16.093,4.6
Solar Array,2012,8,6,17,0,11.7,0.393,0,993.6,26.7,16.093,6.2
Solar Array,2012,8,6,18,0,12.2,0.4062,0,992.9,26.7,16.093,6.2
Solar Array,2012,8,6,19,0,12.2,0.4062,0,992.6,26.7,16.093,4.1
Solar Array,2012,8,6,20,0,12.2,0.4334,0,991.9,25.6,16.093,2.6
Solar Array,2012,8,6,21,0,13.9,0.5727,0,991.9,22.8,16.093,2.6
Solar Array,2012,8,6,22,0,13.9,0.6122,0,992.2,21.7,16.093,2.6
Solar Array,2012,8,6,23,0,14.4,0.6765,0,992.2,20.6,16.093,2.1
Solar Array,2012,8,7,0,0,13.9,0.7554,0,991.9,18.3,16.093,2.6
Solar Array,2012,8,7,1,0,13.9,0.8096,0,991.6,17.2,16.093,2.6
Solar Array,2012,8,7,2,0,13.3,0.8349,0,991.2,16.1,16.093,2.6
Solar Array,2012,8,7,3,0,12.8,0.8081,0,991.2,16.1,16.093,1.5
Solar Array,2012,8,7,4,0,12.8,0.8343,0,990.9,15.6,16.093,2.1
Solar Array,2012,8,7,5,0,12.2,0.8336,0,990.9,15,16.093,2.1
Solar Array,2012,8,7,6,0,11.7,0.8066,0,990.6,15,16.093,2.6
Solar Array,2012,8,7,7,0,11.7,0.8066,0,990.9,15,16.093,2.1
Solar Array,2012,8,7,8,0,12.2,0.7478,0,990.6,16.7,16.093,3.6
Solar Array,2012,8,7,9,0,13.3,0.6998,0,990.6,18.9,16.093,4.1
Solar Array,2012,8,7,10,0,16.1,0.6841,0,990.3,22.2,16.093,4.1
Solar Array,2012,8,7,11,0,17.2,0.5982,0,990.3,25.6,16.093,3.6
Solar Array,2012,8,7,12,0,16.7,0.5432,0,989.9,26.7,16.093,6.2
Solar Array,2012,8,7,13,0,16.1,0.4903,0,989.6,27.8,16.093,5.7
Solar Array,2012,8,7,14,0,16.1,0.46,0,989.3,28.9,16.093,5.7
Solar Array,2012,8,7,15,0,16.7,0.4643,0,988.9,29.4,16.093,4.6
Solar Array,2012,8,7,16,0.25,16.7,0.4778,0,988.6,28.9,16.093,4.1
Solar Array,2012,8,7,17,0.9,17.2,0.4348,0,988.3,31.1,16.093,6.7
Solar Array,2012,8,7,18,1,16.1,0.5228,0,987.9,26.7,16.093,2.1
Solar Array,2012,8,7,19,0,17.2,0.4792,0,987.9,29.4,16.093,4.6
Solar Array,2012,8,7,20,1,19.4,0.7374,0,988.9,24.4,16.093,3.1
Solar Array,2012,8,7,21,1,20,0.8426,0.3,988.9,22.8,16.093,0
Solar Array,2012,8,7,22,1,19.4,0.8119,0.3,989.6,22.8,16.093,2.1
Solar Array,2012,8,7,23,0.5,19.4,0.842,0.3,989.9,22.2,16.093,3.1
Solar Array,2012,8,8,0,0,17.2,0.7845,0,990.3,21.1,16.093,4.1
Solar Array,2012,8,8,1,0,16.1,0.8125,0,990.3,19.4,16.093,3.6
Solar Array,2012,8,8,2,0,15.6,0.8119,0,990.9,18.9,16.093,2.6
Solar Array,2012,8,8,3,0,14.4,0.7803,0,990.6,18.3,16.093,3.6
Solar Array,2012,8,8,4,0.5,14.4,0.8052,0,990.6,17.8,16.093,2.6
Solar Array,2012,8,8,5,0,13.9,0.8356,0,990.9,16.7,16.093,2.1
Solar Array,2012,8,8,6,0,13.3,0.8349,0,991.2,16.1,16.093,0
Solar Array,2012,8,8,7,0,13.3,0.862,0,991.6,15.6,16.093,1.5
Solar Array,2012,8,8,8,0,13.9,0.8096,0,991.9,17.2,16.093,1.5
Solar Array,2012,8,8,9,0,13.9,0.7276,0.3,992.2,18.9,16.093,3.6
Solar Array,2012,8,8,10,0,13.9,0.6549,0,992.2,20.6,16.093,3.6
Solar Array,2012,8,8,11,0,12.8,0.5331,0,992.2,22.8,16.093,2.6
Solar Array,2012,8,8,12,0,13.3,0.5154,0,992.2,23.9,16.093,2.1
Solar Array,2012,8,8,13,0,13.3,0.4827,0,992.2,25,16.093,0
Solar Array,2012,8,8,14,0,12.2,0.4208,0,991.9,26.1,16.093,3.6
Solar Array,2012,8,8,15,0,12.8,0.4225,0,991.9,26.7,16.093,1.5
Solar Array,2012,8,8,16,0,12.8,0.4103,0,991.6,27.2,16.093,4.1
Solar Array,2012,8,8,17,0,12.2,0.3945,0,991.2,27.2,16.093,1.5
Solar Array,2012,8,8,18,0,12.8,0.4377,0,990.9,26.1,16.093,3.1
Solar Array,2012,8,8,19,0,15,0.5199,0,990.9,25.6,16.093,1.5
Solar Array,2012,8,8,20,0,15,0.5584,0,990.9,24.4,16.093,2.1
Solar Array,2012,8,8,21,0,17.8,0.8147,0,991.2,21.1,16.093,4.1
Solar Array,2012,8,8,22,0,18.3,0.8669,0,991.6,20.6,16.093,1.5
Solar Array,2012,8,8,23,1,18.3,0.8407,0,991.6,21.1,16.093,2.1
Solar Array,2012,8,9,0,1,18.3,0.8996,0.5,991.6,20,12.875,2.1
Solar Array,2012,8,9,1,1,17.8,0.9048,0.8,991.6,19.4,12.875,3.6
Solar Array,2012,8,9,2,1,17.2,0.8988,0.5,990.9,18.9,12.875,3.6
Solar Array,2012,8,9,3,1,17.2,0.8988,0.5,990.6,18.9,14.484,3.1
Solar Array,2012,8,9,4,1,17.2,0.8988,0.8,990.9,18.9,16.093,1.5
Solar Array,2012,8,9,5,1,17.2,0.8988,0.5,991.2,18.9,12.875,0
Solar Array,2012,8,9,6,1,17.2,0.8988,1.5,991.6,18.9,8.047,0
Solar Array,2012,8,9,7,1,17.2,0.9331,0.5,991.2,18.3,11.265,1.5
Solar Array,2012,8,9,8,1,17.2,0.9331,0.3,990.9,18.3,9.656,2.1
Solar Array,2012,8,9,9,1,17.2,0.9331,0,991.2,18.3,11.265,3.6
Solar Array,2012,8,9,10,1,17.2,0.9331,0,990.9,18.3,16.093,3.6
Solar Array,2012,8,9,11,1,16.7,0.9041,0.8,990.9,18.3,3.219,3.6
Solar Array,2012,8,9,12,1,16.7,0.9041,1.5,990.6,18.3,14.484,3.1
Solar Array,2012,8,9,13,1,17.2,0.8988,0,989.9,18.9,16.093,2.6
Solar Array,2012,8,9,14,1,16.1,0.8382,0,989.6,18.9,16.093,4.1
Solar Array,2012,8,9,15,1,16.7,0.7838,0.5,989.3,20.6,16.093,5.1
Solar Array,2012,8,9,16,1,16.7,0.8708,0,989.3,18.9,16.093,5.1
Solar Array,2012,8,9,17,1,16.7,0.9041,3,988.9,18.3,4.023,3.1
Solar Array,2012,8,9,18,1,15.6,0.9033,7.4,988.9,17.2,3.219,5.7
Solar Array,2012,8,9,19,1,16.1,0.898,2.8,988.6,17.8,16.093,6.2
Solar Array,2012,8,9,20,1,15.6,0.9033,2.5,988.9,17.2,8.047,2.6
Solar Array,2012,8,9,21,1,15.6,0.9033,1,988.6,17.2,16.093,5.7
Solar Array,2012,8,9,22,1,15,0.8971,0,988.6,16.7,16.093,4.1
Solar Array,2012,8,9,23,1,15,0.8692,1,988.3,17.2,14.484,3.6
Solar Array,2012,8,10,0,1,16.7,0.9329,2,987.6,17.8,16.093,0
Solar Array,2012,8,10,1,1,16.1,0.898,0.8,986.6,17.8,16.093,2.6
Solar Array,2012,8,10,2,1,16.1,0.8702,10.9,986.3,18.3,1.609,4.6
Solar Array,2012,8,10,3,1,15.6,0.9323,25.9,985.3,16.7,4.828,3.6
Solar Array,2012,8,10,4,1,16.1,0.9326,5.1,984.3,17.2,4.023,7.2
Solar Array,2012,8,10,5,1,16.1,0.9326,11.4,983.9,17.2,3.219,6.2
Solar Array,2012,8,10,6,1,15.6,0.9323,15,983.6,16.7,2.816,6.7
Solar Array,2012,8,10,7,1,15,0.938,22.1,983.6,16,1.207,6.7
Solar Array,2012,8,10,8,1,15,0.938,23.6,,16,1.609,9.8
Solar Array,2012,8,10,9,1,14.4,0.8967,19.6,982.9,16.1,1.609,8.8
Solar Array,2012,8,10,10,1,14.4,0.9258,7.4,982.3,15.6,1.207,11.3
Solar Array,2012,8,10,11,1,13.9,0.8963,1.3,982.6,15.6,2.414,10.8
Solar Array,2012,8,10,12,1,13.9,0.8963,4.1,982.9,15.6,2.414,11.3
Solar Array,2012,8,10,13,1,13.9,0.8963,4.3,982.9,15.6,11.265,9.3
Solar Array,2012,8,10,14,1,13.3,0.8958,1,982.9,15,4.023,9.3
Solar Array,2012,8,10,15,1,13.3,0.8958,8.1,983.6,15,4.023,8.8
Solar Array,2012,8,10,16,1,13.9,0.8963,3.6,983.3,15.6,3.219,9.8
Solar Array,2012,8,10,17,1,13.9,0.8963,3.6,983.3,15.6,4.828,8.2
Solar Array,2012,8,10,18,1,13.9,0.8681,1,983.6,16.1,12.875,9.3
Solar Array,2012,8,10,19,1,13.9,0.8963,0.5,983.9,15.6,16.093,7.7
Solar Array,2012,8,10,20,1,13.9,0.8963,1.5,984.6,15.6,12.875,7.7
Solar Array,2012,8,10,21,1,13.9,0.8963,1.5,984.6,15.6,16.093,7.2
Solar Array,2012,8,10,22,1,13.9,0.8963,0.8,984.3,15.6,16.093,8.2
Solar Array,2012,8,10,23,1,13.9,0.8963,0.8,983.6,15.6,16.093,7.7
Solar Array,2012,8,11,0,1,13.3,0.862,1.3,983.3,15.6,16.093,8.8
Solar Array,2012,8,11,1,1,13.3,0.8958,1.8,982.6,15,8.047,7.7
Solar Array,2012,8,11,2,1,13.9,0.9314,0.3,982.6,15,16.093,7.2
Solar Array,2012,8,11,3,1,13.9,0.8963,0,982.3,15.6,16.093,7.7
Solar Array,2012,8,11,4,1,13.9,0.8681,0,982.3,16.1,16.093,7.7
Solar Array,2012,8,11,5,1,14.4,0.8967,,982.6,16.1,12.875,7.7
Solar Array,2012,8,11,6,1,14.4,0.8967,2.5,982.9,16.1,9.656,6.2
Solar Array,2012,8,11,7,1,14.4,0.8967,1.5,983.6,16.1,16.093,7.2
Solar Array,2012,8,11,8,1,14.4,0.8967,0,984.3,16.1,16.093,6.2
Solar Array,2012,8,11,9,1,15,0.932,0.8,984.6,16.1,11.265,6.2
Solar Array,2012,8,11,10,1,15.6,0.9033,0,984.9,17.2,16.093,7.2
Solar Array,2012,8,11,11,1,15,0.8692,0,985.9,17.2,16.093,5.7
Solar Array,2012,8,11,12,1,15,0.8111,0.8,986.3,18.3,16.093,8.8
Solar Array,2012,8,11,13,1,15,0.8111,0,986.3,18.3,16.093,6.2
Solar Array,2012,8,11,14,1,14.4,0.7286,0,986.6,19.4,16.093,7.2
Solar Array,2012,8,11,15,0.9,14,0.6592,0,986.9,20.6,16.093,7.2
Solar Array,2012,8,11,16,1,13.9,0.6796,0,987.3,20,16.093,5.7
