Location,Day,Month,Year,Hour,Wind_Speed,Electricity_KW_HR
Wind Farm,29,12,2011,6,8.3,25404
Wind Farm,29,12,2011,7,8.2,24808
Wind Farm,29,12,2011,8,8.5,25620
Wind Farm,29,12,2011,9,8.3,23772
Wind Farm,29,12,2011,10,9.1,31836
Wind Farm,29,12,2011,11,9.3,33256
Wind Farm,29,12,2011,12,9.1,30796
Wind Farm,29,12,2011,13,10.2,39748
Wind Farm,29,12,2011,14,10.4,41688
Wind Farm,29,12,2011,15,11.3,47740
Wind Farm,29,12,2011,16,10.6,43912
Wind Farm,29,12,2011,17,9.8,37228
Wind Farm,29,12,2011,18,10.0,38616
Wind Farm,29,12,2011,19,10.8,45408
Wind Farm,29,12,2011,20,11.4,47208
Wind Farm,29,12,2011,21,11.5,48620
Wind Farm,29,12,2011,22,13.5,46732
Wind Farm,29,12,2011,23,12.7,48636
Wind Farm,29,12,2011,24,9.6,34932
Wind Farm,30,12,2011,1,11.2,48460
Wind Farm,30,12,2011,2,11.7,45984
Wind Farm,30,12,2011,3,10.6,42460
Wind Farm,30,12,2011,4,10.1,39148
Wind Farm,30,12,2011,5,10.8,41400
Wind Farm,30,12,2011,6,10.2,40288
Wind Farm,30,12,2011,7,9.3,33360
Wind Farm,30,12,2011,8,8.6,25956
Wind Farm,30,12,2011,9,7.1,14844
Wind Farm,30,12,2011,10,7.1,14796
Wind Farm,30,12,2011,11,7.5,17580
Wind Farm,30,12,2011,12,7.0,13596
Wind Farm,30,12,2011,13,7.1,14120
Wind Farm,30,12,2011,14,7.2,14720
Wind Farm,30,12,2011,15,7.3,15320
Wind Farm,30,12,2011,16,6.5,11544
Wind Farm,30,12,2011,17,5.5,7060
Wind Farm,30,12,2011,18,5.0,4908
Wind Farm,30,12,2011,19,5.3,5624
Wind Farm,30,12,2011,20,6.2,9464
Wind Farm,30,12,2011,21,6.2,9592
Wind Farm,30,12,2011,22,5.7,7408
Wind Farm,30,12,2011,23,6.5,11008
Wind Farm,30,12,2011,24,6.2,10012
Wind Farm,31,12,2011,1,6.6,12044
Wind Farm,31,12,2011,2,7.0,14400
Wind Farm,31,12,2011,3,7.2,15476
Wind Farm,31,12,2011,4,8.6,27392
Wind Farm,31,12,2011,5,8.0,22392
Wind Farm,31,12,2011,6,7.8,21196
Wind Farm,31,12,2011,7,7.9,21748
Wind Farm,31,12,2011,8,7.7,19900
Wind Farm,31,12,2011,9,7.8,21836
Wind Farm,31,12,2011,10,8.0,21848
Wind Farm,31,12,2011,11,8.1,20712
Wind Farm,31,12,2011,12,8.5,24536
Wind Farm,31,12,2011,13,7.9,19228
Wind Farm,31,12,2011,14,7.5,16228
Wind Farm,31,12,2011,15,8.0,19652
Wind Farm,31,12,2011,16,7.5,16336
Wind Farm,31,12,2011,17,8.0,19920
Wind Farm,31,12,2011,18,7.4,15672
Wind Farm,31,12,2011,19,7.2,14532
Wind Farm,31,12,2011,20,6.2,11044
Wind Farm,31,12,2011,21,7.2,15164
Wind Farm,31,12,2011,22,9.0,29136
Wind Farm,31,12,2011,23,9.4,33016
Wind Farm,31,12,2011,24,8.8,27596
Wind Farm,01,1,2012,1,9.2,30996
Wind Farm,01,1,2012,2,8.7,26668
Wind Farm,01,1,2012,3,8.6,26044
Wind Farm,01,1,2012,4,8.2,21696
Wind Farm,01,1,2012,5,9.1,31100
Wind Farm,01,1,2012,6,9.5,33736
Wind Farm,01,1,2012,7,9.1,30980
Wind Farm,01,1,2012,8,9.0,28852
Wind Farm,01,1,2012,9,9.2,31608
Wind Farm,01,1,2012,10,8.9,28716
Wind Farm,01,1,2012,11,8.8,27692
Wind Farm,01,1,2012,12,9.8,36228
Wind Farm,01,1,2012,13,10.1,38540
Wind Farm,01,1,2012,14,10.0,37796
Wind Farm,01,1,2012,15,9.1,29068
Wind Farm,01,1,2012,16,9.1,29340
Wind Farm,01,1,2012,17,10.4,39628
Wind Farm,01,1,2012,18,11.8,48264
Wind Farm,01,1,2012,19,9.5,9572
Wind Farm,01,1,2012,20,12.0,27444
Wind Farm,01,1,2012,21,14.9,53712
Wind Farm,01,1,2012,22,14.8,49768
Wind Farm,01,1,2012,23,14.7,53712
Wind Farm,01,1,2012,24,13.0,48104
Wind Farm,02,1,2012,1,10.0,32616
Wind Farm,02,1,2012,2,8.5,19508
Wind Farm,02,1,2012,3,8.5,20512
Wind Farm,02,1,2012,4,8.5,21004
Wind Farm,02,1,2012,5,7.9,16000
Wind Farm,02,1,2012,6,7.6,14932
Wind Farm,02,1,2012,7,7.2,13896
Wind Farm,02,1,2012,8,4.1,2324
Wind Farm,02,1,2012,9,4.3,2924
Wind Farm,02,1,2012,10,6.4,10880
Wind Farm,02,1,2012,11,6.6,0
Wind Farm,02,1,2012,12,7.8,0
Wind Farm,02,1,2012,13,7.2,24
Wind Farm,02,1,2012,14,7.4,12872
Wind Farm,02,1,2012,15,8.5,17812
Wind Farm,02,1,2012,16,8.6,26280
Wind Farm,02,1,2012,17,8.2,23116
Wind Farm,02,1,2012,18,7.7,18336
Wind Farm,02,1,2012,19,8.0,21044
Wind Farm,02,1,2012,20,8.2,21792
Wind Farm,02,1,2012,21,8.4,25808
Wind Farm,02,1,2012,22,8.6,26944
Wind Farm,02,1,2012,23,9.2,33712
Wind Farm,02,1,2012,24,9.8,38068
Wind Farm,03,1,2012,1,10.2,42612
Wind Farm,03,1,2012,2,10.1,41180
Wind Farm,03,1,2012,3,9.6,36128
Wind Farm,03,1,2012,4,10.5,42944
Wind Farm,03,1,2012,5,12.4,52672
Wind Farm,03,1,2012,6,12.3,51032
Wind Farm,03,1,2012,7,12.9,48308
Wind Farm,03,1,2012,8,11.3,13052
Wind Farm,03,1,2012,9,15.4,55432
Wind Farm,03,1,2012,10,17.6,55228
Wind Farm,03,1,2012,11,17.7,55400
Wind Farm,03,1,2012,12,18.3,55240
Wind Farm,03,1,2012,13,17.5,54932
Wind Farm,03,1,2012,14,17.5,55084
Wind Farm,03,1,2012,15,18.2,55164
Wind Farm,03,1,2012,16,19.8,55004
Wind Farm,03,1,2012,17,18.7,54928
Wind Farm,03,1,2012,18,17.1,54572
Wind Farm,03,1,2012,19,15.5,53988
Wind Farm,03,1,2012,20,12.6,50060
Wind Farm,03,1,2012,21,11.1,45292
Wind Farm,03,1,2012,22,10.0,36708
Wind Farm,03,1,2012,23,9.4,34376
Wind Farm,03,1,2012,24,9.3,32168
Wind Farm,04,1,2012,1,8.6,26484
Wind Farm,04,1,2012,2,8.6,26320
Wind Farm,04,1,2012,3,9.2,32568
Wind Farm,04,1,2012,4,9.7,36824
Wind Farm,04,1,2012,5,10.0,38856
Wind Farm,04,1,2012,6,10.6,41496
Wind Farm,04,1,2012,7,11.5,47436
Wind Farm,04,1,2012,8,10.2,38684
Wind Farm,04,1,2012,9,9.7,35016
Wind Farm,04,1,2012,10,9.2,31672
Wind Farm,04,1,2012,11,9.6,34464
Wind Farm,04,1,2012,12,9.4,32364
Wind Farm,04,1,2012,13,9.9,35148
Wind Farm,04,1,2012,14,9.3,29900
Wind Farm,04,1,2012,15,6.0,10076
Wind Farm,04,1,2012,16,4.0,4924
Wind Farm,04,1,2012,17,8.6,22336
Wind Farm,04,1,2012,18,9.5,34872
Wind Farm,04,1,2012,19,10.0,38416
Wind Farm,04,1,2012,20,11.9,49872
Wind Farm,04,1,2012,21,13.5,53676
Wind Farm,04,1,2012,22,14.4,54676
Wind Farm,04,1,2012,23,15.3,55160
Wind Farm,04,1,2012,24,17.1,55664
Wind Farm,05,1,2012,1,15.6,54832
Wind Farm,05,1,2012,2,15.7,55532
Wind Farm,05,1,2012,3,15.1,54912
Wind Farm,05,1,2012,4,14.1,54132
Wind Farm,05,1,2012,5,14.4,53928
Wind Farm,05,1,2012,6,13.6,53592
Wind Farm,05,1,2012,7,13.4,52604
Wind Farm,05,1,2012,8,14.4,54044
Wind Farm,05,1,2012,9,16.1,54748
Wind Farm,05,1,2012,10,17.8,54876
Wind Farm,05,1,2012,11,17.6,48728
Wind Farm,05,1,2012,12,14.9,51808
Wind Farm,05,1,2012,13,14.5,53888
Wind Farm,05,1,2012,14,16.3,55564
Wind Farm,05,1,2012,15,15.0,54700
Wind Farm,05,1,2012,16,13.1,50552
Wind Farm,05,1,2012,17,15.2,54116
Wind Farm,05,1,2012,18,12.5,44168
Wind Farm,05,1,2012,19,13.0,50788
Wind Farm,05,1,2012,20,11.7,45880
Wind Farm,05,1,2012,21,11.6,45204
Wind Farm,05,1,2012,22,11.9,45840
Wind Farm,05,1,2012,23,6.8,13856
Wind Farm,05,1,2012,24,10.3,41644
Wind Farm,06,1,2012,1,10.7,45332
Wind Farm,06,1,2012,2,11.7,47716
Wind Farm,06,1,2012,3,11.4,48360
Wind Farm,06,1,2012,4,10.9,42024
Wind Farm,06,1,2012,5,9.7,35724
Wind Farm,06,1,2012,6,9.6,35532
Wind Farm,06,1,2012,7,8.6,26672
Wind Farm,06,1,2012,8,9.4,34208
Wind Farm,06,1,2012,9,8.8,28204
Wind Farm,06,1,2012,10,9.4,34232
Wind Farm,06,1,2012,11,9.0,30676
Wind Farm,06,1,2012,12,9.3,26564
Wind Farm,06,1,2012,13,9.4,27560
Wind Farm,06,1,2012,14,9.0,30016
Wind Farm,06,1,2012,15,8.6,26340
Wind Farm,06,1,2012,16,8.3,23604
Wind Farm,06,1,2012,17,6.8,12796
Wind Farm,06,1,2012,18,7.5,17104
Wind Farm,06,1,2012,19,6.7,12092
Wind Farm,06,1,2012,20,5.8,7924
Wind Farm,06,1,2012,21,6.7,13084
Wind Farm,06,1,2012,22,7.7,19584
Wind Farm,06,1,2012,23,7.9,22588
Wind Farm,06,1,2012,24,8.4,25660
Wind Farm,07,1,2012,1,8.5,27636
Wind Farm,07,1,2012,2,10.0,41032
Wind Farm,07,1,2012,3,10.7,45932
Wind Farm,07,1,2012,4,9.4,35388
Wind Farm,07,1,2012,5,9.7,37272
Wind Farm,07,1,2012,6,9.5,34948
Wind Farm,07,1,2012,7,9.4,34156
Wind Farm,07,1,2012,8,9.5,36356
Wind Farm,07,1,2012,9,9.5,34540
Wind Farm,07,1,2012,10,8.9,29356
Wind Farm,07,1,2012,11,9.4,32876
Wind Farm,07,1,2012,12,10.0,38512
Wind Farm,07,1,2012,13,10.6,43008
Wind Farm,07,1,2012,14,10.2,39396
Wind Farm,07,1,2012,15,11.1,44936
Wind Farm,07,1,2012,16,10.9,44300
Wind Farm,07,1,2012,17,9.7,36864
Wind Farm,07,1,2012,18,9.2,32092
Wind Farm,07,1,2012,19,9.1,31860
Wind Farm,07,1,2012,20,8.9,30148
Wind Farm,07,1,2012,21,8.0,22912
Wind Farm,07,1,2012,22,7.6,17976
Wind Farm,07,1,2012,23,7.5,17508
Wind Farm,07,1,2012,24,7.6,18804
Wind Farm,08,1,2012,1,7.8,19900
Wind Farm,08,1,2012,2,7.2,15504
Wind Farm,08,1,2012,3,7.2,15616
Wind Farm,08,1,2012,4,7.9,19912
Wind Farm,08,1,2012,5,7.8,19228
Wind Farm,08,1,2012,6,7.3,15116
Wind Farm,08,1,2012,7,7.4,17284
Wind Farm,08,1,2012,8,7.1,15292
Wind Farm,08,1,2012,9,7.0,13700
Wind Farm,08,1,2012,10,7.4,17660
Wind Farm,08,1,2012,11,6.5,11520
Wind Farm,08,1,2012,12,7.1,14012
Wind Farm,08,1,2012,13,7.0,13412
Wind Farm,08,1,2012,14,7.4,16184
Wind Farm,08,1,2012,15,6.3,10824
Wind Farm,08,1,2012,16,4.7,4392
Wind Farm,08,1,2012,17,6.6,11812
Wind Farm,08,1,2012,18,6.0,9144
Wind Farm,08,1,2012,19,5.9,8612
Wind Farm,08,1,2012,20,5.1,5508
Wind Farm,08,1,2012,21,3.7,2220
Wind Farm,08,1,2012,22,4.6,4276
Wind Farm,08,1,2012,23,5.2,5888
Wind Farm,08,1,2012,24,6.0,9536
Wind Farm,09,1,2012,1,6.2,9932
Wind Farm,09,1,2012,2,6.7,13144
Wind Farm,09,1,2012,3,7.0,13644
Wind Farm,09,1,2012,4,6.3,9980
Wind Farm,09,1,2012,5,6.5,10796
Wind Farm,09,1,2012,6,6.6,12260
Wind Farm,09,1,2012,7,6.6,11972
Wind Farm,09,1,2012,8,6.8,13212
Wind Farm,09,1,2012,9,6.7,11720
Wind Farm,09,1,2012,10,6.8,13264
Wind Farm,09,1,2012,11,6.4,10720
Wind Farm,09,1,2012,12,6.5,12020
Wind Farm,09,1,2012,13,6.8,12980
Wind Farm,09,1,2012,14,6.7,12800
Wind Farm,09,1,2012,15,6.9,13408
Wind Farm,09,1,2012,16,5.8,8072
Wind Farm,09,1,2012,17,6.7,12420
Wind Farm,09,1,2012,18,6.8,12536
Wind Farm,09,1,2012,19,6.7,12148
Wind Farm,09,1,2012,20,6.6,11952
Wind Farm,09,1,2012,21,5.9,8408
Wind Farm,09,1,2012,22,6.2,9484
Wind Farm,09,1,2012,23,6.1,9192
Wind Farm,09,1,2012,24,5.8,7936
Wind Farm,10,1,2012,1,6.0,8856
Wind Farm,10,1,2012,2,5.4,6292
Wind Farm,10,1,2012,3,5.0,4972
Wind Farm,10,1,2012,4,4.4,3704
Wind Farm,10,1,2012,5,4.3,3460
Wind Farm,10,1,2012,6,4.2,3336
Wind Farm,10,1,2012,7,4.2,3368
Wind Farm,10,1,2012,8,4.0,2860
Wind Farm,10,1,2012,9,3.9,2684
Wind Farm,10,1,2012,10,3.0,1060
Wind Farm,10,1,2012,11,2.5,500
Wind Farm,10,1,2012,12,2.9,1000
Wind Farm,10,1,2012,13,2.8,792
Wind Farm,10,1,2012,14,3.8,2260
Wind Farm,10,1,2012,15,4.8,4864
Wind Farm,10,1,2012,16,3.2,1316
Wind Farm,10,1,2012,17,3.4,1508
Wind Farm,10,1,2012,18,4.7,4740
Wind Farm,10,1,2012,19,5.9,8924
Wind Farm,10,1,2012,20,5.6,7316
Wind Farm,10,1,2012,21,5.9,9056
Wind Farm,10,1,2012,22,6.0,9140
Wind Farm,10,1,2012,23,6.0,9668
Wind Farm,10,1,2012,24,6.5,11452
Wind Farm,11,1,2012,1,6.2,9828
Wind Farm,11,1,2012,2,5.8,8080
Wind Farm,11,1,2012,3,5.6,7480
Wind Farm,11,1,2012,4,5.6,7308
Wind Farm,11,1,2012,5,5.5,4640
Wind Farm,11,1,2012,8,6.0,8004
Wind Farm,11,1,2012,9,5.9,9004
Wind Farm,11,1,2012,10,6.7,12360
Wind Farm,11,1,2012,11,6.4,11076
Wind Farm,11,1,2012,12,6.0,9244
Wind Farm,11,1,2012,13,7.0,13512
Wind Farm,11,1,2012,14,6.6,11072
Wind Farm,11,1,2012,15,6.4,10296
Wind Farm,11,1,2012,16,6.3,9880
Wind Farm,11,1,2012,17,5.4,6056
Wind Farm,11,1,2012,18,4.9,5176
Wind Farm,11,1,2012,19,5.3,6284
Wind Farm,11,1,2012,20,6.3,10324
Wind Farm,11,1,2012,21,6.7,12400
Wind Farm,11,1,2012,22,7.5,17372
Wind Farm,11,1,2012,23,7.4,17460
Wind Farm,11,1,2012,24,7.9,20800
Wind Farm,12,1,2012,1,7.9,22104
Wind Farm,12,1,2012,2,8.0,22504
Wind Farm,12,1,2012,3,7.6,18320
Wind Farm,12,1,2012,4,8.2,21988
Wind Farm,12,1,2012,5,7.4,16652
Wind Farm,12,1,2012,6,7.2,14852
Wind Farm,12,1,2012,7,7.5,17144
Wind Farm,12,1,2012,8,9.1,31364
Wind Farm,12,1,2012,9,8.8,27976
Wind Farm,12,1,2012,10,9.8,37916
Wind Farm,12,1,2012,11,9.3,32236
Wind Farm,12,1,2012,12,9.3,32432
Wind Farm,12,1,2012,13,9.7,35828
Wind Farm,12,1,2012,14,9.7,35744
Wind Farm,12,1,2012,15,9.7,36440
Wind Farm,12,1,2012,16,9.1,30916
Wind Farm,12,1,2012,17,8.1,22624
Wind Farm,12,1,2012,18,8.2,23144
Wind Farm,12,1,2012,19,8.0,20620
Wind Farm,12,1,2012,20,7.4,17352
Wind Farm,12,1,2012,21,7.4,18000
Wind Farm,12,1,2012,22,6.1,9556
Wind Farm,12,1,2012,23,5.3,5980
Wind Farm,12,1,2012,24,4.9,4840
Wind Farm,13,1,2012,1,5.5,6452
Wind Farm,13,1,2012,2,5.4,6844
Wind Farm,13,1,2012,3,5.6,7208
Wind Farm,13,1,2012,4,6.0,8600
Wind Farm,13,1,2012,5,6.8,12688
Wind Farm,13,1,2012,6,7.3,17212
Wind Farm,13,1,2012,7,7.0,14432
Wind Farm,13,1,2012,8,6.1,10708
Wind Farm,13,1,2012,9,5.8,9228
Wind Farm,13,1,2012,10,5.9,9344
Wind Farm,13,1,2012,11,5.4,7664
Wind Farm,13,1,2012,12,4.3,3576
Wind Farm,13,1,2012,13,4.7,4544
Wind Farm,13,1,2012,14,4.5,4036
Wind Farm,13,1,2012,15,4.4,3600
Wind Farm,13,1,2012,16,5.1,5452
Wind Farm,13,1,2012,17,4.6,4104
Wind Farm,13,1,2012,18,4.9,5364
Wind Farm,13,1,2012,19,5.1,5820
Wind Farm,13,1,2012,20,4.6,4612
Wind Farm,13,1,2012,21,3.1,1680
Wind Farm,13,1,2012,22,2.7,752
Wind Farm,13,1,2012,23,2.8,968
Wind Farm,13,1,2012,24,2.0,96
Wind Farm,14,1,2012,1,3.2,1400
Wind Farm,14,1,2012,2,3.7,2348
Wind Farm,14,1,2012,3,4.5,4136
Wind Farm,14,1,2012,4,3.9,2780
Wind Farm,14,1,2012,5,3.9,2324
Wind Farm,14,1,2012,6,3.7,2204
Wind Farm,14,1,2012,7,3.5,1760
Wind Farm,14,1,2012,8,3.5,1888
Wind Farm,14,1,2012,9,2.8,1020
Wind Farm,14,1,2012,10,3.1,1476
Wind Farm,14,1,2012,11,3.6,2088
Wind Farm,14,1,2012,12,2.7,764
Wind Farm,14,1,2012,13,2.7,740
Wind Farm,14,1,2012,14,3.2,1256
Wind Farm,14,1,2012,15,3.5,1800
Wind Farm,14,1,2012,16,3.6,1884
Wind Farm,14,1,2012,17,3.1,1372
Wind Farm,14,1,2012,18,2.5,600
Wind Farm,14,1,2012,19,2.6,744
Wind Farm,14,1,2012,20,3.2,1260
Wind Farm,14,1,2012,21,3.6,1948
Wind Farm,14,1,2012,22,3.9,2660
Wind Farm,14,1,2012,23,5.3,5772
Wind Farm,14,1,2012,24,4.6,3884
Wind Farm,15,1,2012,1,3.8,2184
Wind Farm,15,1,2012,2,4.1,3024
Wind Farm,15,1,2012,3,5.3,7464
Wind Farm,15,1,2012,4,6.1,9364
Wind Farm,15,1,2012,5,5.8,7852
Wind Farm,15,1,2012,6,5.2,6276
Wind Farm,15,1,2012,7,6.2,10296
Wind Farm,15,1,2012,8,6.3,10960
Wind Farm,15,1,2012,9,6.8,12828
Wind Farm,15,1,2012,10,5.9,8464
Wind Farm,15,1,2012,11,5.9,7728
Wind Farm,15,1,2012,12,6.0,8900
Wind Farm,15,1,2012,13,4.5,4192
Wind Farm,15,1,2012,14,5.2,6200
Wind Farm,15,1,2012,15,5.4,6692
Wind Farm,15,1,2012,16,6.5,10572
Wind Farm,15,1,2012,17,7.0,13512
Wind Farm,15,1,2012,18,7.0,14380
Wind Farm,15,1,2012,19,7.6,19604
Wind Farm,15,1,2012,20,7.7,3584
Wind Farm,16,1,2012,12,3.8,656
Wind Farm,16,1,2012,13,3.8,2476
Wind Farm,16,1,2012,14,2.9,848
Wind Farm,16,1,2012,15,2.5,616
Wind Farm,16,1,2012,16,3.6,2172
Wind Farm,16,1,2012,17,4.8,5048
Wind Farm,16,1,2012,18,6.4,11888
Wind Farm,16,1,2012,19,7.2,16936
Wind Farm,16,1,2012,20,8.4,23424
Wind Farm,16,1,2012,21,7.0,15288
Wind Farm,16,1,2012,22,4.8,5180
Wind Farm,16,1,2012,23,4.3,3304
Wind Farm,16,1,2012,24,4.1,3160
Wind Farm,17,1,2012,1,4.6,4764
Wind Farm,17,1,2012,2,3.7,2184
Wind Farm,17,1,2012,3,3.6,2188
Wind Farm,17,1,2012,4,3.7,1972
Wind Farm,17,1,2012,5,2.7,852
Wind Farm,17,1,2012,6,2.6,912
Wind Farm,17,1,2012,7,2.6,764
Wind Farm,17,1,2012,8,1.9,84
Wind Farm,17,1,2012,9,1.5,28
Wind Farm,17,1,2012,10,2.0,68
Wind Farm,17,1,2012,11,2.3,432
Wind Farm,17,1,2012,12,2.1,240
Wind Farm,17,1,2012,13,2.5,520
Wind Farm,17,1,2012,14,2.8,848
Wind Farm,17,1,2012,15,2.4,348
Wind Farm,17,1,2012,16,2.3,360
Wind Farm,17,1,2012,17,2.1,184
Wind Farm,17,1,2012,18,2.1,376
Wind Farm,17,1,2012,19,4.0,2900
Wind Farm,17,1,2012,20,6.0,8064
Wind Farm,17,1,2012,21,6.0,9296
Wind Farm,17,1,2012,22,6.2,10512
Wind Farm,17,1,2012,23,7.9,22844
Wind Farm,17,1,2012,24,7.9,22184
Wind Farm,18,1,2012,1,6.2,10668
Wind Farm,18,1,2012,2,6.6,12136
Wind Farm,18,1,2012,3,7.0,14188
Wind Farm,18,1,2012,4,7.1,16796
Wind Farm,18,1,2012,5,8.3,24068
Wind Farm,18,1,2012,6,7.6,19200
Wind Farm,18,1,2012,7,7.4,18932
Wind Farm,18,1,2012,8,7.8,22560
Wind Farm,18,1,2012,9,8.5,26296
Wind Farm,18,1,2012,10,7.8,21212
Wind Farm,18,1,2012,11,8.4,26200
Wind Farm,18,1,2012,12,9.6,37196
Wind Farm,18,1,2012,13,10.5,42456
Wind Farm,18,1,2012,14,9.6,36060
Wind Farm,18,1,2012,15,8.9,29224
Wind Farm,18,1,2012,16,9.4,33996
Wind Farm,18,1,2012,17,9.4,34684
Wind Farm,18,1,2012,18,9.2,32268
Wind Farm,18,1,2012,19,11.4,48904
Wind Farm,18,1,2012,20,11.5,50484
Wind Farm,18,1,2012,21,11.3,49496
Wind Farm,18,1,2012,22,9.6,37324
Wind Farm,18,1,2012,23,9.9,39788
Wind Farm,18,1,2012,24,9.7,38688
Wind Farm,19,1,2012,1,9.6,38308
Wind Farm,19,1,2012,2,9.6,36592
Wind Farm,19,1,2012,3,9.4,35136
Wind Farm,19,1,2012,4,9.3,40296
Wind Farm,19,1,2012,5,9.9,39328
Wind Farm,19,1,2012,6,10.3,41520
Wind Farm,19,1,2012,7,10.3,40776
Wind Farm,19,1,2012,8,11.0,46328
Wind Farm,19,1,2012,9,14.0,54696
Wind Farm,19,1,2012,10,14.6,55512
Wind Farm,19,1,2012,11,14.8,55380
Wind Farm,19,1,2012,12,14.1,54632
Wind Farm,19,1,2012,13,13.4,53540
Wind Farm,19,1,2012,14,12.6,51508
Wind Farm,19,1,2012,15,12.3,46744
Wind Farm,19,1,2012,16,9.4,32740
Wind Farm,19,1,2012,17,8.0,19768
Wind Farm,19,1,2012,18,6.4,10648
Wind Farm,19,1,2012,19,6.3,10860
Wind Farm,19,1,2012,20,6.7,12520
Wind Farm,19,1,2012,21,7.6,18956
Wind Farm,19,1,2012,22,8.6,28096
Wind Farm,19,1,2012,23,8.9,29688
Wind Farm,19,1,2012,24,9.1,32032
Wind Farm,20,1,2012,1,10.0,39032
Wind Farm,20,1,2012,2,10.1,39200
Wind Farm,20,1,2012,3,10.8,41040
Wind Farm,20,1,2012,4,10.4,42352
Wind Farm,20,1,2012,5,10.4,42776
Wind Farm,20,1,2012,6,8.9,29892
Wind Farm,20,1,2012,7,8.7,28176
Wind Farm,20,1,2012,8,10.4,42120
Wind Farm,20,1,2012,9,9.5,33768
Wind Farm,20,1,2012,10,8.7,27788
Wind Farm,20,1,2012,11,8.1,21940
Wind Farm,20,1,2012,12,8.7,26884
Wind Farm,20,1,2012,13,7.9,20888
Wind Farm,20,1,2012,14,5.6,8248
Wind Farm,20,1,2012,15,7.6,19168
Wind Farm,20,1,2012,16,8.5,28896
Wind Farm,20,1,2012,17,7.2,11180
Wind Farm,20,1,2012,18,5.1,0
Wind Farm,20,1,2012,19,7.5,18684
Wind Farm,20,1,2012,20,7.4,18636
Wind Farm,20,1,2012,21,5.9,8944
Wind Farm,20,1,2012,22,5.1,6044
Wind Farm,20,1,2012,23,4.6,4140
Wind Farm,20,1,2012,24,4.5,3724
Wind Farm,21,1,2012,1,5.3,6628
Wind Farm,21,1,2012,2,6.9,17032
Wind Farm,21,1,2012,3,7.7,22832
Wind Farm,21,1,2012,4,7.7,21580
Wind Farm,21,1,2012,5,7.3,17908
Wind Farm,21,1,2012,6,7.6,20316
Wind Farm,21,1,2012,7,8.3,26452
Wind Farm,21,1,2012,8,8.6,29516
Wind Farm,21,1,2012,9,9.0,33832
Wind Farm,21,1,2012,10,10.4,44396
Wind Farm,21,1,2012,11,10.6,45432
Wind Farm,21,1,2012,12,10.6,45100
Wind Farm,21,1,2012,13,10.6,44892
Wind Farm,21,1,2012,14,11.0,47620
Wind Farm,21,1,2012,15,11.0,47820
Wind Farm,21,1,2012,16,11.2,48164
Wind Farm,21,1,2012,17,11.4,48164
Wind Farm,21,1,2012,18,11.2,47292
Wind Farm,21,1,2012,19,9.6,35784
Wind Farm,21,1,2012,20,7.4,18292
Wind Farm,21,1,2012,21,11.4,42872
Wind Farm,21,1,2012,22,11.7,47672
Wind Farm,21,1,2012,23,9.3,34316
Wind Farm,21,1,2012,24,10.0,41420
Wind Farm,22,1,2012,1,9.4,36392
Wind Farm,22,1,2012,2,10.3,42692
Wind Farm,22,1,2012,3,9.4,36528
Wind Farm,22,1,2012,4,8.6,30256
Wind Farm,22,1,2012,5,8.4,28708
Wind Farm,22,1,2012,6,9.0,33528
Wind Farm,22,1,2012,7,8.4,28620
Wind Farm,22,1,2012,8,8.4,28872
Wind Farm,22,1,2012,9,8.0,24608
Wind Farm,22,1,2012,10,9.0,34364
Wind Farm,22,1,2012,11,10.1,41228
Wind Farm,22,1,2012,12,11.0,46176
Wind Farm,22,1,2012,13,11.3,48144
Wind Farm,22,1,2012,14,11.1,47336
Wind Farm,22,1,2012,15,10.4,43560
Wind Farm,22,1,2012,16,9.0,10372
Wind Farm,22,1,2012,17,7.4,3960
Wind Farm,22,1,2012,18,10.2,33340
Wind Farm,22,1,2012,19,9.8,40212
Wind Farm,22,1,2012,20,8.9,32332
Wind Farm,22,1,2012,21,7.8,21984
Wind Farm,22,1,2012,22,7.7,21664
Wind Farm,22,1,2012,23,7.4,18276
Wind Farm,22,1,2012,24,7.2,18120
Wind Farm,23,1,2012,1,6.6,14028
Wind Farm,23,1,2012,2,6.6,13388
Wind Farm,23,1,2012,3,6.2,11072
Wind Farm,23,1,2012,4,5.4,7424
Wind Farm,23,1,2012,5,5.9,9148
Wind Farm,23,1,2012,6,6.8,14876
Wind Farm,23,1,2012,7,7.7,21376
Wind Farm,23,1,2012,8,6.9,15876
Wind Farm,23,1,2012,9,7.0,17028
Wind Farm,23,1,2012,10,7.3,18220
Wind Farm,23,1,2012,11,7.0,16000
Wind Farm,23,1,2012,12,6.2,10576
Wind Farm,23,1,2012,13,6.4,11664
Wind Farm,23,1,2012,14,7.3,16948
Wind Farm,23,1,2012,15,7.3,17412
Wind Farm,23,1,2012,16,7.5,19436
Wind Farm,23,1,2012,17,6.9,15052
Wind Farm,23,1,2012,18,6.5,11948
Wind Farm,23,1,2012,19,6.4,11804
Wind Farm,23,1,2012,20,5.9,9444
Wind Farm,23,1,2012,21,7.2,18976
Wind Farm,23,1,2012,22,7.6,20080
Wind Farm,23,1,2012,23,6.7,14408
Wind Farm,23,1,2012,24,7.3,18664
Wind Farm,24,1,2012,1,7.0,16660
Wind Farm,24,1,2012,2,6.2,11288
Wind Farm,24,1,2012,3,6.4,12856
Wind Farm,24,1,2012,4,6.1,9668
Wind Farm,24,1,2012,5,4.8,5104
Wind Farm,24,1,2012,6,4.9,5464
