"","Location","Year","Month","Day","Hour","Cloud_Cover_Fraction","Dew_Point","Humidity_Fraction","Precipitation","Pressure","Temperature","Visibility","Wind_Speed","Solar_Elevation","Electricity_KW_HR"
"26323","Solar Array",2013,1,1,19,1,-12.2,0.5693,0,988.166666666667,-5,16.093,5.14,-8.64775434880291,0
"26324","Solar Array",2013,1,1,20,0.9,-12.2,0.5959,0.125,988.933333333333,-5.6,16.093,4.63,-18.9136889359691,0
"26325","Solar Array",2013,1,1,21,1,-12.2,0.6191,0,989.7,-6.1,16.093,2.57,-29.6140234778654,0
"26326","Solar Array",2013,1,1,22,0.5,-12.2,0.6191,0,989.8,-6.1,16.093,6.17,-40.4520318488954,0
"26327","Solar Array",2013,1,1,23,0,-12.2,0.6737,0,989.933333333333,-7.2,16.093,5.66,-51.03919705886,0
"26328","Solar Array",2013,1,1,24,0,-12.8,0.6723,0,990.266666666667,-7.8,16.093,5.14,-60.6539859231362,0
"26329","Solar Array",2013,1,2,1,1,-12.8,0.699,0.075,990.6,-8.3,16.093,5.14,-67.6226507000879,0
"26330","Solar Array",2013,1,2,2,1,-12.8,0.6723,0,990.7,-7.8,16.093,3.6,-68.9109004128709,0
"26331","Solar Array",2013,1,2,3,1,-12.2,0.7058,0,991.033333333333,-7.8,16.093,4.12,-63.6474577973494,0
"26332","Solar Array",2013,1,2,4,1,-12.2,0.7058,0,991.333333333333,-7.8,16.093,4.63,-54.7240782920925,0
"26333","Solar Array",2013,1,2,5,1,-12.2,0.7058,0,991.566666666667,-7.8,16.093,3.6,-44.3746021198415,0
"26334","Solar Array",2013,1,2,6,1,-12.2,0.7058,0,991.8,-7.8,16.093,4.12,-33.5692230633315,0
"26335","Solar Array",2013,1,2,7,1,-11.7,0.7014,0,992.233333333333,-7.2,16.093,4.12,-22.7766085443651,0
"26336","Solar Array",2013,1,2,8,1,-11.1,0.7082,0,992.8,-6.7,16.093,5.14,-12.3111379289688,0
"26337","Solar Array",2013,1,2,9,1,-10.6,0.7038,0,993.333333333333,-6.1,16.093,4.12,-2.46614196898176,0
"26338","Solar Array",2013,1,2,10,1,-10.6,0.7038,0,993.666666666667,-6.1,16.093,3.09,6.42175852188274,3189.2078951
"26339","Solar Array",2013,1,2,11,1,-10,0.7105,0,994.333333333333,-5.6,9.6561,3.6,13.9372861667118,8291.38
"26340","Solar Array",2013,1,2,12,1,-9.4,0.7118,0,994.666666666667,-5,9.6561,3.6,19.5862784090637,12864.08
"26341","Solar Array",2013,1,2,13,1,-9.4,0.6802,0,994.233333333333,-4.4,16.093,4.63,22.8623815272452,15673.66
"26342","Solar Array",2013,1,2,14,1,-8.9,0.7074,0,994,-4.4,14.484,3.09,23.3976318375446,16022.02
"26343","Solar Array",2013,1,2,15,1,-9.4,0.6551,0,993.9,-3.9,16.093,5.14,21.1256201849685,11796.18
"26344","Solar Array",2013,1,2,16,1,-8.9,0.7074,0,994.033333333333,-4.4,16.093,2.06,16.3157534729375,10779.78
"26345","Solar Array",2013,1,2,17,1,-8.9,0.7074,0,994.8,-4.4,16.093,0,9.44343010322824,4292.14
"26346","Solar Array",2013,1,2,18,1,-8.9,0.6813,0,995.433333333333,-3.9,16.093,0,1.02008555854259,0
"26347","Solar Array",2013,1,2,19,1,-8.3,0.7414,0,996.333333333333,-4.4,16.093,1.54,-8.50632313799417,0
"26348","Solar Array",2013,1,2,20,1,-8.3,0.7414,0,996.866666666667,-4.4,16.093,1.54,-18.7719388940081,0
"26349","Solar Array",2013,1,2,21,1,-8.3,0.7414,0,997.333333333333,-4.4,16.093,2.57,-29.4722705775986,0
"26350","Solar Array",2013,1,2,22,1,-7.8,0.7709,0,997.533333333333,-4.4,16.093,2.57,-40.3101001446289,0
"26351","Solar Array",2013,1,2,23,1,-7.8,0.7424,0,997.633333333333,-3.9,16.093,2.57,-50.8969275482444,0
"26352","Solar Array",2013,1,2,24,1,-7.2,0.7777,0,997.866666666667,-3.9,16.093,2.57,-60.5134112946304,0
"26353","Solar Array",2013,1,3,1,1,-6.7,0.7728,0,997.866666666667,-3.3,16.093,4.12,-67.4971938225588,0
"26354","Solar Array",2013,1,3,2,1,-7.2,0.7435,0,997.766666666667,-3.3,16.093,3.6,-68.8343320016961,0
"26355","Solar Array",2013,1,3,3,1,-8.9,0.6813,0,997.8,-3.9,16.093,5.14,-63.6258856447645,0
"26356","Solar Array",2013,1,3,4,1,-10,0.6788,0,997.9,-5,16.093,4.63,-54.7325939142889,0
"26357","Solar Array",2013,1,3,5,1,-10.6,0.6774,0,998,-5.6,16.093,4.63,-44.3954274097164,0
"26358","Solar Array",2013,1,3,6,1,-10.6,0.7038,0,997.433333333333,-6.1,16.093,4.12,-33.5927734012664,0
"26359","Solar Array",2013,1,3,7,1,-10.6,0.7038,0,997.333333333333,-6.1,14.484,4.63,-22.7969895569961,0
"26360","Solar Array",2013,1,3,8,1,-10.6,0.7038,0,997.533333333333,-6.1,12.875,5.14,-12.3238696248241,0
"26361","Solar Array",2013,1,3,9,1,-10,0.7382,0,997.766666666667,-6.1,16.093,4.63,-2.46713139711598,0
"26362","Solar Array",2013,1,3,10,1,-9.4,0.745,0,998,-5.6,16.093,4.63,6.43663826102315,15698.9866666667
"26363","Solar Array",2013,1,3,11,1,-8.9,0.7403,0,998.233333333333,-5,9.6561,4.63,13.9721291969733,7687.74
"26364","Solar Array",2013,1,3,12,1,-7.8,0.7709,0,1000.7,-4.4,8.0467,5.66,19.6444578606669,9375.2
"26365","Solar Array",2013,1,3,13,1,-6.7,0.8083,0,997.9,-3.9,4.828,5.14,22.9452371662572,13888.68
"26366","Solar Array",2013,1,3,14,1,-6.1,0.7796,0,997,-2.8,6.4374,5.66,23.5032674610046,16000.14
"26367","Solar Array",2013,1,3,15,1,-5.6,0.7746,0,996.366666666667,-2.2,8.0467,5.66,21.2491345042961,12520.56
"26368","Solar Array",2013,1,3,16,1,-6.1,0.7186,0,996.1,-1.7,8.0467,5.14,16.4510965555977,9448.22
"26369","Solar Array",2013,1,3,17,1,-6.1,0.7186,0,996.1,-1.7,9.6561,5.66,9.58534629465062,3913.1
"26370","Solar Array",2013,1,3,18,1,-6.7,0.6862,0,996,-1.7,12.875,6.17,1.16494655546231,0
"26371","Solar Array",2013,1,3,19,1,-6.7,0.7121,0,995.766666666667,-2.2,16.093,5.66,-8.36060733693323,0
"26372","Solar Array",2013,1,3,20,1,-6.7,0.6862,0,995.333333333333,-1.7,16.093,5.14,-18.6263083531038,0
"26373","Solar Array",2013,1,3,21,1,-6.7,0.6862,0,994.7,-1.7,16.093,4.63,-29.3268585791465,0
"26374","Solar Array",2013,1,3,22,1,-6.1,0.7456,0,994.266666666667,-2.2,16.093,5.66,-40.1644907597563,0
"26375","Solar Array",2013,1,3,23,1,-6.7,0.6862,0,993.9,-1.7,16.093,4.12,-50.7506055442194,0
"26376","Solar Array",2013,1,3,24,1,-6.7,0.6862,0,993.566666666667,-1.7,16.093,4.63,-60.3678270818413,0
"26377","Solar Array",2013,1,4,1,1,-6.7,0.6862,0,993.333333333333,-1.7,16.093,7.72,-67.3649675351832,0
"26378","Solar Array",2013,1,4,2,1,-6.7,0.6862,0,992.433333333333,-1.7,16.093,8.23,-68.7495339933672,0
"26379","Solar Array",2013,1,4,3,1,-6.7,0.6862,0,991.8,-1.7,16.093,8.23,-63.5966410733124,0
"26380","Solar Array",2013,1,4,4,0.25,-6.7,0.7121,0,991.566666666667,-2.2,16.093,6.17,-54.7344285308904,0
"26381","Solar Array",2013,1,4,5,0.25,-6.7,0.7121,0,990.9,-2.2,16.093,7.72,-44.4101483921438,0
"26382","Solar Array",2013,1,4,6,0,-6.7,0.7121,0,990.033333333333,-2.2,16.093,7.72,-33.6104388123816,0
"26383","Solar Array",2013,1,4,7,0,-6.7,0.7445,0,989.833333333333,-2.8,16.093,7.72,-22.8114691089016,0
"26384","Solar Array",2013,1,4,8,0,-7.2,0.7163,0,989.333333333333,-2.8,16.093,8.23,-12.3305241556226,0
"26385","Solar Array",2013,1,4,9,0,-7.8,0.6838,0,989.333333333333,-2.8,16.093,7.72,-2.4617580476727,0
"26386","Solar Array",2013,1,4,10,0,-7.8,0.6838,0,989.033333333333,-2.8,16.093,9.26,6.45823271713962,21096.8
"26387","Solar Array",2013,1,4,11,0.25,-6.7,0.7121,0,989.133333333333,-2.2,16.093,9.26,14.0140480453114,72925.62
"26388","Solar Array",2013,1,4,12,0,-6.7,0.6566,0,988.933333333333,-1.1,16.093,12.9,19.7099975200257,139367.44
"26389","Solar Array",2013,1,4,13,0.25,-5.6,0.6592,0,988.266666666667,0,16.093,10.8,23.0355493937583,143773.82
"26390","Solar Array",2013,1,4,14,0.5,-5.6,0.6312,0,987.466666666667,0.6,16.093,11.3,23.6161748141414,142107.28
"26391","Solar Array",2013,1,4,15,0.25,-5.6,0.6088,0.1,987.033333333333,1.1,16.093,10.8,21.3794473145563,121876.2
"26392","Solar Array",2013,1,4,16,0.25,-5.6,0.6312,0,987.366666666667,0.6,16.093,11.3,16.5925723077044,61396.82
"26393","Solar Array",2013,1,4,17,0,-6.1,0.6345,0,988.133333333333,0,16.093,11.3,9.73267250717937,42647.24
"26394","Solar Array",2013,1,4,18,0,-6.1,0.6629,0,988.7,-0.6,16.093,9.26,1.3145463098615,0
"26395","Solar Array",2013,1,4,19,0,-6.1,0.6876,0,989.266666666667,-1.1,16.093,8.75,-8.21070903245433,0
"26396","Solar Array",2013,1,4,20,0,-6.1,0.7186,0,989.933333333333,-1.7,16.093,7.2,-18.4769003875289,0
"26397","Solar Array",2013,1,4,21,0,-6.1,0.7186,0,990.466666666667,-1.7,16.093,7.72,-29.1778897843419,0
"26398","Solar Array",2013,1,4,22,0,-6.1,0.7456,0,990.7,-2.2,16.093,6.69,-40.01530467178,0
"26399","Solar Array",2013,1,4,23,0,-6.1,0.7796,0,990.933333333333,-2.8,16.093,6.17,-50.6003322190908,0
"26400","Solar Array",2013,1,4,24,0,-6.1,0.8092,0,991.133333333333,-3.3,16.093,5.14,-60.2173399196218,0
"26401","Solar Array",2013,1,5,1,0,-6.1,0.8092,0,991.133333333333,-3.3,14.484,4.12,-67.226082291066,0
"26402","Solar Array",2013,1,5,2,0,-6.7,0.8393,0,990.766666666667,-4.4,14.484,4.12,-68.6565469607993,0
"26403","Solar Array",2013,1,5,3,0,-6.1,0.8092,0,990.8,-3.3,12.875,3.6,-63.5596681804336,0
"26404","Solar Array",2013,1,5,4,0,-6.1,0.8788,0,991.133333333333,-4.4,11.265,2.57,-54.7294986671451,0
"26405","Solar Array",2013,1,5,5,0,-6.7,0.8393,0,991.033333333333,-4.4,9.6561,3.6,-44.4186832071811,0
"26406","Solar Array",2013,1,5,6,0,-6.7,0.8393,0.0625,990.9,-4.4,9.6561,3.6,-33.6221467637945,0
"26407","Solar Array",2013,1,5,7,0,-6.7,0.8782,0.0625,990.9,-5,8.0467,3.6,-22.819986568127,0
"26408","Solar Array",2013,1,5,8,0,-7.2,0.8845,0,991.166666666667,-5.6,6.4374,1.54,-12.331054290474,0
"26409","Solar Array",2013,1,5,9,0,-8.3,0.9181,0,991,-7.2,2.0117,1.54,-2.44998939405959,0
"26410","Solar Array",2013,1,5,10,0,-7.2,0.9189,0,991.233333333333,-6.1,3.2187,2.57,6.48655855615124,36985.92
"26411","Solar Array",2013,1,5,11,0,-6.1,0.8788,0,991.366666666667,-4.4,3.2187,2.06,14.0630427238528,85346.98
"26412","Solar Array",2013,1,5,12,0.25,-5,0.8477,0,991.133333333333,-2.8,8.0467,3.09,19.7828804762274,41101.36
"26413","Solar Array",2013,1,5,13,0.9,-4.4,0.8177,0,990.366666666667,-1.7,8.0467,2.57,23.1332843956823,33371.68
"26414","Solar Array",2013,1,5,14,1,-3.9,0.7832,0,989.366666666667,-0.6,9.6561,3.09,23.7363031054548,61423
"26415","Solar Array",2013,1,5,15,1,-3.9,0.7497,0,988.366666666667,0,11.265,5.14,21.5164911925124,95632.66
"26416","Solar Array",2013,1,5,16,0.25,-3.9,0.7178,0,987.8,0.6,12.875,4.63,16.7400986267524,59373.8
"26417","Solar Array",2013,1,5,17,0,-3.9,0.6924,0,987.733333333333,1.1,12.875,4.12,9.88531560656097,25996.06
"26418","Solar Array",2013,1,5,18,0,-3.3,0.7508,0.0625,987.466666666667,0.6,11.265,3.09,1.46878486495397,0
"26419","Solar Array",2013,1,5,19,0,-5,0.6372,0.0625,987.133333333333,1.1,16.093,5.14,-8.0567312889771,0
"26420","Solar Array",2013,1,5,20,1,-5,0.6372,0.0625,986.933333333333,1.1,16.093,4.12,-18.3238183868224,0
"26421","Solar Array",2013,1,5,21,1,-4.4,0.6668,0,986.366666666667,1.1,16.093,4.63,-29.0254661516607,0
"26422","Solar Array",2013,1,5,22,1,-2.8,0.7793,0,986.033333333333,0.6,2.414,4.12,-39.8626418884088,0
"26423","Solar Array",2013,1,5,23,1,-2.2,0.8148,0,985.366666666667,0.6,8.0467,4.63,-50.4462072684162,0
"26424","Solar Array",2013,1,5,24,1,-1.7,0.8454,0,984.933333333333,0.6,2.0117,5.14,-60.0620549958151,0
"26425","Solar Array",2013,1,6,1,1,-1.1,0.8836,0,984.466666666667,0.6,4.0234,7.2,-67.0806495797201,0
"26426","Solar Array",2013,1,6,2,1,-1.1,0.8523,0,984.033333333333,1.1,8.0467,7.72,-68.5554184409907,0
"26427","Solar Array",2013,1,6,3,1,-1.1,0.8523,0,983.733333333333,1.1,14.484,6.69,-63.5149174532208,0
"26428","Solar Array",2013,1,6,4,1,-1.1,0.8523,0,983.5,1.1,12.875,6.69,-54.7177250283612,0
"26429","Solar Array",2013,1,6,5,1,-0.6,0.8468,0,983.3,1.7,11.265,6.69,-44.4209533611039,0
"26430","Solar Array",2013,1,6,6,1,-0.6,0.884,0,983.066666666667,1.1,3.2187,5.14,-33.6278279413996,0
"26431","Solar Array",2013,1,6,7,1,-0.6,0.884,0.51,983.033333333333,1.1,4.828,4.12,-22.8224846038906,0
"26432","Solar Array",2013,1,6,8,1,-0.6,0.884,0,982.833333333333,1.1,9.6561,4.12,-12.3254162397992,0
"26433","Solar Array",2013,1,6,9,1,-0.6,0.8468,0,982.933333333333,1.7,9.6561,4.12,-2.43179646960557,0
"26434","Solar Array",2013,1,6,10,1,-0.6,0.8468,0,982.933333333333,1.7,8.0467,4.12,6.52162883434711,22160.24
"26435","Solar Array",2013,1,6,11,1,-0.6,0.8468,0,983.266666666667,1.7,8.0467,5.66,14.1191096823125,5378.7
"26436","Solar Array",2013,1,6,12,1,-1,0.8223,0,983.3,1.7,2.414,4.12,19.8630863979481,12775.56
"26437","Solar Array",2013,1,6,13,1,-1,0.8223,0.25,982.833333333333,1.7,2.414,5.66,23.2384051306647,17576.72
"26438","Solar Array",2013,1,6,14,1,-1.7,0.8155,0,982.266666666667,1.1,4.0234,5.14,23.863598507646,20420.38
"26439","Solar Array",2013,1,6,15,1,-2.2,0.7859,0,981.733333333333,1.1,11.265,4.12,21.6601958835379,13883.02
"26440","Solar Array",2013,1,6,16,1,-2.8,0.7517,0,981.6,1.1,14.484,3.6,16.8935908792428,5493.66
"26441","Solar Array",2013,1,6,17,1,-3.3,0.7242,0,981.7,1.1,16.093,4.63,10.0431803761729,5107.54
"26442","Solar Array",2013,1,6,18,1,-3.3,0.7508,0,982.166666666667,0.6,16.093,5.14,1.62756075524983,0
"26443","Solar Array",2013,1,6,19,1,-3.3,0.7242,0,982.533333333333,1.1,16.093,4.63,-7.89877803751405,0
"26444","Solar Array",2013,1,6,20,1,-2.8,0.7793,0,982.733333333333,0.6,16.093,4.12,-18.1671659442592,0
"26445","Solar Array",2013,1,6,21,1,-3.3,0.7508,0,982.933333333333,0.6,14.484,3.09,-28.8696891891301,0
"26446","Solar Array",2013,1,6,22,1,-3.9,0.7497,0,982.833333333333,0,16.093,4.63,-39.7066013481265,0
"26447","Solar Array",2013,1,6,23,1,-4.4,0.722,0,982.966666666667,0,16.093,3.6,-50.2883288160178,0
"26448","Solar Array",2013,1,6,24,1,-5,0.7208,0,982.733333333333,-0.6,16.093,3.6,-59.9020759263588,0
"26449","Solar Array",2013,1,7,1,1,-5.6,0.7143,0,982.633333333333,-1.1,16.093,0,-66.928781639056,0
"26450","Solar Array",2013,1,7,2,1,-5,0.7477,0,982.366666666667,-1.1,16.093,1.54,-68.4462027193966,0
"26451","Solar Array",2013,1,7,3,1,-4.4,0.7824,0,982.3,-1.1,16.093,0,-63.4623459925194,0
"26452","Solar Array",2013,1,7,4,1,-5,0.7477,0,982.533333333333,-1.1,16.093,1.54,-54.699032758776,0
"26453","Solar Array",2013,1,7,5,1,-4.4,0.7824,0,982.3,-1.1,16.093,1.54,-44.4168839267048,0
"26454","Solar Array",2013,1,7,6,1,-4.4,0.7824,0,982.066666666667,-1.1,16.093,3.6,-33.6274163983607,0
"26455","Solar Array",2013,1,7,7,1,-5,0.7477,0,982.166666666667,-1.1,16.093,3.6,-22.8189092939254,0
"26456","Solar Array",2013,1,7,8,1,-6.1,0.7186,0,982.266666666667,-1.7,16.093,4.12,-12.3135697282265,0
"26457","Solar Array",2013,1,7,9,0.9,-6.7,0.6862,0,982.5,-1.7,16.093,4.12,-2.40715391034969,0
"26458","Solar Array",2013,1,7,10,0,-6.1,0.7186,0,982.833333333333,-1.7,16.093,4.12,6.56345298219745,41187.08
"26459","Solar Array",2013,1,7,11,0,-5.6,0.6887,0,983.066666666667,-0.6,16.093,6.69,14.1822418149845,102913.16
"26460","Solar Array",2013,1,7,12,0,-5,0.69,0,983.266666666667,0,16.093,7.72,19.9505915601942,150729.26
"26461","Solar Array",2013,1,7,13,0,-5,0.6606,0,983.066666666667,0.6,16.093,10.3,23.3508713733361,169043.12
"26462","Solar Array",2013,1,7,14,0,-5,0.6103,0,982.6,1.7,16.093,9.26,23.9980042147476,168483.04
"26463","Solar Array",2013,1,7,15,0,-5.6,0.5627,0,982.5,2.2,16.093,8.75,21.810488371452,154191.3
"26464","Solar Array",2013,1,7,16,0,-6.1,0.5189,0.125,979.45,2.8,16.093,7.72,17.0529619839339,121426.76
"26465","Solar Array",2013,1,7,17,0,-5.6,0.5391,0.166666666666667,980.25,2.8,16.093,7.2,10.2061696135687,55884.54
"26466","Solar Array",2013,1,7,18,0,-6.1,0.5416,0.166666666666667,981.3,2.2,16.093,6.69,1.79077111337058,0
"26467","Solar Array",2013,1,7,19,0,-6.1,0.586,0.266666666666667,981.95,1.1,16.093,8.23,-7.73695396382138,0
"26468","Solar Array",2013,1,7,20,0,-5.6,0.6088,0.166666666666667,982.65,1.1,16.093,6.17,-18.0070467458,0
"26469","Solar Array",2013,1,7,21,0,-5.6,0.6312,0.2,983.1,0.6,16.093,6.69,-28.7106598493936,0
"26470","Solar Array",2013,1,7,22,0,-5.6,0.6312,0.166666666666667,983.3,0.6,16.093,7.72,-39.5472808251049,0
"26471","Solar Array",2013,1,7,23,0,-5.6,0.6592,0,983.75,0,16.093,6.69,-50.1267933266286,0
"26472","Solar Array",2013,1,7,24,0,-5.6,0.6887,0,985.366666666667,-0.6,16.093,6.69,-59.7375046438133,0
"26473","Solar Array",2013,1,8,1,0,-5.6,0.6887,0,985.466666666667,-0.6,16.093,6.69,-66.770591184303,0
"26474","Solar Array",2013,1,8,2,0,-6.1,0.6876,0,985.7,-1.1,16.093,7.2,-68.3289605883765,0
"26475","Solar Array",2013,1,8,3,0,-6.1,0.6629,0,986.2,-0.6,16.093,8.75,-63.401917711084,0
"26476","Solar Array",2013,1,8,4,0,-5.6,0.7143,0,986.933333333333,-1.1,16.093,6.69,-54.6733516920148,0
"26477","Solar Array",2013,1,8,5,0,-6.1,0.6876,0,987.4,-1.1,16.093,6.69,-44.4064037399951,0
"26478","Solar Array",2013,1,8,6,0,-5.6,0.7143,0,987.933333333333,-1.1,16.093,5.66,-33.6208497009162,0
"26479","Solar Array",2013,1,8,7,0,-5.6,0.7465,0,988.566666666667,-1.7,14.484,4.5075,-22.8092102291897,0
"26480","Solar Array",2013,1,8,8,0,-5.6,0.7465,0,989.366666666667,-1.7,14.484,6.17,-12.2954780647936,0
"26481","Solar Array",2013,1,8,9,0,-5.6,0.7465,0,990,-1.7,12.875,2.57,-2.37603999512977,0
"26482","Solar Array",2013,1,8,10,0,-5.6,0.7465,0,990.9,-1.7,11.265,2.57,6.61203679084447,19070.9
"26483","Solar Array",2013,1,8,11,0,-5,0.7477,0,991.666666666667,-1.1,9.6561,3.6,14.2524284703017,73854.46
"26484","Solar Array",2013,1,8,12,0,-3.9,0.7178,0,992.333333333333,0.6,11.265,4.63,20.0453688736127,100391.14
"26485","Solar Array",2013,1,8,13,0,-3.9,0.6632,0,992.566666666667,1.7,11.265,3.09,23.4706397602596,119120.68
"26486","Solar Array",2013,1,8,14,0,-2.8,0.6657,0,992.433333333333,2.8,12.875,2.57,24.1394605019667,130550.34
"26487","Solar Array",2013,1,8,15,0,-2.2,0.6718,0,992.7,3.3,12.875,3.09,21.9672929510851,115930.92
"26488","Solar Array",2013,1,8,16,0,-2.2,0.6718,0,992.9,3.3,11.265,3.6,17.2181224977421,79920.08
"26489","Solar Array",2013,1,8,17,0,-2.2,0.696,0,993.433333333333,2.8,11.265,4.12,10.3741842293721,25844.98
"26490","Solar Array",2013,1,8,18,0,-3.3,0.7242,0,994.2,1.1,9.6561,3.6,1.95831177856591,0
"26491","Solar Array",2013,1,8,19,0,-3.9,0.7497,0,995.033333333333,0,11.265,2.06,-7.57136439585136,0
"26492","Solar Array",2013,1,8,20,0,-3.9,0.7832,0,995.6,-0.6,9.6561,2.57,-17.8435644596488,0
"26493","Solar Array",2013,1,8,21,0,-3.9,0.6924,0,996,1.1,11.265,4.63,-28.5484784269892,0
"26494","Solar Array",2013,1,8,22,0,-3.9,0.7178,0,996.2,0.6,11.265,4.12,-39.3847768384097,0
"26495","Solar Array",2013,1,8,23,0,-4.4,0.722,0,996.666666666667,0,11.265,5.14,-49.9616955259413,0
"26496","Solar Array",2013,1,8,24,0,-4.4,0.7543,0,996.766666666667,-0.6,11.265,4.63,-59.5684412988695,0
"26497","Solar Array",2013,1,9,1,0,-4.4,0.7824,0,997,-1.1,9.6561,4.12,-66.6061911545751,0
"26498","Solar Array",2013,1,9,2,0,-4.4,0.7824,0,997.2,-1.1,9.6561,3.6,-68.2037590827289,0
"26499","Solar Array",2013,1,9,3,0.5,-3.9,0.7832,0,997.466666666667,-0.6,11.265,4.12,-63.3336035042479,0
"26500","Solar Array",2013,1,9,4,0.25,-3.3,0.6936,0,997.766666666667,1.7,14.484,5.66,-54.6406165916165,0
"26501","Solar Array",2013,1,9,5,1,-3.3,0.6693,0,997.866666666667,2.2,16.093,6.17,-44.3894455924094,0
"26502","Solar Array",2013,1,9,6,1,-2.8,0.6947,0,998,2.2,16.093,4.12,-33.6080690709626,0
"26503","Solar Array",2013,1,9,7,1,-1.7,0.7537,0.25,998.333333333333,2.2,16.093,4.12,-22.793340615632,0
"26504","Solar Array",2013,1,9,8,0,-0.6,0.7556,0,998.7,3.3,16.093,6.69,-12.2711082102905,0
"26505","Solar Array",2013,1,9,9,0,-0.6,0.7556,0,998.766666666667,3.3,16.093,8.23,-2.33843668291702,0
"26506","Solar Array",2013,1,9,10,1,-0.6,0.7556,0,998.966666666667,3.3,14.484,8.23,6.66738240109505,28520.58
"26507","Solar Array",2013,1,9,11,0,0,0.7306,0,999.233333333333,4.4,16.093,8.23,14.3296554628681,101727.68
"26508","Solar Array",2013,1,9,12,0,-0.6,0.6706,0,999.433333333333,5,16.093,9.77,20.1473879162245,145013.88
"26509","Solar Array",2013,1,9,13,0,-0.6,0.6432,0,998.766666666667,5.6,16.093,10.8,23.5976638383325,163914.36
"26510","Solar Array",2013,1,9,14,0,-1.1,0.5748,0,998.1,6.7,16.093,10.8,24.2879047880428,165633.54
"26511","Solar Array",2013,1,9,15,0,-2.2,0.4916,0,997.666666666667,7.8,16.093,13.9,22.1305313033626,154280.68
"26512","Solar Array",2013,1,9,16,0,-2.8,0.4702,0,997.433333333333,7.8,16.093,12.9,17.3889807040921,123338.66
"26513","Solar Array",2013,1,9,17,0.9,-2.2,0.5122,0,997.533333333333,7.2,16.093,11.3,10.5471233483285,58233.68
"26514","Solar Array",2013,1,9,18,0,-3.3,0.5269,0,997.566666666667,5.6,16.093,10.8,2.1300774067448,0
"26515","Solar Array",2013,1,9,19,0,-3.9,0.5477,0,998,4.4,16.093,10.3,-7.4021151906752,0
"26516","Solar Array",2013,1,9,20,0,-3.9,0.5918,0,998.333333333333,3.3,16.093,6.69,-17.6768226265479,0
"26517","Solar Array",2013,1,9,21,0,-4.4,0.5699,0,998.566666666667,3.3,16.093,7.72,-28.3832444579106,0
"26518","Solar Array",2013,1,9,22,0,-4.4,0.5905,0,998.566666666667,2.8,16.093,4.63,-39.2191845654599,0
"26519","Solar Array",2013,1,9,23,0,-4.4,0.6162,0,998.9,2.2,16.093,4.12,-49.7931283278307,0
"26520","Solar Array",2013,1,9,24,0,-5,0.6606,0,998.766666666667,0.6,16.093,3.09,-59.3949841743665,0
"26521","Solar Array",2013,1,10,1,0,-5,0.6606,0,998.766666666667,0.6,16.093,1.54,-66.4356944775681,0
"26522","Solar Array",2013,1,10,2,0,-5,0.69,0,998.666666666667,0,16.093,2.06,-68.0706711954693,0
"26523","Solar Array",2013,1,10,3,0,-5,0.69,0,998.666666666667,0,16.093,3.09,-63.2573813918407,0
"26524","Solar Array",2013,1,10,4,0,-5,0.7477,0,999.2,-1.1,16.093,2.06,-54.6007673801376,0
"26525","Solar Array",2013,1,10,5,0,-5,0.8108,0,999.333333333333,-2.2,16.093,3.09,-44.3659464176026,0
"26526","Solar Array",2013,1,10,6,0,-5,0.7814,0,999.566666666667,-1.7,16.093,2.06,-33.5890195248654,0
"26527","Solar Array",2013,1,10,7,0,-6.1,0.8464,0,1000.13333333333,-3.9,16.093,2.06,-22.77125737268,0
"26528","Solar Array",2013,1,10,8,0,-5.6,0.8407,0,1000.1,-3.3,16.093,1.54,-12.2404308415649,0
"26529","Solar Array",2013,1,10,9,0,-5.6,0.8407,0,1000.33333333333,-3.3,16.093,1.54,-2.29432964732891,0
"26530","Solar Array",2013,1,10,10,0,-6.1,0.8464,0,1000.53333333333,-3.9,16.093,2.06,6.72948829514145,22185.76
"26531","Solar Array",2013,1,10,11,0,-3.3,0.8497,0,1000.53333333333,-1.1,16.093,0,14.4139050878731,101541.64
"26532","Solar Array",2013,1,10,12,0,-2.8,0.7517,0,1000.43333333333,1.1,16.093,2.06,20.2566149674358,152476.78
"26533","Solar Array",2013,1,10,13,0,-2.2,0.6439,0,999.633333333333,3.9,16.093,2.57,23.7318941154696,166289.38
"26534","Solar Array",2013,1,10,14,0,-3.3,0.5494,0,998.766666666667,5,16.093,4.12,24.4432716999176,156171.28
"26535","Solar Array",2013,1,10,15,0,-3.3,0.509,0,998.133333333333,6.1,16.093,3.09,22.3001225727034,152780.7
"26536","Solar Array",2013,1,10,16,0,-3.3,0.4884,0,997.566666666667,6.7,16.093,3.09,17.5654427035085,76049.82
"26537","Solar Array",2013,1,10,17,0,-3.3,0.5269,0,997.6,5.6,16.093,3.6,10.7248844123057,22264.36
"26538","Solar Array",2013,1,10,18,0,-2.8,0.6425,0,997.333333333333,3.3,16.093,3.6,2.30596158182145,0
"26539","Solar Array",2013,1,10,19,0,-2.8,0.6657,0,997,2.8,16.093,3.6,-7.22931262106151,0
"26540","Solar Array",2013,1,10,20,0,-2.8,0.6657,0.255,996.666666666667,2.8,16.093,4.63,-17.5069245509628,0
"26541","Solar Array",2013,1,10,21,0,-2.8,0.6947,0.5075,996.566666666667,2.2,16.093,4.12,-28.2150566215334,0
