City,Year,Month,Day,Hour,Solar_Elevation
Power City,Consumption,6,16,3,-23.72563063
Power City,Consumption,6,16,4,-21.3100536
Power City,Consumption,6,16,5,-16.34267311
Power City,Consumption,6,16,6,-9.314074724
Power City,Consumption,6,16,7,-0.74213505
Power City,Consumption,6,16,8,8.9258960109
Power City,Consumption,6,16,9,19.331259839
Power City,Consumption,6,16,10,30.177725359
Power City,Consumption,6,16,11,41.180056716
Power City,Consumption,6,16,12,51.966533364
Power City,Consumption,6,16,13,61.83017475
Power City,Consumption,6,16,14,69.024803763
Power City,Consumption,6,16,15,70.160576374
Power City,Consumption,6,16,16,64.39821198
Power City,Consumption,6,16,17,55.074506447
Power City,Consumption,6,16,18,44.464306481
Power City,Consumption,6,16,19,33.480965595
Power City,Consumption,6,16,20,22.558198835
Power City,Consumption,6,16,21,11.993412075
Power City,Consumption,6,16,22,2.0729461912
Power City,Consumption,6,16,23,-6.867124748
Power City,Consumption,6,16,24,-14.40694349
Power City,Consumption,6,17,1,-20.04409496
Power City,Consumption,6,17,2,-23.26443205
Power City,Consumption,6,17,3,-23.69981729
Power City,Consumption,6,17,4,-21.29544128
Power City,Consumption,6,17,5,-16.3385897
Power City,Consumption,6,17,6,-9.31893227
Power City,Consumption,6,17,7,-0.754067603
Power City,Consumption,6,17,8,8.9086731425
Power City,Consumption,6,17,9,19.310379361
Power City,Consumption,6,17,10,30.15479092
Power City,Consumption,6,17,11,41.156953195
Power City,Consumption,6,17,12,51.946124587
Power City,Consumption,6,17,13,61.818035961
Power City,Consumption,6,17,14,69.032227438
Power City,Consumption,6,17,15,70.195948705
Power City,Consumption,6,17,16,64.448294349
Power City,Consumption,6,17,17,55.128443245
Power City,Consumption,6,17,18,44.519053289
Power City,Consumption,6,17,19,33.535687798
Power City,Consumption,6,17,20,22.612474882
Power City,Consumption,6,17,21,12.046771384
Power City,Consumption,6,17,22,2.1246812677
Power City,Consumption,6,17,23,-6.818106246
Power City,Consumption,6,17,24,-14.36224702
Power City,Consumption,6,18,1,-20.00584327
Power City,Consumption,6,18,2,-23.23493773
Power City,Consumption,6,18,3,-23.68084215
Power City,Consumption,6,18,4,-21.28746543
Power City,Consumption,6,18,5,-16.34073453
Power City,Consumption,6,18,6,-9.329520343
Power City,Consumption,6,18,7,-0.771239356
Power City,Consumption,6,18,8,8.8866359896
Power City,Consumption,6,18,9,19.285005675
Power City,Consumption,6,18,10,30.127545805
Power City,Consumption,6,18,11,41.129529041
Power City,Consumption,6,18,12,51.92108969
Power City,Consumption,6,18,13,61.80049372
Power City,Consumption,6,18,14,69.033025491
Power City,Consumption,6,18,15,70.224525481
Power City,Consumption,6,18,16,64.492887872
Power City,Consumption,6,18,17,55.177871056
Power City,Consumption,6,18,18,44.56971768
Power City,Consumption,6,18,19,33.586403916
Power City,Consumption,6,18,20,22.662599172
Power City,Consumption,6,18,21,12.095676109
Power City,Consumption,6,18,22,2.1715385847
Power City,Consumption,6,18,23,-6.774476
Power City,Consumption,6,18,24,-14.32348646
Power City,Consumption,6,19,1,-19.97402736
Power City,Consumption,6,19,2,-23.21221422
Power City,Consumption,6,19,3,-23.66870581
Power City,Consumption,6,19,4,-21.28611144
Power City,Consumption,6,19,5,-16.34907915
Power City,Consumption,6,19,6,-9.345798522
Power City,Consumption,6,19,7,-0.793599976
Power City,Consumption,6,19,8,8.8598429007
Power City,Consumption,6,19,9,19.255203552
Power City,Consumption,6,19,10,30.096059894
Power City,Consumption,6,19,11,41.097858032
Power City,Consumption,6,19,12,51.891504481
Power City,Consumption,6,19,13,61.777619693
Power City,Consumption,6,19,14,69.027238809
Power City,Consumption,6,19,15,70.246275899
Power City,Consumption,6,19,16,64.531927053
Power City,Consumption,6,19,17,55.22271823
Power City,Consumption,6,19,18,44.616227303
Power City,Consumption,6,19,19,33.633042545
Power City,Consumption,6,19,20,22.708502538
Power City,Consumption,6,19,21,12.140060778
Power City,Consumption,6,19,22,2.2134582028
Power City,Consumption,6,19,23,-6.736286154
Power City,Consumption,6,19,24,-14.29070354
Power City,Consumption,6,20,1,-19.94867597
Power City,Consumption,6,20,2,-23.19627531
Power City,Consumption,6,20,3,-23.66340638
Power City,Consumption,6,20,4,-21.29136216
Power City,Consumption,6,20,5,-16.36359259
Power City,Consumption,6,20,6,-9.367724036
Power City,Consumption,6,20,7,-0.821097039
Power City,Consumption,6,20,8,8.828353978
Power City,Consumption,6,20,9,19.221039119
Power City,Consumption,6,20,10,30.060403997
Power City,Consumption,6,20,11,41.062014458
Power City,Consumption,6,20,12,51.857445011
Power City,Consumption,6,20,13,61.749486158
Power City,Consumption,6,20,14,69.014910998
Power City,Consumption,6,20,15,70.261172245
Power City,Consumption,6,20,16,64.5653468
Power City,Consumption,6,20,17,55.262912827
Power City,Consumption,6,20,18,44.658509746
Power City,Consumption,6,20,19,33.675532664
Power City,Consumption,6,20,20,22.750116662
Power City,Consumption,6,20,21,12.179861235
Power City,Consumption,6,20,22,2.2503819049
Power City,Consumption,6,20,23,-6.703586787
Power City,Consumption,6,20,24,-14.2639377
Power City,Consumption,6,21,1,-19.9298154
Power City,Consumption,6,21,2,-23.18713235
Power City,Consumption,6,21,3,-23.66493946
Power City,Consumption,6,21,4,-21.30319796
Power City,Consumption,6,21,5,-16.38424144
Power City,Consumption,6,21,6,-9.39525181
Power City,Consumption,6,21,7,-0.853676087
Power City,Consumption,6,21,8,8.7922309969
Power City,Consumption,6,21,9,19.182579759
Power City,Consumption,6,21,10,30.020649738
Power City,Consumption,6,21,11,41.022072996
Power City,Consumption,6,21,12,51.818987421
Power City,Consumption,6,21,13,61.716165813
Power City,Consumption,6,21,14,68.996088205
Power City,Consumption,6,21,15,70.269190019
Power City,Consumption,6,21,16,64.593082612
Power City,Consumption,6,21,17,55.298382768
Power City,Consumption,6,21,18,44.696492666
Power City,Consumption,6,21,19,33.713803746
Power City,Consumption,6,21,20,22.787374184
Power City,Consumption,6,21,21,12.215014713
Power City,Consumption,6,21,22,2.2822532659
Power City,Consumption,6,21,23,-6.676425864
Power City,Consumption,6,21,24,-14.24322603
Power City,Consumption,6,22,1,-19.91746951
Power City,Consumption,6,22,2,-23.18479418
Power City,Consumption,6,22,3,-23.67329819
Power City,Consumption,6,22,4,-21.3215967
Power City,Consumption,6,22,5,-16.41098985
Power City,Consumption,6,22,6,-9.428334521
Power City,Consumption,6,22,7,-0.891280698
Power City,Consumption,6,22,8,8.7515373237
Power City,Consumption,6,22,9,19.13989402
Power City,Consumption,6,22,10,29.976869447
Power City,Consumption,6,22,11,40.978108575
Power City,Consumption,6,22,12,51.776207784
Power City,Consumption,6,22,13,61.677731575
Power City,Consumption,6,22,14,68.970818934
Power City,Consumption,6,22,15,70.270308034
Power City,Consumption,6,22,16,64.615070771
Power City,Consumption,6,22,17,55.329055983
Power City,Consumption,6,22,18,44.73010391
Power City,Consumption,6,22,19,33.747785866
Power City,Consumption,6,22,20,22.820208791
Power City,Consumption,6,22,21,12.245459927
Power City,Consumption,6,22,22,2.3090177211
Power City,Consumption,6,22,23,-6.65484918
Power City,Consumption,6,22,24,-14.22860325
Power City,Consumption,6,23,1,-19.9116597
Power City,Consumption,6,23,2,-23.18926717
Power City,Consumption,6,23,3,-23.68847319
Power City,Consumption,6,23,4,-21.34653377
Power City,Consumption,6,23,5,-16.44379959
Power City,Consumption,6,23,6,-9.466922643
Power City,Consumption,6,23,7,-0.933852554
Power City,Consumption,6,23,8,8.7063378338
Power City,Consumption,6,23,9,19.093051517
Power City,Consumption,6,23,10,29.92913605
Power City,Consumption,6,23,11,40.930196255
Power City,Consumption,6,23,12,51.72918196
Power City,Consumption,6,23,13,61.634256398
Power City,Consumption,6,23,14,68.939153854
Power City,Consumption,6,23,15,70.264508521
Power City,Consumption,6,23,16,64.63124854
Power City,Consumption,6,23,17,55.354860577
Power City,Consumption,6,23,18,44.759271656
Power City,Consumption,6,23,19,33.777409817
Power City,Consumption,6,23,20,22.848555318
Power City,Consumption,6,23,21,12.271137152
Power City,Consumption,6,23,22,2.3306226332
Power City,Consumption,6,23,23,-6.638900312
Power City,Consumption,6,23,24,-14.22010167
Power City,Consumption,6,24,1,-19.91240486
Power City,Consumption,6,24,2,-23.2005552
Power City,Consumption,6,24,3,-23.71045263
Power City,Consumption,6,24,4,-21.37798213
Power City,Consumption,6,24,5,-16.48263007
Power City,Consumption,6,24,6,-9.510964503
Power City,Consumption,6,24,7,-0.98133151
Power City,Consumption,6,24,8,8.6566988276
Power City,Consumption,6,24,9,19.042122833
Power City,Consumption,6,24,10,29.877522959
Power City,Consumption,6,24,11,40.878411107
Power City,Consumption,6,24,12,51.677985452
Power City,Consumption,6,24,13,61.585813087
Power City,Consumption,6,24,14,68.901145611
Power City,Consumption,6,24,15,70.251777211
Power City,Consumption,6,24,16,64.641554363
Power City,Consumption,6,24,17,55.37572499
Power City,Consumption,6,24,18,44.783924537
Power City,Consumption,6,24,19,33.802607221
Power City,Consumption,6,24,20,22.872349845
Power City,Consumption,6,24,21,12.291988304
Power City,Consumption,6,24,22,2.347017358
Power City,Consumption,6,24,23,-6.628620569
Power City,Consumption,6,24,24,-14.21775116
Power City,Consumption,6,25,1,-19.91972142
Power City,Consumption,6,25,2,-23.21865966
Power City,Consumption,6,25,3,-23.73922221
Power City,Consumption,6,25,4,-21.41591229
Power City,Consumption,6,25,5,-16.52743838
Power City,Consumption,6,25,6,-9.560406338
Power City,Consumption,6,25,7,-1.033655664
Power City,Consumption,6,25,8,8.6026879462
Power City,Consumption,6,25,9,18.987179427
Power City,Consumption,6,25,10,29.822103966
Power City,Consumption,6,25,11,40.822828088
Power City,Consumption,6,25,12,51.622693267
Power City,Consumption,6,25,13,61.532474131
Power City,Consumption,6,25,14,68.856848638
Power City,Consumption,6,25,15,70.232103411
Power City,Consumption,6,25,16,64.645928069
Power City,Consumption,6,25,17,55.391578166
Power City,Consumption,6,25,18,44.803991784
Power City,Consumption,6,25,19,33.823310647
Power City,Consumption,6,25,20,22.891529794
Power City,Consumption,6,25,21,12.307957024
Power City,Consumption,6,25,22,2.3581533088
Power City,Consumption,6,25,23,-6.624048945
Power City,Consumption,6,25,24,-14.22157913
Power City,Consumption,6,26,1,-19.93362325
Power City,Consumption,6,26,2,-23.24357945
Power City,Consumption,6,26,3,-23.77476518
Power City,Consumption,6,26,4,-21.46029239
Power City,Consumption,6,26,5,-16.57817935
Power City,Consumption,6,26,6,-9.615192349
Power City,Consumption,6,26,7,-1.090761428
Power City,Consumption,6,26,8,8.5443740867
Power City,Consumption,6,26,9,18.928293534
Power City,Consumption,6,26,10,29.762953135
Power City,Consumption,6,26,11,40.763521928
Power City,Consumption,6,26,12,51.563379786
Power City,Consumption,6,26,13,61.47431153
Power City,Consumption,6,26,14,68.806318963
Power City,Consumption,6,26,15,70.205480066
Power City,Consumption,6,26,16,64.644311081
Power City,Consumption,6,26,17,55.402349728
Power City,Consumption,6,26,18,44.819403365
Power City,Consumption,6,26,19,33.839453723
Power City,Consumption,6,26,20,22.906034028
Power City,Consumption,6,26,21,12.318988756
Power City,Consumption,6,26,22,2.3639840191
Power City,Consumption,6,26,23,-6.625222075
Power City,Consumption,6,26,24,-14.23161048
Power City,Consumption,6,27,1,-19.95412173
Power City,Consumption,6,27,2,-23.27531098
Power City,Consumption,6,27,3,-23.81706236
Power City,Consumption,6,27,4,-21.51108817
Power City,Consumption,6,27,5,-16.63480558
Power City,Consumption,6,27,6,-9.675264764
Power City,Consumption,6,27,7,-1.152583604
Power City,Consumption,6,27,8,8.4818273162
Power City,Consumption,6,27,9,18.865538074
Power City,Consumption,6,27,10,29.700144703
Power City,Consumption,6,27,11,40.700567018
Power City,Consumption,6,27,12,51.500118637
Power City,Consumption,6,27,13,61.411396648
Power City,Consumption,6,27,14,68.74961402
Power City,Consumption,6,27,15,70.171903806
Power City,Consumption,6,27,16,64.636646618
Power City,Consumption,6,27,17,55.407970153
Power City,Consumption,6,27,18,44.830090123
Power City,Consumption,6,27,19,33.850971257
Power City,Consumption,6,27,20,22.915802943
Power City,Consumption,6,27,21,12.325030826
Power City,Consumption,6,27,22,2.3644652038
Power City,Consumption,6,27,23,-6.632174189
Power City,Consumption,6,27,24,-14.2478676
Power City,Consumption,6,28,1,-19.98122567
Power City,Consumption,6,28,2,-23.31384818
Power City,Consumption,6,28,3,-23.86609215
Power City,Consumption,6,28,4,-21.56826307
Power City,Consumption,6,28,5,-16.69726745
Power City,Consumption,6,28,6,-9.740563893
Power City,Consumption,6,28,7,-1.219055456
Power City,Consumption,6,28,8,8.4151187861
Power City,Consumption,6,28,9,18.798986552
Power City,Consumption,6,28,10,29.633752972
Power City,Consumption,6,28,11,40.634037297
Power City,Consumption,6,28,12,51.432982574
Power City,Consumption,6,28,13,61.343800058
Power City,Consumption,6,28,14,68.686792466
Power City,Consumption,6,28,15,70.131374982
Power City,Consumption,6,28,16,64.622879905
Power City,Consumption,6,28,17,55.408370947
Power City,Consumption,6,28,18,44.835983922
Power City,Consumption,6,28,19,33.857799353
Power City,Consumption,6,28,20,22.920778574
Power City,Consumption,6,28,21,12.326032523
Power City,Consumption,6,28,22,2.3595548189
Power City,Consumption,6,28,23,-6.644937075
Power City,Consumption,6,28,24,-14.27037033
Power City,Consumption,6,29,1,-20.01494137
Power City,Consumption,6,29,2,-23.35918249
Power City,Consumption,6,29,3,-23.92183055
Power City,Consumption,6,29,4,-21.6317782
Power City,Consumption,6,29,5,-16.76551326
Power City,Consumption,6,29,6,-9.811028195
Power City,Consumption,6,29,7,-1.290108788
Power City,Consumption,6,29,8,8.3443206453
Power City,Consumption,6,29,9,18.728712966
Power City,Consumption,6,29,10,29.563852212
Power City,Consumption,6,29,11,40.564006151
Power City,Consumption,6,29,12,51.362043361
Power City,Consumption,6,29,13,61.271591404
Power City,Consumption,6,29,14,68.617914
Power City,Consumption,6,29,15,70.083897682
Power City,Consumption,6,29,16,64.602958374
Power City,Consumption,6,29,17,55.403484833
Power City,Consumption,6,29,18,44.837017791
Power City,Consumption,6,29,19,33.859875526
Power City,Consumption,6,29,20,22.920904679
Power City,Consumption,6,29,21,12.321945171
Power City,Consumption,6,29,22,2.3492131192
Power City,Consumption,6,29,23,-6.663540035
Power City,Consumption,6,29,24,-14.29913593
Power City,Consumption,6,30,1,-20.05527255
Power City,Consumption,6,30,2,-23.41130291
Power City,Consumption,6,30,3,-23.98425118
Power City,Consumption,6,30,4,-21.7015924
Power City,Consumption,6,30,5,-16.83948918
Power City,Consumption,6,30,6,-9.886594338
Power City,Consumption,6,30,7,-1.365674017
Power City,Consumption,6,30,8,8.2695059537
Power City,Consumption,6,30,9,18.654791713
Power City,Consumption,6,30,10,29.49051656
Power City,Consumption,6,30,11,40.490546307
Power City,Consumption,6,30,12,51.287371669
Power City,Consumption,6,30,13,61.194839278
Power City,Consumption,6,30,14,68.543039191
Power City,Consumption,6,30,15,70.029479743
Power City,Consumption,6,30,16,64.576831866
Power City,Consumption,6,30,17,55.393245924
Power City,Consumption,6,30,18,44.833126069
Power City,Consumption,6,30,19,33.857138824
Power City,Consumption,6,30,20,22.916126846
Power City,Consumption,6,30,21,12.312722206
Power City,Consumption,6,30,22,2.3334027144
Power City,Consumption,6,30,23,-6.688009851
Power City,Consumption,6,30,24,-14.33417909
Power City,Consumption,7,1,1,-20.10222041
Power City,Consumption,7,1,2,-23.47019595
Power City,Consumption,7,1,3,-24.05332532
Power City,Consumption,7,1,4,-21.77766229
Power City,Consumption,7,1,5,-16.91913935
Power City,Consumption,7,1,6,-9.967197267
Power City,Consumption,7,1,7,-1.445680254
Power City,Consumption,7,1,8,8.190748595
Power City,Consumption,7,1,9,18.577297495
Power City,Consumption,7,1,10,29.413819927
Power City,Consumption,7,1,11,40.413729737
Power City,Consumption,7,1,12,51.209036968
Power City,Consumption,7,1,13,61.113611097
Power City,Consumption,7,1,14,68.462229305
Power City,Consumption,7,1,15,69.968132743
Power City,Consumption,7,1,16,64.54445283
Power City,Consumption,7,1,17,55.377589915
Power City,Consumption,7,1,18,44.82424455
Power City,Consumption,7,1,19,33.849529941
Power City,Consumption,7,1,20,22.906392577
Power City,Consumption,7,1,21,12.298319252
Power City,Consumption,7,1,22,2.3120886236
Power City,Consumption,7,1,23,-6.718370747
Power City,Consumption,7,1,24,-14.37551189
Power City,Consumption,7,2,1,-20.15578357
Power City,Consumption,7,2,2,-23.53584571
Power City,Consumption,7,2,3,-24.12902192
Power City,Consumption,7,2,4,-21.85994228
Power City,Consumption,7,2,5,-17.00440592
Power City,Consumption,7,2,6,-10.05277027
Power City,Consumption,7,2,7,-1.53005538
Power City,Consumption,7,2,8,8.1081231899
Power City,Consumption,7,2,9,18.496305229
Power City,Consumption,7,2,10,29.333835901
Power City,Consumption,7,2,11,40.333627564
Power City,Consumption,7,2,12,51.127107436
Power City,Consumption,7,2,13,61.027972992
Power City,Consumption,7,2,14,68.375546147
Power City,Consumption,7,2,15,69.899871974
Power City,Consumption,7,2,16,64.505776508
Power City,Consumption,7,2,17,55.356454258
Power City,Consumption,7,2,18,44.810310629
Power City,Consumption,7,2,19,33.836991335
Power City,Consumption,7,2,20,22.891651389
Power City,Consumption,7,2,21,12.27869419
Power City,Consumption,7,2,22,2.2852383273
Power City,Consumption,7,2,23,-6.754644357
Power City,Consumption,7,2,24,-14.42314379
Power City,Consumption,7,3,1,-20.2159581
Power City,Consumption,7,3,2,-23.60823384
Power City,Consumption,7,3,3,-24.21130762
Power City,Consumption,7,3,4,-21.94838464
Power City,Consumption,7,3,5,-17.09522914
Power City,Consumption,7,3,6,-10.14324504
Power City,Consumption,7,3,7,-1.618726129
Power City,Consumption,7,3,8,8.021705009
Power City,Consumption,7,3,9,18.411889954
Power City,Consumption,7,3,10,29.250637655
Power City,Consumption,7,3,11,40.250309969
Power City,Consumption,7,3,12,51.041649869
Power City,Consumption,7,3,13,60.937989713
Power City,Consumption,7,3,14,68.28305191
Power City,Consumption,7,3,15,69.824716417
Power City,Consumption,7,3,16,64.460761125
Power City,Consumption,7,3,17,55.329778347
Power City,Consumption,7,3,18,44.79126345
Power City,Consumption,7,3,19,33.819467345
Power City,Consumption,7,3,20,22.871854899
Power City,Consumption,7,3,21,12.253807227
Power City,Consumption,7,3,22,2.2528218182
Power City,Consumption,7,3,23,-6.796849693
Power City,Consumption,7,3,24,-14.4770816
Power City,Consumption,7,4,1,-20.28273754
Power City,Consumption,7,4,2,-23.68733958
Power City,Consumption,7,4,3,-24.3001468
Power City,Consumption,7,4,4,-22.04293951
Power City,Consumption,7,4,5,-17.19154734
Power City,Consumption,7,4,6,-10.23855174
Power City,Consumption,7,4,7,-1.71161816
Power City,Consumption,7,4,8,7.931569886
Power City,Consumption,7,4,9,18.324126739
Power City,Consumption,7,4,10,29.164297861
Power City,Consumption,7,4,11,40.163846107
Power City,Consumption,7,4,12,50.952729599
Power City,Consumption,7,4,13,60.843724537
Power City,Consumption,7,4,14,68.184809028
Power City,Consumption,7,4,15,69.742688688
Power City,Consumption,7,4,16,64.409368065
Power City,Consumption,7,4,17,55.297503699
Power City,Consumption,7,4,18,44.767044046
Power City,Consumption,7,4,19,33.796904303
Power City,Consumption,7,4,20,22.846956918
Power City,Consumption,7,4,21,12.22362097
Power City,Consumption,7,4,22,2.2148116488
Power City,Consumption,7,4,23,-6.845003115
Power City,Consumption,7,4,24,-14.53732952
Power City,Consumption,7,5,1,-20.35611286
Power City,Consumption,7,5,2,-23.77313978
Power City,Consumption,7,5,3,-24.3955016
Power City,Consumption,7,5,4,-22.14355496
Power City,Consumption,7,5,5,-17.29329705
Power City,Consumption,7,5,6,-10.33861912
Power City,Consumption,7,5,7,-1.808656147
Power City,Consumption,7,5,8,7.8377941311
Power City,Consumption,7,5,9,18.233090601
Power City,Consumption,7,5,10,29.074888596
Power City,Consumption,7,5,11,40.074304023
Power City,Consumption,7,5,12,50.860410414
Power City,Consumption,7,5,13,60.745239189
Power City,Consumption,7,5,14,68.080880044
Power City,Consumption,7,5,15,69.653814982
Power City,Consumption,7,5,16,64.351562033
Power City,Consumption,7,5,17,55.259574128
Power City,Consumption,7,5,18,44.737595487
Power City,Consumption,7,5,19,33.769250649
Power City,Consumption,7,5,20,22.816913538
Power City,Consumption,7,5,21,12.188100486
Power City,Consumption,7,5,22,2.1711829783
Power City,Consumption,7,5,23,-6.899118307
Power City,Consumption,7,5,24,-14.60388905
Power City,Consumption,7,6,1,-20.4360725
Power City,Consumption,7,6,2,-23.86560891
Power City,Consumption,7,6,3,-24.49733195
Power City,Consumption,7,6,4,-22.25017706
Power City,Consumption,7,6,5,-17.40041305
Power City,Consumption,7,6,6,-10.44337449
Power City,Consumption,7,6,7,-1.90976385
Power City,Consumption,7,6,8,7.7404544451
Power City,Consumption,7,6,9,18.13885641
Power City,Consumption,7,6,10,28.982481267
Power City,Consumption,7,6,11,39.981750578
Power City,Consumption,7,6,12,50.764754495
Power City,Consumption,7,6,13,60.642593773
Power City,Consumption,7,6,14,67.971327486
Power City,Consumption,7,6,15,69.558125005
Power City,Consumption,7,6,16,64.287311217
Power City,Consumption,7,6,17,55.215935923
Power City,Consumption,7,6,18,44.702863018
Power City,Consumption,7,6,19,33.736457041
Power City,Consumption,7,6,20,22.781683217
Power City,Consumption,7,6,21,12.14721337
Power City,Consumption,7,6,22,2.1219136158
Power City,Consumption,7,6,23,-6.959206246
Power City,Consumption,7,6,24,-14.67675905
Power City,Consumption,7,7,1,-20.52260237
Power City,Consumption,7,7,2,-23.96471911
Power City,Consumption,7,7,3,-24.60559561
Power City,Consumption,7,7,4,-22.36274986
Power City,Consumption,7,7,5,-17.51282838
Power City,Consumption,7,7,6,-10.55274389
Power City,Consumption,7,7,7,-2.014864203
Power City,Consumption,7,7,8,7.6396278334
Power City,Consumption,7,7,9,18.041498809
Power City,Consumption,7,7,10,28.88714652
Power City,Consumption,7,7,11,39.886251369
Power City,Consumption,7,7,12,50.665822348
Power City,Consumption,7,7,13,60.53584671
Power City,Consumption,7,7,14,67.856213751
Power City,Consumption,7,7,15,69.455651889
Power City,Consumption,7,7,16,64.216587435
Power City,Consumption,7,7,17,55.166538016
Power City,Consumption,7,7,18,44.662794201
Power City,Consumption,7,7,19,33.698476465
Power City,Consumption,7,7,20,22.741226863
Power City,Consumption,7,7,21,12.100929803
Power City,Consumption,7,7,22,2.0669840626
Power City,Consumption,7,7,23,-7.025275185
Power City,Consumption,7,7,24,-14.75593573
Power City,Consumption,7,8,1,-20.61568585
Power City,Consumption,7,8,2,-24.07044016
Power City,Consumption,7,8,3,-24.72024819
Power City,Consumption,7,8,4,-22.48121551
Power City,Consumption,7,8,5,-17.63047449
Power City,Consumption,7,8,6,-10.66665212
Power City,Consumption,7,8,7,-2.123879393
Power City,Consumption,7,8,8,7.5353915213
Power City,Consumption,7,8,9,17.941092126
Power City,Consumption,7,8,10,28.788954168
Power City,Consumption,7,8,11,39.787870667
Power City,Consumption,7,8,12,50.563672749
Power City,Consumption,7,8,13,60.425054693
Power City,Consumption,7,8,14,67.735601001
Power City,Consumption,7,8,15,69.346432107
Power City,Consumption,7,8,16,64.139366265
Power City,Consumption,7,8,17,55.111332147
Power City,Consumption,7,8,18,44.617339047
Power City,Consumption,7,8,19,33.65526434
Power City,Consumption,7,8,20,22.695507917
Power City,Consumption,7,8,21,12.049222617
Power City,Consumption,7,8,22,2.0063775509
Power City,Consumption,7,8,23,-7.09733063
Power City,Consumption,7,8,24,-14.84141258
Power City,Consumption,7,9,1,-20.71530383
Power City,Consumption,7,9,2,-24.18273956
Power City,Consumption,7,9,3,-24.84124322
Power City,Consumption,7,9,4,-22.60551426
Power City,Consumption,7,9,5,-17.7532812
Power City,Consumption,7,9,6,-10.7850228
Power City,Consumption,7,9,7,-2.236730938
Power City,Consumption,7,9,8,7.4278228696
Power City,Consumption,7,9,9,17.837710294
Power City,Consumption,7,9,10,28.687973112
Power City,Consumption,7,9,11,39.686671343
Power City,Consumption,7,9,12,50.458362693
Power City,Consumption,7,9,13,60.310272638
Power City,Consumption,7,9,14,67.609551071
Power City,Consumption,7,9,15,69.230505369
Power City,Consumption,7,9,16,64.055627169
Power City,Consumption,7,9,17,55.050273025
Power City,Consumption,7,9,18,44.566450154
Power City,Consumption,7,9,19,33.606778623
Power City,Consumption,7,9,20,22.644492429
Power City,Consumption,7,9,21,11.992067345
Power City,Consumption,7,9,22,1.9400800807
Power City,Consumption,7,9,23,-7.175375318
Power City,Consumption,7,9,24,-14.93318046
Power City,Consumption,7,10,1,-20.82143468
Power City,Consumption,7,10,2,-24.30158252
Power City,Consumption,7,10,3,-24.96853216
Power City,Consumption,7,10,4,-22.73558453
Power City,Consumption,7,10,5,-17.88117684
Power City,Consumption,7,10,6,-10.90777848
Power City,Consumption,7,10,7,-2.353339772
Power City,Consumption,7,10,8,7.3169992914
Power City,Consumption,7,10,9,17.73142677
Power City,Consumption,7,10,10,28.584271267
Power City,Consumption,7,10,11,39.582714817
Power City,Consumption,7,10,12,50.349947352
Power City,Consumption,7,10,13,60.19155366
Power City,Consumption,7,10,14,67.478125385
Power City,Consumption,7,10,15,69.107914524
Power City,Consumption,7,10,16,63.965353603
Power City,Consumption,7,10,17,54.98331848
Power City,Consumption,7,10,18,44.510082833
Power City,Consumption,7,10,19,33.552979908
Power City,Consumption,7,10,20,22.588149134
Power City,Consumption,7,10,21,11.92944228
Power City,Consumption,7,10,22,1.8680804543
Power City,Consumption,7,10,23,-7.259409207
Power City,Consumption,7,10,24,-15.03122754
Power City,Consumption,7,11,1,-20.9340543
Power City,Consumption,7,11,2,-24.42693203
Power City,Consumption,7,11,3,-25.10206445
Power City,Consumption,7,11,4,-22.87136296
Power City,Consumption,7,11,5,-18.01408827
Power City,Consumption,7,11,6,-11.03484066
Power City,Consumption,7,11,7,-2.473626325
Power City,Consumption,7,11,8,7.2029981697
Power City,Consumption,7,11,9,17.622314454
Power City,Consumption,7,11,10,28.477915495
Power City,Consumption,7,11,11,39.476060992
Power City,Consumption,7,11,12,50.238480034
Power City,Consumption,7,11,13,60.068949044
Power City,Consumption,7,11,14,67.341384887
Power City,Consumption,7,11,15,68.97870544
Power City,Consumption,7,11,16,63.868533107
Power City,Consumption,7,11,17,54.910429611
Power City,Consumption,7,11,18,44.44819523
Power City,Consumption,7,11,19,33.493831524
Power City,Consumption,7,11,20,22.526449528
Power City,Consumption,7,11,21,11.861328523
Power City,Consumption,7,11,22,1.7903703076
Power City,Consumption,7,11,23,-7.349429459
Power City,Consumption,7,11,24,-15.1355393
Power City,Consumption,7,12,1,-21.05313612
Power City,Consumption,7,12,2,-24.55874882
Power City,Consumption,7,12,3,-25.24178753
Power City,Consumption,7,12,4,-23.01278446
Power City,Consumption,7,12,5,-18.15194096
Power City,Consumption,7,12,6,-11.16612994
Power City,Consumption,7,12,7,-2.597510601
Power City,Consumption,7,12,8,7.0858967767
Power City,Consumption,7,12,9,17.510445617
Power City,Consumption,7,12,10,28.368971536
Power City,Consumption,7,12,11,39.36676821
Power City,Consumption,7,12,12,50.124012153
Power City,Consumption,7,12,13,59.942508236
Power City,Consumption,7,12,14,67.199389972
Power City,Consumption,7,12,15,68.842926894
Power City,Consumption,7,12,16,63.765157391
Power City,Consumption,7,12,17,54.831570923
Power City,Consumption,7,12,18,44.380748454
Power City,Consumption,7,12,19,33.429299629
Power City,Consumption,7,12,20,22.459367931
Power City,Consumption,7,12,21,11.787710033
Power City,Consumption,7,12,22,1.7069441396
Power City,Consumption,7,12,23,-7.445430426
Power City,Consumption,7,12,24,-15.24609859
Power City,Consumption,7,13,1,-21.17865114
Power City,Consumption,7,13,2,-24.69699148
Power City,Consumption,7,13,3,-25.38764693
Power City,Consumption,7,13,4,-23.15978226
Power City,Consumption,7,13,5,-18.29465907
