City,Year,Month,Day,Hour,Cloud_Cover_Fraction,Dew_Point,Humidity_Fraction,Precipitable_Water,Temperature,Visibility
Power City,Consumption,6,15,4,0,21.7,0.85,37,24.4,8
Power City,Consumption,6,15,5,0.2,21.1,0.84,37,23.9,6.4
Power City,Consumption,6,15,6,0.3,21.7,0.85,38,24.4,6.4
Power City,Consumption,6,15,7,0.6,22.2,0.79,38,26.1,6.4
Power City,Consumption,6,15,8,0.6,22.2,0.82,38,25.6,9.6
Power City,Consumption,6,15,9,0.7,22.2,0.72,38,27.8,9.6
Power City,Consumption,6,15,10,0.4,22.8,0.68,38,29.4,11.2
Power City,Consumption,6,15,11,0,23.3,0.63,38,31.1,16
Power City,Consumption,6,15,12,0.4,22.8,0.58,38,32.2,16
Power City,Consumption,6,15,13,0.6,22.8,0.59,38,31.7,16
Power City,Consumption,6,15,14,0.5,22.2,0.54,38,32.8,16
Power City,Consumption,6,15,15,0.4,21.7,0.51,38,33.3,16
Power City,Consumption,6,15,16,0.4,21.7,0.52,38,32.8,19.2
Power City,Consumption,6,15,17,0.2,21.7,0.51,38,33.3,19.2
Power City,Consumption,6,15,18,0.3,21.7,0.56,39,31.7,19.2
Power City,Consumption,6,15,19,0.7,22.2,0.59,39,31.1,24
Power City,Consumption,6,15,20,0.8,22.2,0.67,39,28.9,19.2
Power City,Consumption,6,15,21,0.7,22.2,0.74,39,27.2,19.2
Power City,Consumption,6,15,22,0.3,21.7,0.79,39,25.6,12.8
Power City,Consumption,6,15,23,0,21.7,0.77,39,26.1,12.8
Power City,Consumption,6,15,24,0,21.1,0.79,39,25,12.8
Power City,Consumption,6,16,1,0,21.1,0.84,39,23.9,12.8
Power City,Consumption,6,16,2,0,20.6,0.85,39,23.3,12.8
Power City,Consumption,6,16,3,0,20.6,0.85,39,23.3,12.8
Power City,Consumption,6,16,4,0.1,20.6,0.85,39,23.3,12.8
Power City,Consumption,6,16,5,0.6,20.6,0.85,39,23.3,9.6
Power City,Consumption,6,16,6,0.6,20.6,0.85,39,23.3,9.6
Power City,Consumption,6,16,7,0.4,21.7,0.77,39,26.1,11.2
Power City,Consumption,6,16,8,0.1,21.7,0.69,39,27.8,11.2
Power City,Consumption,6,16,9,0.3,22.2,0.67,39,28.9,11.2
Power City,Consumption,6,16,10,0.5,22.2,0.61,39,30.6,11.2
Power City,Consumption,6,16,11,0.3,22.2,0.56,39,32.2,12.8
Power City,Consumption,6,16,12,0.2,21.7,0.51,39,33.3,14.4
Power City,Consumption,6,16,13,0.3,20.6,0.49,39,32.8,14.4
Power City,Consumption,6,16,14,0.2,20.6,0.45,39,34.4,14.4
Power City,Consumption,6,16,15,0.3,20.6,0.46,39,33.9,14.4
Power City,Consumption,6,16,16,0.2,20,0.42,39,35,14.4
Power City,Consumption,6,16,17,0.3,20,0.44,38,33.9,14.4
Power City,Consumption,6,16,18,0.4,20,0.46,38,33.3,17.6
Power City,Consumption,6,16,19,0.1,21.7,0.56,38,31.7,17.6
Power City,Consumption,6,16,20,0.7,22.2,0.7,38,28.3,16
Power City,Consumption,6,16,21,0.6,21.1,0.76,38,25.6,16
Power City,Consumption,6,16,22,0.2,21.1,0.84,38,23.9,16
Power City,Consumption,6,16,23,0.3,20.6,0.91,38,22.2,16
Power City,Consumption,6,16,24,0.2,20.6,0.93,38,21.7,16
Power City,Consumption,6,17,1,0,19.4,0.96,38,20,16
Power City,Consumption,6,17,2,0,19.4,0.96,38,20,16
Power City,Consumption,6,17,3,0,18.9,0.93,38,20,16
Power City,Consumption,6,17,4,0.6,19.4,0.96,38,20,12.8
Power City,Consumption,6,17,5,0.6,18.3,0.93,38,19.4,9.6
Power City,Consumption,6,17,6,0.5,18.9,0.97,38,19.4,9.6
Power City,Consumption,6,17,7,0.6,21.1,0.74,38,26.1,9.6
Power City,Consumption,6,17,8,0.6,21.7,0.74,38,26.7,16
Power City,Consumption,6,17,9,0.6,20,0.59,38,28.9,16
Power City,Consumption,6,17,10,0.5,19.4,0.51,38,30.6,16
Power City,Consumption,6,17,11,0,20.6,0.49,38,32.8,16
Power City,Consumption,6,17,12,0,20,0.49,39,32.2,16
Power City,Consumption,6,17,13,0.4,20.6,0.49,39,32.8,16
Power City,Consumption,6,17,14,0.4,20.6,0.45,39,34.4,16
Power City,Consumption,6,17,15,0.4,19.4,0.44,39,33.3,16
Power City,Consumption,6,17,16,0.8,19.4,0.44,40,33.3,16
Power City,Consumption,6,17,17,0.7,20,0.46,40,33.3,16
Power City,Consumption,6,17,18,1,21.7,0.54,40,32.2,14.4
Power City,Consumption,6,17,19,0.9,21.1,0.54,40,31.7,14.4
Power City,Consumption,6,17,20,1,21.1,0.57,40,30.6,12.8
Power City,Consumption,6,17,21,1,22.2,0.76,41,26.7,12.8
Power City,Consumption,6,17,22,1,22.2,0.82,41,25.6,12.8
Power City,Consumption,6,17,23,0.7,21.7,0.88,41,23.9,12.8
Power City,Consumption,6,17,24,1,21.1,0.9,41,22.8,12.8
Power City,Consumption,6,18,1,1,21.1,0.9,41,22.8,12.8
Power City,Consumption,6,18,2,0.7,21.1,0.96,42,21.7,11.2
Power City,Consumption,6,18,3,0,20,0.96,42,20.6,11.2
Power City,Consumption,6,18,4,0.1,19.4,0.96,42,20,11.2
Power City,Consumption,6,18,5,0,20,1,42,20,11.2
Power City,Consumption,6,18,6,0,20,0.96,43,20.6,11.2
Power City,Consumption,6,18,7,0.3,21.7,0.85,43,24.4,11.2
Power City,Consumption,6,18,8,0.4,20.6,0.65,43,27.8,11.2
Power City,Consumption,6,18,9,0.4,20.6,0.59,43,29.4,11.2
Power City,Consumption,6,18,10,0.4,19.4,0.48,42,31.7,11.2
Power City,Consumption,6,18,11,0.3,18.3,0.42,42,32.8,11.2
Power City,Consumption,6,18,12,0.2,17.8,0.37,42,34.4,11.2
Power City,Consumption,6,18,13,0.3,17.2,0.37,42,33.9,11.2
Power City,Consumption,6,18,14,0,15.6,0.31,42,35,11.2
Power City,Consumption,6,18,15,0,14.4,0.29,42,35,11.2
Power City,Consumption,6,18,16,0.1,13.9,0.27,42,35.6,16
Power City,Consumption,6,18,17,0,13.9,0.27,42,35.6,16
Power City,Consumption,6,18,18,0,14.4,0.29,42,35,16
Power City,Consumption,6,18,19,0,17.2,0.36,42,34.4,16
Power City,Consumption,6,18,20,0.1,19.4,0.59,42,28.3,16
Power City,Consumption,6,18,21,0,20,0.71,42,25.6,16
Power City,Consumption,6,18,22,0,20.6,0.82,41,23.9,16
Power City,Consumption,6,18,23,0.4,20.6,0.77,41,25,11.2
Power City,Consumption,6,18,24,0,20.6,0.69,41,26.7,12.8
Power City,Consumption,6,19,1,0,20,0.76,41,24.4,16
Power City,Consumption,6,19,2,0,18.9,0.79,41,22.8,16
Power City,Consumption,6,19,3,0,18.9,0.84,41,21.7,16
Power City,Consumption,6,19,4,0.3,18.9,0.87,41,21.1,16
Power City,Consumption,6,19,5,0.4,18.3,0.87,41,20.6,16
Power City,Consumption,6,19,6,0.9,17.2,0.76,41,21.7,16
Power City,Consumption,6,19,7,0.7,17.2,0.71,41,22.8,16
Power City,Consumption,6,19,8,0.8,17.8,0.69,41,23.9,16
Power City,Consumption,6,19,9,0.7,17.2,0.58,41,26.1,16
Power City,Consumption,6,19,10,0.5,17.8,0.56,41,27.2,16
Power City,Consumption,6,19,11,0.7,17.2,0.49,41,28.9,16
Power City,Consumption,6,19,12,0.6,18.9,0.53,41,29.4,16
Power City,Consumption,6,19,13,0.7,18.9,0.51,41,30,16
Power City,Consumption,6,19,14,0.8,19.4,0.48,41,31.7,16
Power City,Consumption,6,19,15,0.6,19.4,0.48,41,31.7,16
Power City,Consumption,6,19,16,0.6,20,0.5,41,31.7,16
Power City,Consumption,6,19,17,0.7,20,0.55,41,30,16
Power City,Consumption,6,19,18,0.8,18.3,0.55,42,28.3,16
Power City,Consumption,6,19,19,0.7,15.6,0.54,42,25.6,16
Power City,Consumption,6,19,20,0.4,14.4,0.55,42,23.9,16
Power City,Consumption,6,19,21,0.4,13.9,0.59,42,22.2,16
Power City,Consumption,6,19,22,0.8,14.4,0.63,42,21.7,16
Power City,Consumption,6,19,23,0.9,13.3,0.59,42,21.7,16
Power City,Consumption,6,19,24,1,14.4,0.7,42,20,16
Power City,Consumption,6,20,1,0.9,14.4,0.7,42,20,16
Power City,Consumption,6,20,2,0.9,15,0.76,42,19.4,16
Power City,Consumption,6,20,3,1,15,0.84,42,17.8,16
Power City,Consumption,6,20,4,1,15,0.84,42,17.8,16
Power City,Consumption,6,20,5,1,15.6,0.87,42,17.8,16
Power City,Consumption,6,20,6,1,16.1,0.87,42,18.3,16
Power City,Consumption,6,20,7,0.9,16.1,0.78,43,20,16
Power City,Consumption,6,20,8,1,16.1,0.68,42,22.2,16
Power City,Consumption,6,20,9,1,17.8,0.64,42,25,16
Power City,Consumption,6,20,10,1,18.9,0.82,42,22.2,11.2
Power City,Consumption,6,20,11,1,20,0.93,42,21.1,4.8
Power City,Consumption,6,20,12,1,20,0.93,42,21.1,4.8
Power City,Consumption,6,20,13,1,21.1,0.93,42,22.2,8
Power City,Consumption,6,20,14,1,20.6,0.85,42,23.3,8
Power City,Consumption,6,20,15,1,21.7,0.77,42,26.1,11.2
Power City,Consumption,6,20,16,0.9,21.1,0.71,42,26.7,11.2
Power City,Consumption,6,20,17,0.9,21.1,0.71,41,26.7,12.8
Power City,Consumption,6,20,18,0.7,21.1,0.71,41,26.7,12.8
Power City,Consumption,6,20,19,0.8,20.6,0.74,41,25.6,12.8
Power City,Consumption,6,20,20,0.7,20.6,0.79,41,24.4,11.2
Power City,Consumption,6,20,21,0.8,20.6,0.87,41,22.8,12.8
Power City,Consumption,6,20,22,1,20,0.84,41,22.8,12.8
Power City,Consumption,6,20,23,0.8,20,0.84,41,22.8,12.8
Power City,Consumption,6,20,24,0.4,20,0.84,41,22.8,14.4
Power City,Consumption,6,21,1,0,20.6,0.85,41,23.3,11.2
Power City,Consumption,6,21,2,0,20.6,0.87,40,22.8,9.6
Power City,Consumption,6,21,3,0.1,20.6,0.91,40,22.2,4.8
Power City,Consumption,6,21,4,0.3,21.1,0.96,40,21.7,4
Power City,Consumption,6,21,5,0.2,20.6,0.97,40,21.1,2.4
Power City,Consumption,6,21,6,0.5,20.6,1,40,20.6,2.4
Power City,Consumption,6,21,7,0,21.1,0.9,40,22.8,3.2
Power City,Consumption,6,21,8,0,20.6,0.79,39,24.4,4.8
Power City,Consumption,6,21,9,0.5,20.6,0.72,39,26.1,11.2
Power City,Consumption,6,21,10,0.9,19.4,0.62,38,27.2,16
Power City,Consumption,6,21,11,0.4,18.3,0.55,38,28.3,19.2
Power City,Consumption,6,21,12,0.3,15.6,0.44,37,28.9,24
Power City,Consumption,6,21,13,0.2,16.1,0.45,37,29.4,24
Power City,Consumption,6,21,14,0,15,0.4,36,30,24
Power City,Consumption,6,21,15,0,15,0.39,36,30.6,24
Power City,Consumption,6,21,16,0,13.3,0.35,35,30.6,24
Power City,Consumption,6,21,17,0,13.3,0.35,35,30.6,24
Power City,Consumption,6,21,18,0,11.7,0.32,34,30,24
Power City,Consumption,6,21,19,0,8.9,0.29,33,28.9,24
Power City,Consumption,6,21,20,0.1,8.3,0.33,33,25.6,24
Power City,Consumption,6,21,21,0.1,8.3,0.38,32,23.3,24
Power City,Consumption,6,21,22,0,8.3,0.45,32,20.6,24
Power City,Consumption,6,21,23,0,8.9,0.56,31,17.8,24
Power City,Consumption,6,21,24,0,10.6,0.75,31,15,24
Power City,Consumption,6,22,1,0,10,0.86,30,12.2,24
Power City,Consumption,6,22,2,0,10,0.86,30,12.2,24
Power City,Consumption,6,22,3,0,10,0.93,29,11.1,24
Power City,Consumption,6,22,4,0,8.9,0.93,29,10,24
Power City,Consumption,6,22,5,0.6,8.9,0.97,28,9.4,24
Power City,Consumption,6,22,6,1,10,0.89,28,11.7,24
Power City,Consumption,6,22,7,0.9,12.2,0.75,27,16.7,24
Power City,Consumption,6,22,8,0.7,11.7,0.55,27,21.1,24
Power City,Consumption,6,22,9,0.9,11.7,0.5,27,22.8,24
Power City,Consumption,6,22,10,0.2,12.2,0.45,27,25,24
Power City,Consumption,6,22,11,0.3,11.1,0.39,27,26.1,24
Power City,Consumption,6,22,12,1,11.7,0.37,27,27.8,24
Power City,Consumption,6,22,13,1,10.6,0.33,27,28.3,24
Power City,Consumption,6,22,14,1,10,0.31,27,28.9,19.2
Power City,Consumption,6,22,15,1,10.6,0.33,27,28.3,19.2
Power City,Consumption,6,22,16,0.9,11.1,0.32,27,29.4,19.2
Power City,Consumption,6,22,17,0.3,11.1,0.33,27,28.9,19.2
Power City,Consumption,6,22,18,0.5,12.2,0.36,27,28.9,19.2
Power City,Consumption,6,22,19,0.8,12.8,0.42,27,26.7,19.2
Power City,Consumption,6,22,20,0.9,15,0.54,27,25,19.2
Power City,Consumption,6,22,21,1,15,0.73,27,20,24
Power City,Consumption,6,22,22,1,15,0.7,27,20.6,24
Power City,Consumption,6,22,23,1,15,0.81,27,18.3,24
Power City,Consumption,6,22,24,1,15,0.87,27,17.2,16
Power City,Consumption,6,23,1,1,15,0.9,27,16.7,16
Power City,Consumption,6,23,2,0.6,13.9,0.9,27,15.6,16
Power City,Consumption,6,23,3,1,13.9,0.97,27,14.4,16
Power City,Consumption,6,23,4,0.4,13.9,0.97,27,14.4,16
Power City,Consumption,6,23,5,0.7,13.9,0.9,27,15.6,16
Power City,Consumption,6,23,6,0.9,15,0.9,27,16.7,16
Power City,Consumption,6,23,7,0.9,15.6,0.79,27,19.4,16
Power City,Consumption,6,23,8,1,15,0.66,28,21.7,16
Power City,Consumption,6,23,9,1,15,0.61,28,22.8,16
Power City,Consumption,6,23,10,1,15,0.6,29,23.3,19.2
Power City,Consumption,6,23,11,1,16.1,0.66,29,22.8,19.2
Power City,Consumption,6,23,12,1,16.7,0.68,30,22.8,19.2
Power City,Consumption,6,23,13,1,17.8,0.81,30,21.1,12.8
Power City,Consumption,6,23,14,1,16.7,0.78,31,20.6,12.8
Power City,Consumption,6,23,15,1,15.6,0.76,31,20,12.8
Power City,Consumption,6,23,16,1,15.6,0.79,32,19.4,12.8
Power City,Consumption,6,23,17,1,16.1,0.9,32,17.8,8
Power City,Consumption,6,23,18,1,15.6,0.93,33,16.7,9.6
Power City,Consumption,6,23,19,1,15.6,0.97,33,16.1,8
Power City,Consumption,6,23,20,1,15.6,0.97,34,16.1,4
Power City,Consumption,6,23,21,1,15.6,0.97,34,16.1,4
Power City,Consumption,6,23,22,1,15.6,0.97,35,16.1,4
Power City,Consumption,6,23,23,1,15,0.96,35,15.6,4
Power City,Consumption,6,23,24,1,15,0.96,36,15.6,4
Power City,Consumption,6,24,1,1,15,0.96,36,15.6,4
Power City,Consumption,6,24,2,1,15,0.96,37,15.6,4
Power City,Consumption,6,24,3,1,15,0.96,37,15.6,4
Power City,Consumption,6,24,4,1,15,0.96,38,15.6,4
Power City,Consumption,6,24,5,1,15,0.96,38,15.6,11.2
Power City,Consumption,6,24,6,1,15.6,0.97,39,16.1,6.4
Power City,Consumption,6,24,7,1,15.6,0.97,40,16.1,6.4
Power City,Consumption,6,24,8,1,16.1,0.96,39,16.7,3.2
Power City,Consumption,6,24,9,1,16.1,0.96,39,16.7,3.2
Power City,Consumption,6,24,10,1,16.7,1,38,16.7,3.2
Power City,Consumption,6,24,11,1,16.7,1,38,16.7,3.2
Power City,Consumption,6,24,12,1,16.7,1,37,16.7,3.2
Power City,Consumption,6,24,13,1,16.1,0.96,37,16.7,3.2
Power City,Consumption,6,24,14,1,16.1,0.96,36,16.7,4.8
Power City,Consumption,6,24,15,1,16.1,0.96,36,16.7,8
Power City,Consumption,6,24,16,1,15.6,0.97,35,16.1,2.4
Power City,Consumption,6,24,17,1,14.4,0.93,35,15.6,8
Power City,Consumption,6,24,18,1,14.4,0.93,34,15.6,12.8
Power City,Consumption,6,24,19,1,13.9,0.9,34,15.6,16
Power City,Consumption,6,24,20,1,13.9,0.93,33,15,4
Power City,Consumption,6,24,21,1,13.9,0.93,33,15,4
Power City,Consumption,6,24,22,1,14.4,0.96,32,15,3.2
Power City,Consumption,6,24,23,1,13.9,0.97,32,14.4,3.2
Power City,Consumption,6,24,24,1,13.3,0.93,31,14.4,8
Power City,Consumption,6,25,1,1,13.3,0.96,31,13.9,6.4
Power City,Consumption,6,25,2,1,12.8,0.97,30,13.3,6.4
Power City,Consumption,6,25,3,1,12.2,0.93,30,13.3,6.4
Power City,Consumption,6,25,4,1,12.2,0.96,29,12.8,6.4
Power City,Consumption,6,25,5,1,11.7,0.97,29,12.2,3.2
Power City,Consumption,6,25,6,1,11.7,0.97,28,12.2,3.2
Power City,Consumption,6,25,7,1,11.7,0.93,28,12.8,3.2
Power City,Consumption,6,25,8,1,12.2,0.93,28,13.3,4.8
Power City,Consumption,6,25,9,1,12.8,0.93,28,13.9,3.2
Power City,Consumption,6,25,10,1,13.3,0.96,28,13.9,3.2
Power City,Consumption,6,25,11,1,14.4,0.96,28,15,3.2
Power City,Consumption,6,25,12,1,15,0.84,28,17.8,9.6
Power City,Consumption,6,25,13,1,14.4,0.73,28,19.4,9.6
Power City,Consumption,6,25,14,1,13.9,0.68,28,20,12.8
Power City,Consumption,6,25,15,1,13.9,0.59,28,22.2,16
Power City,Consumption,6,25,16,0.3,13.9,0.57,28,22.8,16
Power City,Consumption,6,25,17,0.2,14.4,0.59,28,22.8,16
Power City,Consumption,6,25,18,0.3,14.4,0.59,28,22.8,16
Power City,Consumption,6,25,19,0.1,13.9,0.59,28,22.2,16
Power City,Consumption,6,25,20,0.3,13.9,0.68,28,20,16
Power City,Consumption,6,25,21,0.7,14.4,0.78,28,18.3,16
Power City,Consumption,6,25,22,1,15,0.81,28,18.3,16
Power City,Consumption,6,25,23,1,15.6,0.87,28,17.8,16
Power City,Consumption,6,25,24,1,15.6,0.9,28,17.2,12.8
Power City,Consumption,6,26,1,0.6,14.4,0.93,28,15.6,16
Power City,Consumption,6,26,2,1,15,0.93,28,16.1,14.4
Power City,Consumption,6,26,3,1,15.6,0.97,28,16.1,11.2
Power City,Consumption,6,26,4,0.9,15,0.96,28,15.6,16
Power City,Consumption,6,26,5,0.9,13.9,0.87,28,16.1,16
Power City,Consumption,6,26,6,0.6,13.3,0.8,28,16.7,16
Power City,Consumption,6,26,7,1,13.9,0.76,28,18.3,16
Power City,Consumption,6,26,8,1,15,0.78,28,18.9,11.2
Power City,Consumption,6,26,9,1,16.7,0.9,28,18.3,11.2
Power City,Consumption,6,26,10,1,16.1,0.87,28,18.3,11.2
Power City,Consumption,6,26,11,1,16.7,0.84,29,19.4,12.8
Power City,Consumption,6,26,12,1,17.2,0.81,29,20.6,16
Power City,Consumption,6,26,13,1,17.2,0.73,29,22.2,16
Power City,Consumption,6,26,14,1,17.2,0.66,29,23.9,16
Power City,Consumption,6,26,15,1,16.7,0.66,29,23.3,16
Power City,Consumption,6,26,16,1,16.7,0.68,29,22.8,16
Power City,Consumption,6,26,17,1,16.1,0.68,29,22.2,16
Power City,Consumption,6,26,18,0.9,17.8,0.71,29,23.3,16
Power City,Consumption,6,26,19,0.8,15.6,0.76,29,20,16
Power City,Consumption,6,26,20,0.9,15,0.76,29,19.4,16
Power City,Consumption,6,26,21,0.3,13.3,0.75,29,17.8,16
Power City,Consumption,6,26,22,1,13.3,0.8,30,16.7,16
Power City,Consumption,6,26,23,0.5,13.3,0.78,30,17.2,16
Power City,Consumption,6,26,24,0.1,12.2,0.78,30,16.1,16
Power City,Consumption,6,27,1,0,11.7,0.78,30,15.6,16
Power City,Consumption,6,27,2,0,11.7,0.81,30,15,16
Power City,Consumption,6,27,3,0,11.7,0.84,30,14.4,12.8
Power City,Consumption,6,27,4,0,11.7,0.87,30,13.9,12.8
Power City,Consumption,6,27,5,0,11.7,0.9,30,13.3,16
Power City,Consumption,6,27,6,0,12.8,0.93,30,13.9,24
Power City,Consumption,6,27,7,0,13.3,0.83,30,16.1,24
Power City,Consumption,6,27,8,0,13.3,0.73,30,18.3,24
Power City,Consumption,6,27,9,0,13.9,0.65,30,20.6,24
Power City,Consumption,6,27,10,0.1,13.9,0.61,30,21.7,24
Power City,Consumption,6,27,11,0.2,14.4,0.61,30,22.2,24
Power City,Consumption,6,27,12,0.4,13.9,0.55,30,23.3,24
Power City,Consumption,6,27,13,0.4,14.4,0.57,30,23.3,24
Power City,Consumption,6,27,14,0.4,14.4,0.55,30,23.9,24
Power City,Consumption,6,27,15,0.5,14.4,0.55,30,23.9,24
Power City,Consumption,6,27,16,0.1,13.3,0.51,30,23.9,16
Power City,Consumption,6,27,17,0.1,14.4,0.52,30,25,16
Power City,Consumption,6,27,18,0,14.4,0.52,30,25,16
Power City,Consumption,6,27,19,0,15.6,0.58,30,24.4,16
Power City,Consumption,6,27,20,0.1,16.1,0.75,30,20.6,16
Power City,Consumption,6,27,21,0,13.9,0.81,30,17.2,16
Power City,Consumption,6,27,22,0.3,13.3,0.8,30,16.7,16
Power City,Consumption,6,27,23,0,13.3,0.86,30,15.6,16
Power City,Consumption,6,27,24,0.1,13.9,0.93,30,15,16
Power City,Consumption,6,28,1,0.1,13.9,0.87,29,16.1,16
Power City,Consumption,6,28,2,0.2,13.3,0.83,29,16.1,16
Power City,Consumption,6,28,3,0.3,12.8,0.9,29,14.4,16
Power City,Consumption,6,28,4,0.4,13.3,0.86,29,15.6,16
Power City,Consumption,6,28,5,0.3,13.9,0.9,29,15.6,16
Power City,Consumption,6,28,6,0.1,14.4,0.86,29,16.7,16
Power City,Consumption,6,28,7,0.8,15,0.78,29,18.9,16
Power City,Consumption,6,28,8,0.2,14.4,0.68,29,20.6,19.2
Power City,Consumption,6,28,9,0.1,15.6,0.62,30,23.3,19.2
Power City,Consumption,6,28,10,0.2,16.1,0.6,30,24.4,19.2
Power City,Consumption,6,28,11,0.8,16.7,0.58,30,25.6,19.2
Power City,Consumption,6,28,12,0.6,17.2,0.58,30,26.1,16
Power City,Consumption,6,28,13,0.8,16.7,0.56,31,26.1,12.8
Power City,Consumption,6,28,14,0.7,17.2,0.56,31,26.7,11.2
Power City,Consumption,6,28,15,0.5,17.2,0.56,31,26.7,16
Power City,Consumption,6,28,16,0.5,19.4,0.6,31,27.8,16
Power City,Consumption,6,28,17,0.8,17.2,0.53,31,27.8,11.2
Power City,Consumption,6,28,18,1,18.9,0.82,32,22.2,11.2
Power City,Consumption,6,28,19,0.8,17.8,0.81,32,21.1,16
Power City,Consumption,6,28,20,0.7,17.8,0.84,32,20.6,16
Power City,Consumption,6,28,21,1,18.3,0.87,32,20.6,16
Power City,Consumption,6,28,22,1,18.3,0.9,33,20,16
Power City,Consumption,6,28,23,1,17.2,0.87,33,19.4,16
Power City,Consumption,6,28,24,0.2,16.7,0.93,33,17.8,16
Power City,Consumption,6,29,1,0.9,17.2,0.93,33,18.3,16
Power City,Consumption,6,29,2,0.4,16.1,0.93,33,17.2,16
Power City,Consumption,6,29,3,1,16.7,0.9,34,18.3,16
Power City,Consumption,6,29,4,1,16.7,0.9,34,18.3,16
Power City,Consumption,6,29,5,0.7,16.1,0.9,34,17.8,16
Power City,Consumption,6,29,6,0.8,16.1,0.87,34,18.3,16
Power City,Consumption,6,29,7,0.7,16.1,0.84,35,18.9,16
Power City,Consumption,6,29,8,1,16.7,0.87,34,18.9,16
Power City,Consumption,6,29,9,1,16.7,0.81,34,20,16
Power City,Consumption,6,29,10,1,17.2,0.9,34,18.9,6.4
Power City,Consumption,6,29,11,0.7,17.8,0.9,33,19.4,16
Power City,Consumption,6,29,12,0.5,17.2,0.76,33,21.7,19.2
Power City,Consumption,6,29,13,0.5,15.6,0.66,33,22.2,24
Power City,Consumption,6,29,14,0.8,15,0.66,32,21.7,24
Power City,Consumption,6,29,15,1,14.4,0.68,32,20.6,24
Power City,Consumption,6,29,16,0.9,15,0.66,32,21.7,24
Power City,Consumption,6,29,17,1,15,0.68,31,21.1,24
Power City,Consumption,6,29,18,1,13.9,0.65,31,20.6,24
Power City,Consumption,6,29,19,1,14.4,0.7,31,20,24
Power City,Consumption,6,29,20,1,14.4,0.73,31,19.4,24
Power City,Consumption,6,29,21,0.9,14.4,0.78,30,18.3,24
Power City,Consumption,6,29,22,1,15,0.84,30,17.8,24
Power City,Consumption,6,29,23,1,15,0.87,30,17.2,24
Power City,Consumption,6,29,24,1,15,0.87,29,17.2,16
Power City,Consumption,6,30,1,1,15,0.87,29,17.2,11.2
Power City,Consumption,6,30,2,1,15,0.9,29,16.7,11.2
Power City,Consumption,6,30,3,1,15,0.9,28,16.7,11.2
Power City,Consumption,6,30,4,1,15,0.93,28,16.1,11.2
Power City,Consumption,6,30,5,1,13.9,0.87,28,16.1,16
Power City,Consumption,6,30,6,1,13.9,0.9,27,15.6,16
Power City,Consumption,6,30,7,1,13.9,0.9,27,15.6,16
Power City,Consumption,6,30,8,1,13.3,0.83,27,16.1,16
Power City,Consumption,6,30,9,1,13.3,0.83,27,16.1,16
Power City,Consumption,6,30,10,0.9,15.6,0.87,27,17.8,16
Power City,Consumption,6,30,11,0.8,15,0.73,27,20,16
Power City,Consumption,6,30,12,0.7,16.1,0.66,28,22.8,16
Power City,Consumption,6,30,13,0.6,16.1,0.62,28,23.9,16
Power City,Consumption,6,30,14,0.6,16.1,0.56,28,25.6,16
Power City,Consumption,6,30,15,0.6,15.6,0.54,28,25.6,16
Power City,Consumption,6,30,16,0.6,15,0.52,28,25.6,24
Power City,Consumption,6,30,17,0.5,15,0.5,28,26.1,24
Power City,Consumption,6,30,18,0.2,15.6,0.52,28,26.1,24
Power City,Consumption,6,30,19,0,15,0.54,28,25,24
Power City,Consumption,6,30,20,0.1,15.6,0.64,28,22.8,24
Power City,Consumption,6,30,21,0.1,16.7,0.84,28,19.4,24
Power City,Consumption,6,30,22,0.1,16.1,0.84,28,19,24
Power City,Consumption,6,30,23,0.3,15.6,0.86,28,18.6,24
Power City,Consumption,6,30,24,0,15,0.84,29,18.2,16
Power City,Consumption,7,1,1,1,14.5,0.9,35,17.9,24
Power City,Consumption,7,1,2,1,13.9,0.75,35,17.5,24
Power City,Consumption,7,1,3,1,13.4,0.75,35,17.1,24
Power City,Consumption,7,1,4,1,12.8,0.78,35,16.7,24
Power City,Consumption,7,1,5,1,12.8,0.81,35,16.1,24
Power City,Consumption,7,1,6,1,12.8,0.81,34,16.1,24
Power City,Consumption,7,1,7,1,13.3,0.78,34,17.2,24
Power City,Consumption,7,1,8,1,14.4,0.78,34,18.3,16
Power City,Consumption,7,1,9,1,15,0.81,35,18.3,16
Power City,Consumption,7,1,10,1,17.2,0.9,35,18.9,11.2
Power City,Consumption,7,1,11,1,17.8,0.87,35,20,16
Power City,Consumption,7,1,12,1,18.3,0.81,35,21.7,16
Power City,Consumption,7,1,13,1,18.9,0.71,35,24.4,16
Power City,Consumption,7,1,14,0.8,18.9,0.62,36,26.7,16
Power City,Consumption,7,1,15,0.7,18.9,0.57,36,28.3,16
Power City,Consumption,7,1,16,0.3,19.4,0.59,36,28.3,16
Power City,Consumption,7,1,17,0.2,18.9,0.57,36,28.3,16
Power City,Consumption,7,1,18,0.6,17.8,0.58,36,26.7,16
Power City,Consumption,7,1,19,0.9,17.2,0.62,36,25,16
Power City,Consumption,7,1,20,1,15.6,0.6,37,23.9,16
Power City,Consumption,7,1,21,1,16.7,0.78,37,20.6,6.4
Power City,Consumption,7,1,22,1,17.2,0.9,37,18.9,9.6
Power City,Consumption,7,1,23,0.6,16.7,0.93,37,17.8,12.8
Power City,Consumption,7,1,24,0.6,17.2,1,37,17.2,24
Power City,Consumption,7,2,1,0.4,17.2,0.96,38,17.8,24
Power City,Consumption,7,2,2,1,17.2,1,38,17.2,8
Power City,Consumption,7,2,3,1,17.8,1,38,17.8,6.4
