Location,Date_time,Hour,Wind_Speed
Wind Farm,05APR12:17:00:00,17,6.1
Wind Farm,05APR12:18:00:00,18,6.7
Wind Farm,05APR12:19:00:00,19,6.8
Wind Farm,05APR12:20:00:00,20,5.6
Wind Farm,05APR12:21:00:00,21,5.5
Wind Farm,05APR12:22:00:00,22,5.3
Wind Farm,05APR12:23:00:00,23,4.6
Wind Farm,06APR12:00:00:00,0,5.1
Wind Farm,06APR12:01:00:00,1,5.2
Wind Farm,06APR12:02:00:00,2,5.2
Wind Farm,06APR12:03:00:00,3,5.4
Wind Farm,06APR12:04:00:00,4,5.6
Wind Farm,06APR12:05:00:00,5,4.6
Wind Farm,06APR12:06:00:00,6,4.8
Wind Farm,06APR12:07:00:00,7,5.0
Wind Farm,06APR12:08:00:00,8,4.5
Wind Farm,06APR12:09:00:00,9,2.7
Wind Farm,06APR12:10:00:00,10,3.8
Wind Farm,06APR12:11:00:00,11,3.1
Wind Farm,06APR12:12:00:00,12,3.3
Wind Farm,06APR12:13:00:00,13,4.1
Wind Farm,06APR12:14:00:00,14,3.8
Wind Farm,06APR12:15:00:00,15,3.6
Wind Farm,06APR12:16:00:00,16,3.8
Wind Farm,06APR12:17:00:00,17,4.2
Wind Farm,06APR12:18:00:00,18,4.6
Wind Farm,06APR12:19:00:00,19,4.8
Wind Farm,06APR12:20:00:00,20,5.0
Wind Farm,06APR12:21:00:00,21,5.3
Wind Farm,06APR12:22:00:00,22,4.6
Wind Farm,06APR12:23:00:00,23,2.8
Wind Farm,07APR12:00:00:00,0,3.4
Wind Farm,07APR12:01:00:00,1,3.2
Wind Farm,07APR12:02:00:00,2,3.9
Wind Farm,07APR12:03:00:00,3,3.0
Wind Farm,07APR12:04:00:00,4,3.9
Wind Farm,07APR12:05:00:00,5,4.2
Wind Farm,07APR12:06:00:00,6,3.6
Wind Farm,07APR12:07:00:00,7,3.5
Wind Farm,07APR12:08:00:00,8,3.0
Wind Farm,07APR12:09:00:00,9,3.7
Wind Farm,07APR12:10:00:00,10,3.8
Wind Farm,07APR12:11:00:00,11,3.8
Wind Farm,07APR12:12:00:00,12,4.9
Wind Farm,07APR12:13:00:00,13,4.1
Wind Farm,07APR12:14:00:00,14,5.8
Wind Farm,07APR12:15:00:00,15,7.4
Wind Farm,07APR12:16:00:00,16,9.6
Wind Farm,07APR12:17:00:00,17,8.5
Wind Farm,07APR12:18:00:00,18,7.1
Wind Farm,07APR12:19:00:00,19,7.4
Wind Farm,07APR12:20:00:00,20,6.6
Wind Farm,07APR12:21:00:00,21,6.4
Wind Farm,07APR12:22:00:00,22,6.8
Wind Farm,07APR12:23:00:00,23,6.1
Wind Farm,08APR12:00:00:00,0,5.6
Wind Farm,08APR12:01:00:00,1,5.2
Wind Farm,08APR12:02:00:00,2,4.6
Wind Farm,08APR12:03:00:00,3,4.3
Wind Farm,08APR12:04:00:00,4,3.9
Wind Farm,08APR12:05:00:00,5,4.5
Wind Farm,08APR12:06:00:00,6,4.7
Wind Farm,08APR12:07:00:00,7,3.8
Wind Farm,08APR12:08:00:00,8,3.8
Wind Farm,08APR12:09:00:00,9,2.5
Wind Farm,08APR12:10:00:00,10,3.1
Wind Farm,08APR12:11:00:00,11,3.1
Wind Farm,08APR12:12:00:00,12,3.0
Wind Farm,08APR12:13:00:00,13,3.3
Wind Farm,08APR12:14:00:00,14,4.0
Wind Farm,08APR12:15:00:00,15,5.3
Wind Farm,08APR12:16:00:00,16,6.2
Wind Farm,08APR12:17:00:00,17,6.3
Wind Farm,08APR12:18:00:00,18,6.9
Wind Farm,08APR12:19:00:00,19,7.2
Wind Farm,08APR12:20:00:00,20,7.1
Wind Farm,08APR12:21:00:00,21,8.0
Wind Farm,08APR12:22:00:00,22,9.0
Wind Farm,08APR12:23:00:00,23,8.7
Wind Farm,09APR12:00:00:00,0,9.3
Wind Farm,09APR12:01:00:00,1,8.8
Wind Farm,09APR12:02:00:00,2,8.5
Wind Farm,09APR12:03:00:00,3,8.8
Wind Farm,09APR12:04:00:00,4,8.3
Wind Farm,09APR12:05:00:00,5,8.5
Wind Farm,09APR12:06:00:00,6,7.8
Wind Farm,09APR12:07:00:00,7,7.8
Wind Farm,09APR12:08:00:00,8,7.9
Wind Farm,09APR12:09:00:00,9,7.9
Wind Farm,09APR12:10:00:00,10,7.8
Wind Farm,09APR12:11:00:00,11,7.8
Wind Farm,09APR12:12:00:00,12,7.6
Wind Farm,09APR12:13:00:00,13,9.3
Wind Farm,09APR12:14:00:00,14,8.9
Wind Farm,09APR12:15:00:00,15,9.5
Wind Farm,09APR12:16:00:00,16,8.8
Wind Farm,09APR12:17:00:00,17,9.0
Wind Farm,09APR12:18:00:00,18,8.7
Wind Farm,09APR12:19:00:00,19,8.0
Wind Farm,09APR12:20:00:00,20,8.1
Wind Farm,09APR12:21:00:00,21,8.8
Wind Farm,09APR12:22:00:00,22,9.1
Wind Farm,09APR12:23:00:00,23,9.2
Wind Farm,10APR12:00:00:00,0,10.1
Wind Farm,10APR12:01:00:00,1,11.6
Wind Farm,10APR12:02:00:00,2,11.8
Wind Farm,10APR12:03:00:00,3,11.8
Wind Farm,10APR12:04:00:00,4,10.8
Wind Farm,10APR12:05:00:00,5,10.7
Wind Farm,10APR12:06:00:00,6,11.0
Wind Farm,10APR12:07:00:00,7,10.0
Wind Farm,10APR12:08:00:00,8,9.3
Wind Farm,10APR12:09:00:00,9,8.9
Wind Farm,10APR12:10:00:00,10,8.5
Wind Farm,10APR12:11:00:00,11,7.7
Wind Farm,10APR12:12:00:00,12,6.9
Wind Farm,10APR12:13:00:00,13,6.5
Wind Farm,10APR12:14:00:00,14,3.1
Wind Farm,10APR12:15:00:00,15,2.6
Wind Farm,10APR12:16:00:00,16,4.1
Wind Farm,10APR12:17:00:00,17,2.8
Wind Farm,10APR12:18:00:00,18,2.7
Wind Farm,10APR12:19:00:00,19,3.0
Wind Farm,10APR12:20:00:00,20,3.9
Wind Farm,10APR12:21:00:00,21,4.5
Wind Farm,10APR12:22:00:00,22,5.7
Wind Farm,10APR12:23:00:00,23,5.4
Wind Farm,11APR12:00:00:00,0,6.7
Wind Farm,11APR12:01:00:00,1,5.8
Wind Farm,11APR12:02:00:00,2,6.7
Wind Farm,11APR12:03:00:00,3,6.7
Wind Farm,11APR12:04:00:00,4,7.3
Wind Farm,11APR12:05:00:00,5,6.8
Wind Farm,11APR12:06:00:00,6,7.4
Wind Farm,11APR12:07:00:00,7,6.7
Wind Farm,11APR12:08:00:00,8,5.9
Wind Farm,11APR12:09:00:00,9,6.2
Wind Farm,11APR12:10:00:00,10,5.1
Wind Farm,11APR12:11:00:00,11,5.0
Wind Farm,11APR12:12:00:00,12,5.9
Wind Farm,11APR12:13:00:00,13,5.4
Wind Farm,11APR12:14:00:00,14,6.1
Wind Farm,11APR12:15:00:00,15,5.7
Wind Farm,11APR12:16:00:00,16,6.4
Wind Farm,11APR12:17:00:00,17,5.6
Wind Farm,11APR12:18:00:00,18,6.2
Wind Farm,11APR12:19:00:00,19,5.7
Wind Farm,11APR12:20:00:00,20,5.1
Wind Farm,11APR12:21:00:00,21,4.0
Wind Farm,11APR12:22:00:00,22,4.3
Wind Farm,11APR12:23:00:00,23,4.6
Wind Farm,12APR12:00:00:00,0,4.4
Wind Farm,12APR12:01:00:00,1,4.8
Wind Farm,12APR12:02:00:00,2,5.5
Wind Farm,12APR12:03:00:00,3,5.0
Wind Farm,12APR12:04:00:00,4,5.4
Wind Farm,12APR12:05:00:00,5,5.2
Wind Farm,12APR12:06:00:00,6,4.2
Wind Farm,12APR12:07:00:00,7,3.9
Wind Farm,12APR12:08:00:00,8,2.7
Wind Farm,12APR12:09:00:00,9,2.5
Wind Farm,12APR12:10:00:00,10,2.4
Wind Farm,12APR12:11:00:00,11,3.1
Wind Farm,12APR12:12:00:00,12,3.7
Wind Farm,12APR12:13:00:00,13,3.1
Wind Farm,12APR12:14:00:00,14,3.6
Wind Farm,12APR12:15:00:00,15,4.7
Wind Farm,12APR12:16:00:00,16,4.6
Wind Farm,12APR12:17:00:00,17,1.2
Wind Farm,12APR12:18:00:00,18,1.1
Wind Farm,12APR12:19:00:00,19,2.9
Wind Farm,12APR12:20:00:00,20,3.3
Wind Farm,12APR12:21:00:00,21,4.1
Wind Farm,12APR12:22:00:00,22,4.4
Wind Farm,12APR12:23:00:00,23,4.4
Wind Farm,13APR12:00:00:00,0,2.8
Wind Farm,13APR12:01:00:00,1,2.1
Wind Farm,13APR12:02:00:00,2,2.2
Wind Farm,13APR12:03:00:00,3,3.4
Wind Farm,13APR12:04:00:00,4,3.0
Wind Farm,13APR12:05:00:00,5,1.9
Wind Farm,13APR12:06:00:00,6,1.6
Wind Farm,13APR12:07:00:00,7,3.0
Wind Farm,13APR12:08:00:00,8,4.4
Wind Farm,13APR12:09:00:00,9,3.7
Wind Farm,13APR12:10:00:00,10,3.4
Wind Farm,13APR12:11:00:00,11,3.0
Wind Farm,13APR12:12:00:00,12,3.3
Wind Farm,13APR12:13:00:00,13,2.7
Wind Farm,13APR12:14:00:00,14,2.0
Wind Farm,13APR12:15:00:00,15,2.3
Wind Farm,13APR12:16:00:00,16,3.6
Wind Farm,13APR12:17:00:00,17,1.9
Wind Farm,13APR12:18:00:00,18,2.7
Wind Farm,13APR12:19:00:00,19,3.5
Wind Farm,13APR12:20:00:00,20,3.1
Wind Farm,13APR12:21:00:00,21,2.5
Wind Farm,13APR12:22:00:00,22,2.5
Wind Farm,13APR12:23:00:00,23,3.2
Wind Farm,14APR12:00:00:00,0,3.5
Wind Farm,14APR12:01:00:00,1,3.3
Wind Farm,14APR12:02:00:00,2,3.9
Wind Farm,14APR12:03:00:00,3,2.9
Wind Farm,14APR12:04:00:00,4,2.1
Wind Farm,14APR12:05:00:00,5,2.5
Wind Farm,14APR12:06:00:00,6,3.8
Wind Farm,14APR12:07:00:00,7,5.3
Wind Farm,14APR12:08:00:00,8,4.1
Wind Farm,14APR12:09:00:00,9,3.3
Wind Farm,14APR12:10:00:00,10,3.5
Wind Farm,14APR12:11:00:00,11,4.7
Wind Farm,14APR12:12:00:00,12,4.8
Wind Farm,14APR12:13:00:00,13,4.8
Wind Farm,14APR12:14:00:00,14,4.6
Wind Farm,14APR12:15:00:00,15,5.2
Wind Farm,14APR12:16:00:00,16,6.2
Wind Farm,14APR12:17:00:00,17,6.9
Wind Farm,14APR12:18:00:00,18,7.3
Wind Farm,14APR12:19:00:00,19,7.1
Wind Farm,14APR12:20:00:00,20,7.3
Wind Farm,14APR12:21:00:00,21,7.3
Wind Farm,14APR12:22:00:00,22,7.0
Wind Farm,14APR12:23:00:00,23,6.3
Wind Farm,15APR12:00:00:00,0,6.0
Wind Farm,15APR12:01:00:00,1,6.0
Wind Farm,15APR12:02:00:00,2,6.4
Wind Farm,15APR12:03:00:00,3,5.7
Wind Farm,15APR12:04:00:00,4,5.9
Wind Farm,15APR12:05:00:00,5,6.1
Wind Farm,15APR12:06:00:00,6,6.5
Wind Farm,15APR12:07:00:00,7,6.4
Wind Farm,15APR12:08:00:00,8,6.9
Wind Farm,15APR12:09:00:00,9,7.1
Wind Farm,15APR12:10:00:00,10,7.6
Wind Farm,15APR12:11:00:00,11,7.2
Wind Farm,15APR12:12:00:00,12,7.8
Wind Farm,15APR12:13:00:00,13,8.2
Wind Farm,15APR12:14:00:00,14,8.7
Wind Farm,15APR12:15:00:00,15,8.5
Wind Farm,15APR12:16:00:00,16,8.4
Wind Farm,15APR12:17:00:00,17,9.0
Wind Farm,15APR12:18:00:00,18,8.6
Wind Farm,15APR12:19:00:00,19,7.4
Wind Farm,15APR12:20:00:00,20,8.1
Wind Farm,15APR12:21:00:00,21,7.9
Wind Farm,15APR12:22:00:00,22,8.7
Wind Farm,15APR12:23:00:00,23,9.2
Wind Farm,16APR12:00:00:00,0,8.5
Wind Farm,16APR12:01:00:00,1,7.6
Wind Farm,16APR12:02:00:00,2,6.7
Wind Farm,16APR12:03:00:00,3,6.4
Wind Farm,16APR12:04:00:00,4,5.7
Wind Farm,16APR12:05:00:00,5,6.5
Wind Farm,16APR12:06:00:00,6,6.2
Wind Farm,16APR12:07:00:00,7,6.1
Wind Farm,16APR12:08:00:00,8,5.2
Wind Farm,16APR12:09:00:00,9,4.8
Wind Farm,16APR12:10:00:00,10,6.9
Wind Farm,16APR12:11:00:00,11,7.0
Wind Farm,16APR12:12:00:00,12,7.8
Wind Farm,16APR12:13:00:00,13,7.2
Wind Farm,16APR12:14:00:00,14,7.2
Wind Farm,16APR12:15:00:00,15,7.8
Wind Farm,16APR12:16:00:00,16,6.7
Wind Farm,16APR12:17:00:00,17,6.3
Wind Farm,16APR12:18:00:00,18,6.1
Wind Farm,16APR12:19:00:00,19,5.8
Wind Farm,16APR12:20:00:00,20,6.2
Wind Farm,16APR12:21:00:00,21,5.8
Wind Farm,16APR12:22:00:00,22,5.4
Wind Farm,16APR12:23:00:00,23,4.8
Wind Farm,17APR12:00:00:00,0,3.6
Wind Farm,17APR12:01:00:00,1,2.3
Wind Farm,17APR12:02:00:00,2,2.0
Wind Farm,17APR12:03:00:00,3,3.6
Wind Farm,17APR12:04:00:00,4,5.6
Wind Farm,17APR12:05:00:00,5,7.2
Wind Farm,17APR12:06:00:00,6,8.1
Wind Farm,17APR12:07:00:00,7,7.5
Wind Farm,17APR12:08:00:00,8,8.2
Wind Farm,17APR12:09:00:00,9,8.3
Wind Farm,17APR12:10:00:00,10,8.4
Wind Farm,17APR12:11:00:00,11,10.1
Wind Farm,17APR12:12:00:00,12,11.7
Wind Farm,17APR12:13:00:00,13,11.2
Wind Farm,17APR12:14:00:00,14,12.3
Wind Farm,17APR12:15:00:00,15,12.5
Wind Farm,17APR12:16:00:00,16,12.4
Wind Farm,17APR12:17:00:00,17,10.3
Wind Farm,17APR12:18:00:00,18,9.5
Wind Farm,17APR12:19:00:00,19,9.5
Wind Farm,17APR12:20:00:00,20,8.4
Wind Farm,17APR12:21:00:00,21,8.0
Wind Farm,17APR12:22:00:00,22,7.9
Wind Farm,17APR12:23:00:00,23,7.4
Wind Farm,18APR12:00:00:00,0,7.3
Wind Farm,18APR12:01:00:00,1,7.0
Wind Farm,18APR12:02:00:00,2,7.4
Wind Farm,18APR12:03:00:00,3,7.6
Wind Farm,18APR12:04:00:00,4,6.9
Wind Farm,18APR12:05:00:00,5,7.2
Wind Farm,18APR12:06:00:00,6,7.3
Wind Farm,18APR12:07:00:00,7,7.1
Wind Farm,18APR12:08:00:00,8,7.9
Wind Farm,18APR12:09:00:00,9,9.4
Wind Farm,18APR12:10:00:00,10,10.0
Wind Farm,18APR12:11:00:00,11,10.2
Wind Farm,18APR12:12:00:00,12,10.1
Wind Farm,18APR12:13:00:00,13,10.8
Wind Farm,18APR12:14:00:00,14,11.2
Wind Farm,18APR12:15:00:00,15,10.8
Wind Farm,18APR12:16:00:00,16,9.5
Wind Farm,18APR12:17:00:00,17,9.8
Wind Farm,18APR12:18:00:00,18,8.5
Wind Farm,18APR12:19:00:00,19,11.7
Wind Farm,18APR12:20:00:00,20,10.6
Wind Farm,18APR12:21:00:00,21,11.1
Wind Farm,18APR12:22:00:00,22,10.6
Wind Farm,18APR12:23:00:00,23,9.3
Wind Farm,19APR12:00:00:00,0,8.7
Wind Farm,19APR12:01:00:00,1,8.0
Wind Farm,19APR12:02:00:00,2,8.0
Wind Farm,19APR12:03:00:00,3,8.2
Wind Farm,19APR12:04:00:00,4,8.5
Wind Farm,19APR12:05:00:00,5,7.6
Wind Farm,19APR12:06:00:00,6,7.8
Wind Farm,19APR12:07:00:00,7,7.6
Wind Farm,19APR12:08:00:00,8,7.6
Wind Farm,19APR12:09:00:00,9,8.2
Wind Farm,19APR12:10:00:00,10,8.7
Wind Farm,19APR12:11:00:00,11,9.0
Wind Farm,19APR12:12:00:00,12,8.8
Wind Farm,19APR12:13:00:00,13,9.2
Wind Farm,19APR12:14:00:00,14,8.0
Wind Farm,19APR12:15:00:00,15,8.3
Wind Farm,19APR12:16:00:00,16,8.4
Wind Farm,19APR12:17:00:00,17,7.2
Wind Farm,19APR12:18:00:00,18,7.2
Wind Farm,19APR12:19:00:00,19,4.8
Wind Farm,19APR12:20:00:00,20,4.3
Wind Farm,19APR12:21:00:00,21,5.9
Wind Farm,19APR12:22:00:00,22,5.2
Wind Farm,19APR12:23:00:00,23,6.2
Wind Farm,20APR12:00:00:00,0,5.7
Wind Farm,20APR12:01:00:00,1,6.4
Wind Farm,20APR12:02:00:00,2,6.6
Wind Farm,20APR12:03:00:00,3,6.6
Wind Farm,20APR12:04:00:00,4,7.0
Wind Farm,20APR12:05:00:00,5,6.8
Wind Farm,20APR12:06:00:00,6,6.8
Wind Farm,20APR12:07:00:00,7,7.1
Wind Farm,20APR12:08:00:00,8,5.9
Wind Farm,20APR12:09:00:00,9,5.8
Wind Farm,20APR12:10:00:00,10,4.8
Wind Farm,20APR12:11:00:00,11,7.3
Wind Farm,20APR12:12:00:00,12,6.2
Wind Farm,20APR12:13:00:00,13,6.7
Wind Farm,20APR12:14:00:00,14,6.7
Wind Farm,20APR12:15:00:00,15,6.3
Wind Farm,20APR12:16:00:00,16,6.5
Wind Farm,20APR12:17:00:00,17,4.9
Wind Farm,20APR12:18:00:00,18,5.7
Wind Farm,20APR12:19:00:00,19,5.5
Wind Farm,20APR12:20:00:00,20,5.6
Wind Farm,20APR12:21:00:00,21,6.0
Wind Farm,20APR12:22:00:00,22,6.3
Wind Farm,20APR12:23:00:00,23,5.4
Wind Farm,21APR12:00:00:00,0,6.3
Wind Farm,21APR12:01:00:00,1,6.3
Wind Farm,21APR12:02:00:00,2,5.6
Wind Farm,21APR12:03:00:00,3,5.9
Wind Farm,21APR12:04:00:00,4,6.3
Wind Farm,21APR12:05:00:00,5,7.2
Wind Farm,21APR12:06:00:00,6,7.7
Wind Farm,21APR12:07:00:00,7,8.3
Wind Farm,21APR12:08:00:00,8,8.4
Wind Farm,21APR12:09:00:00,9,7.8
Wind Farm,21APR12:10:00:00,10,7.1
Wind Farm,21APR12:11:00:00,11,7.0
Wind Farm,21APR12:12:00:00,12,7.6
Wind Farm,21APR12:13:00:00,13,7.8
Wind Farm,21APR12:14:00:00,14,5.0
Wind Farm,21APR12:15:00:00,15,5.1
Wind Farm,21APR12:16:00:00,16,5.9
Wind Farm,21APR12:17:00:00,17,8.9
Wind Farm,21APR12:18:00:00,18,6.5
Wind Farm,21APR12:19:00:00,19,6.8
Wind Farm,21APR12:20:00:00,20,5.1
Wind Farm,21APR12:21:00:00,21,5.2
Wind Farm,21APR12:22:00:00,22,6.0
Wind Farm,21APR12:23:00:00,23,6.4
Wind Farm,22APR12:00:00:00,0,7.1
Wind Farm,22APR12:01:00:00,1,7.7
Wind Farm,22APR12:02:00:00,2,7.8
Wind Farm,22APR12:03:00:00,3,7.6
Wind Farm,22APR12:04:00:00,4,7.2
Wind Farm,22APR12:05:00:00,5,6.7
Wind Farm,22APR12:06:00:00,6,6.5
Wind Farm,22APR12:07:00:00,7,7.0
Wind Farm,22APR12:08:00:00,8,6.5
Wind Farm,22APR12:09:00:00,9,7.2
Wind Farm,22APR12:10:00:00,10,7.6
Wind Farm,22APR12:11:00:00,11,6.8
Wind Farm,22APR12:12:00:00,12,7.6
Wind Farm,22APR12:13:00:00,13,8.0
Wind Farm,22APR12:14:00:00,14,7.6
Wind Farm,22APR12:15:00:00,15,6.9
Wind Farm,22APR12:16:00:00,16,8.0
Wind Farm,22APR12:17:00:00,17,6.3
Wind Farm,22APR12:18:00:00,18,5.7
Wind Farm,22APR12:19:00:00,19,6.2
Wind Farm,22APR12:20:00:00,20,6.7
Wind Farm,22APR12:21:00:00,21,7.5
Wind Farm,22APR12:22:00:00,22,7.1
Wind Farm,22APR12:23:00:00,23,7.0
Wind Farm,23APR12:00:00:00,0,7.7
Wind Farm,23APR12:01:00:00,1,7.1
Wind Farm,23APR12:02:00:00,2,7.4
Wind Farm,23APR12:03:00:00,3,7.4
Wind Farm,23APR12:04:00:00,4,8.2
Wind Farm,23APR12:05:00:00,5,8.1
Wind Farm,23APR12:06:00:00,6,8.2
Wind Farm,23APR12:07:00:00,7,6.9
Wind Farm,23APR12:08:00:00,8,6.2
Wind Farm,23APR12:09:00:00,9,6.1
Wind Farm,23APR12:10:00:00,10,6.5
Wind Farm,23APR12:11:00:00,11,8.0
Wind Farm,23APR12:12:00:00,12,8.2
Wind Farm,23APR12:13:00:00,13,9.2
Wind Farm,23APR12:14:00:00,14,9.4
Wind Farm,23APR12:15:00:00,15,9.3
Wind Farm,23APR12:16:00:00,16,9.6
Wind Farm,23APR12:17:00:00,17,9.6
Wind Farm,23APR12:18:00:00,18,8.9
Wind Farm,23APR12:19:00:00,19,9.7
Wind Farm,23APR12:20:00:00,20,8.9
Wind Farm,23APR12:21:00:00,21,7.2
Wind Farm,23APR12:22:00:00,22,6.9
Wind Farm,23APR12:23:00:00,23,6.6
Wind Farm,24APR12:00:00:00,0,6.7
Wind Farm,24APR12:01:00:00,1,6.7
Wind Farm,24APR12:02:00:00,2,5.2
Wind Farm,24APR12:03:00:00,3,5.5
Wind Farm,24APR12:04:00:00,4,5.7
Wind Farm,24APR12:05:00:00,5,5.2
Wind Farm,24APR12:06:00:00,6,5.1
Wind Farm,24APR12:07:00:00,7,4.7
Wind Farm,24APR12:08:00:00,8,3.6
Wind Farm,24APR12:09:00:00,9,2.9
Wind Farm,24APR12:10:00:00,10,1.2
Wind Farm,24APR12:11:00:00,11,1.0
Wind Farm,24APR12:12:00:00,12,2.6
Wind Farm,24APR12:13:00:00,13,2.4
Wind Farm,24APR12:14:00:00,14,2.3
Wind Farm,24APR12:15:00:00,15,3.4
Wind Farm,24APR12:16:00:00,16,5.7
Wind Farm,24APR12:17:00:00,17,4.3
Wind Farm,24APR12:18:00:00,18,4.6
Wind Farm,24APR12:19:00:00,19,5.4
Wind Farm,24APR12:20:00:00,20,5.6
Wind Farm,24APR12:21:00:00,21,6.9
Wind Farm,24APR12:22:00:00,22,7.0
Wind Farm,24APR12:23:00:00,23,6.7
Wind Farm,25APR12:00:00:00,0,6.3
Wind Farm,25APR12:01:00:00,1,6.3
Wind Farm,25APR12:02:00:00,2,6.5
Wind Farm,25APR12:03:00:00,3,6.2
Wind Farm,25APR12:04:00:00,4,6.4
Wind Farm,25APR12:05:00:00,5,7.2
Wind Farm,25APR12:06:00:00,6,8.1
Wind Farm,25APR12:07:00:00,7,8.2
Wind Farm,25APR12:08:00:00,8,8.0
Wind Farm,25APR12:09:00:00,9,9.0
Wind Farm,25APR12:10:00:00,10,9.0
Wind Farm,25APR12:11:00:00,11,10.4
Wind Farm,25APR12:12:00:00,12,11.4
Wind Farm,25APR12:13:00:00,13,11.7
Wind Farm,25APR12:14:00:00,14,12.1
Wind Farm,25APR12:15:00:00,15,12.3
Wind Farm,25APR12:16:00:00,16,12.8
Wind Farm,25APR12:17:00:00,17,13.1
Wind Farm,25APR12:18:00:00,18,13.0
Wind Farm,25APR12:19:00:00,19,11.3
Wind Farm,25APR12:20:00:00,20,10.7
Wind Farm,25APR12:21:00:00,21,10.1
Wind Farm,25APR12:22:00:00,22,10.1
Wind Farm,25APR12:23:00:00,23,11.4
Wind Farm,26APR12:00:00:00,0,7.7
Wind Farm,26APR12:01:00:00,1,7.2
Wind Farm,26APR12:02:00:00,2,8.7
Wind Farm,26APR12:03:00:00,3,9.7
Wind Farm,26APR12:04:00:00,4,10.0
Wind Farm,26APR12:05:00:00,5,10.0
Wind Farm,26APR12:06:00:00,6,10.2
Wind Farm,26APR12:07:00:00,7,11.0
Wind Farm,26APR12:08:00:00,8,12.0
Wind Farm,26APR12:09:00:00,9,12.6
Wind Farm,26APR12:10:00:00,10,12.2
Wind Farm,26APR12:11:00:00,11,6.2
Wind Farm,26APR12:12:00:00,12,5.4
Wind Farm,26APR12:13:00:00,13,11.0
Wind Farm,26APR12:14:00:00,14,11.4
Wind Farm,26APR12:15:00:00,15,13.7
Wind Farm,26APR12:16:00:00,16,13.5
Wind Farm,26APR12:17:00:00,17,12.8
Wind Farm,26APR12:18:00:00,18,8.3
Wind Farm,26APR12:19:00:00,19,8.5
Wind Farm,26APR12:20:00:00,20,7.7
Wind Farm,26APR12:21:00:00,21,8.0
Wind Farm,26APR12:22:00:00,22,8.5
Wind Farm,26APR12:23:00:00,23,8.2
Wind Farm,27APR12:00:00:00,0,8.7
Wind Farm,27APR12:01:00:00,1,9.6
Wind Farm,27APR12:02:00:00,2,9.0
Wind Farm,27APR12:03:00:00,3,8.6
Wind Farm,27APR12:04:00:00,4,9.4
Wind Farm,27APR12:05:00:00,5,8.9
Wind Farm,27APR12:06:00:00,6,8.9
Wind Farm,27APR12:07:00:00,7,8.7
Wind Farm,27APR12:08:00:00,8,8.9
Wind Farm,27APR12:09:00:00,9,9.0
Wind Farm,27APR12:10:00:00,10,8.5
Wind Farm,27APR12:11:00:00,11,8.4
Wind Farm,27APR12:12:00:00,12,8.6
Wind Farm,27APR12:13:00:00,13,7.7
Wind Farm,27APR12:14:00:00,14,7.2
Wind Farm,27APR12:15:00:00,15,6.0
Wind Farm,27APR12:16:00:00,16,5.0
Wind Farm,27APR12:17:00:00,17,4.0
Wind Farm,27APR12:18:00:00,18,2.9
Wind Farm,27APR12:19:00:00,19,2.1
Wind Farm,27APR12:20:00:00,20,2.4
Wind Farm,27APR12:21:00:00,21,3.2
Wind Farm,27APR12:22:00:00,22,4.5
Wind Farm,27APR12:23:00:00,23,6.2
Wind Farm,28APR12:00:00:00,0,5.8
Wind Farm,28APR12:01:00:00,1,6.5
Wind Farm,28APR12:02:00:00,2,6.5
Wind Farm,28APR12:03:00:00,3,6.1
Wind Farm,28APR12:04:00:00,4,7.1
Wind Farm,28APR12:05:00:00,5,5.8
Wind Farm,28APR12:06:00:00,6,5.7
Wind Farm,28APR12:07:00:00,7,5.4
Wind Farm,28APR12:08:00:00,8,4.7
Wind Farm,28APR12:09:00:00,9,3.3
Wind Farm,28APR12:10:00:00,10,5.6
Wind Farm,28APR12:11:00:00,11,4.4
Wind Farm,28APR12:12:00:00,12,2.3
Wind Farm,28APR12:13:00:00,13,1.9
Wind Farm,28APR12:14:00:00,14,2.2
Wind Farm,28APR12:15:00:00,15,3.4
Wind Farm,28APR12:16:00:00,16,3.9
Wind Farm,28APR12:17:00:00,17,6.1
Wind Farm,28APR12:18:00:00,18,5.4
Wind Farm,28APR12:19:00:00,19,6.5
Wind Farm,28APR12:20:00:00,20,7.1
Wind Farm,28APR12:21:00:00,21,8.0
Wind Farm,28APR12:22:00:00,22,8.6
Wind Farm,28APR12:23:00:00,23,7.4
Wind Farm,29APR12:00:00:00,0,7.3
Wind Farm,29APR12:01:00:00,1,7.7
Wind Farm,29APR12:02:00:00,2,5.6
Wind Farm,29APR12:03:00:00,3,5.4
Wind Farm,29APR12:04:00:00,4,4.7
Wind Farm,29APR12:05:00:00,5,5.3
Wind Farm,29APR12:06:00:00,6,4.0
Wind Farm,29APR12:07:00:00,7,4.0
Wind Farm,29APR12:08:00:00,8,3.8
Wind Farm,29APR12:09:00:00,9,2.4
Wind Farm,29APR12:10:00:00,10,3.1
Wind Farm,29APR12:11:00:00,11,6.0
Wind Farm,29APR12:12:00:00,12,9.3
Wind Farm,29APR12:13:00:00,13,8.9
Wind Farm,29APR12:14:00:00,14,9.0
Wind Farm,29APR12:15:00:00,15,8.4
Wind Farm,29APR12:16:00:00,16,10.2
Wind Farm,29APR12:17:00:00,17,8.8
Wind Farm,29APR12:18:00:00,18,7.6
Wind Farm,29APR12:19:00:00,19,7.8
Wind Farm,29APR12:20:00:00,20,6.7
Wind Farm,29APR12:21:00:00,21,4.6
Wind Farm,29APR12:22:00:00,22,5.9
