"Location","Year","Month","Day","Hour","Solar_Elevation"
"Solar Array",2011,4,11,9,9.66051435958163
"Solar Array",2011,4,11,10,20.5034426879093
"Solar Array",2011,4,11,11,31.0388936219825
"Solar Array",2011,4,11,12,40.7394204068929
"Solar Array",2011,4,11,13,48.7586257841905
"Solar Array",2011,4,11,14,53.786601877504
"Solar Array",2011,4,11,15,54.443623105841
"Solar Array",2011,4,11,16,50.5033465315165
"Solar Array",2011,4,11,17,43.1607492441435
"Solar Array",2011,4,11,18,33.8271938184235
"Solar Array",2011,4,11,19,23.4711034319575
"Solar Array",2011,4,11,20,12.6885073833293
"Solar Array",2011,4,11,21,1.88959656273309
"Solar Array",2011,4,11,22,-8.5692740103411
"Solar Array",2011,4,11,23,-18.2925048909828
"Solar Array",2011,4,11,24,-26.7671696576732
"Solar Array",2011,4,12,1,-33.3109924693885
"Solar Array",2011,4,12,2,-37.1262931844743
"Solar Array",2011,4,12,3,-37.5766122536141
"Solar Array",2011,4,12,4,-34.5755237992331
"Solar Array",2011,4,12,5,-28.6502808243298
"Solar Array",2011,4,12,6,-20.5928209155047
"Solar Array",2011,4,12,7,-11.1265934921856
"Solar Array",2011,4,12,8,-0.804073152436487
"Solar Array",2011,4,12,9,9.95764597352584
"Solar Array",2011,4,12,10,20.8026305145209
"Solar Array",2011,4,12,11,31.3487585482123
"Solar Array",2011,4,12,12,41.0690296209967
"Solar Array",2011,4,12,13,49.1136542990952
"Solar Array",2011,4,12,14,54.1579982318503
"Solar Array",2011,4,12,15,54.7991059071284
"Solar Array",2011,4,12,16,50.8128233053431
"Solar Array",2011,4,12,17,43.4220991622351
"Solar Array",2011,4,12,18,34.0542111632106
"Solar Array",2011,4,12,19,23.6791024894477
"Solar Array",2011,4,12,20,12.8904908834535
"Solar Array",2011,4,12,21,2.09661962572542
"Solar Array",2011,4,12,22,-8.34712960397047
"Solar Array",2011,4,12,23,-18.0456188736835
"Solar Array",2011,4,12,24,-26.4870439350266
"Solar Array",2011,4,13,1,-32.9930923729852
"Solar Array",2011,4,13,2,-36.7750476150818
"Solar Array",2011,4,13,3,-37.2077651939758
"Solar Array",2011,4,13,4,-34.2091295354029
"Solar Array",2011,4,13,5,-28.2999570786968
"Solar Array",2011,4,13,6,-20.2626024821189
"Solar Array",2011,4,13,7,-10.8141219621507
"Solar Array",2011,4,13,8,-0.504004195790145
"Solar Array",2011,4,13,9,10.2519829784216
"Solar Array",2011,4,13,10,21.0988413174556
"Solar Array",2011,4,13,11,31.6554791329552
"Solar Array",2011,4,13,12,41.3954338870287
"Solar Array",2011,4,13,13,49.4656558989575
"Solar Array",2011,4,13,14,54.5267415520723
"Solar Array",2011,4,13,15,55.1520685342682
"Solar Array",2011,4,13,16,51.1197424350701
"Solar Array",2011,4,13,17,43.6811372393189
"Solar Array",2011,4,13,18,34.2793673115961
"Solar Array",2011,4,13,19,23.8857018362196
"Solar Array",2011,4,13,20,13.0914592225689
"Solar Array",2011,4,13,21,2.30290402361464
"Solar Array",2011,4,13,22,-8.12557923728957
"Solar Array",2011,4,13,23,-17.7993535764068
"Solar Array",2011,4,13,24,-26.2077937846879
"Solar Array",2011,4,14,1,-32.6765816421574
"Solar Array",2011,4,14,2,-36.4258540639769
"Solar Array",2011,4,14,3,-36.8414911818292
"Solar Array",2011,4,14,4,-33.8454954071188
"Solar Array",2011,4,14,5,-27.9523602254094
"Solar Array",2011,4,14,6,-19.9350521222059
"Solar Array",2011,4,14,7,-10.504326301284
"Solar Array",2011,4,14,8,-0.206697296613129
"Solar Array",2011,4,14,9,10.5434100355529
"Solar Array",2011,4,14,10,21.3919600215072
"Solar Array",2011,4,14,11,31.9589381235965
"Solar Array",2011,4,14,12,41.7185119767719
"Solar Array",2011,4,14,13,49.8145093964386
"Solar Array",2011,4,14,14,54.8927254314402
"Solar Array",2011,4,14,15,55.5024304322667
"Solar Array",2011,4,14,16,51.4240526920998
"Solar Array",2011,4,14,17,43.9378383633007
"Solar Array",2011,4,14,18,34.5026510587241
"Solar Array",2011,4,14,19,24.0908930794658
"Solar Array",2011,4,14,20,13.2913993590282
"Solar Array",2011,4,14,21,2.50842685332564
"Solar Array",2011,4,14,22,-7.90465978305869
"Solar Array",2011,4,14,23,-17.5537629723399
"Solar Array",2011,4,14,24,-25.9294912679581
"Solar Array",2011,4,15,1,-32.361547265711
"Solar Array",2011,4,15,2,-36.0788080369557
"Solar Array",2011,4,15,3,-36.4778913871601
"Solar Array",2011,4,15,4,-33.4847302352942
"Solar Array",2011,4,15,5,-27.6076059676531
"Solar Array",2011,4,15,6,-19.6102883074582
"Solar Array",2011,4,15,7,-10.1973242414829
"Solar Array",2011,4,15,8,0.0877320249703217
"Solar Array",2011,4,15,9,10.8318135564682
"Solar Array",2011,4,15,10,21.6818733603569
"Solar Array",2011,4,15,11,32.2590200174839
"Solar Array",2011,4,15,12,42.0381440873386
"Solar Array",2011,4,15,13,50.1600943841555
"Solar Array",2011,4,15,14,55.2558438661123
"Solar Array",2011,4,15,15,55.8501118740255
"Solar Array",2011,4,15,16,51.7257041602775
"Solar Array",2011,4,15,17,44.1921785464532
"Solar Array",2011,4,15,18,34.7240517043121
"Solar Array",2011,4,15,19,24.2946676987131
"Solar Array",2011,4,15,20,13.4902976135735
"Solar Array",2011,4,15,21,2.71316420487544
"Solar Array",2011,4,15,22,-7.68440933467153
"Solar Array",2011,4,15,23,-17.3089022710658
"Solar Array",2011,4,15,24,-25.6522094512124
"Solar Array",2011,4,16,1,-32.0480767952358
"Solar Array",2011,4,16,2,-35.734005122563
"Solar Array",2011,4,16,3,-36.1170666082845
"Solar Array",2011,4,16,4,-33.126941982237
"Solar Array",2011,4,16,5,-27.2658087625573
"Solar Array",2011,4,16,6,-19.2884280424303
"Solar Array",2011,4,16,7,-9.89323191604163
"Solar Array",2011,4,16,8,0.379169956697794
"Solar Array",2011,4,16,9,11.117081763095
"Solar Array",2011,4,16,10,21.9684699454342
"Solar Array",2011,4,16,11,32.5556111397235
"Solar Array",2011,4,16,12,42.3542119208893
"Solar Array",2011,4,16,13,50.5022912884641
"Solar Array",2011,4,16,14,55.6159912587293
"Solar Array",2011,4,16,15,56.1950339468526
"Solar Array",2011,4,16,16,52.024648209602
"Solar Array",2011,4,16,17,44.4441348719112
"Solar Array",2011,4,16,18,34.9435589874397
"Solar Array",2011,4,16,19,24.497016985168
"Solar Array",2011,4,16,20,13.688139621296
"Solar Array",2011,4,16,21,2.91709113003759
"Solar Array",2011,4,16,22,-7.46486721814171
"Solar Array",2011,4,16,23,-17.0648279104009
"Solar Array",2011,4,16,24,-25.3760223814694
"Solar Array",2011,4,17,1,-31.7362583144794
"Solar Array",2011,4,17,2,-35.3915409642806
"Solar Array",2011,4,17,3,-35.7591172491264
"Solar Array",2011,4,17,4,-32.7722377326161
"Solar Array",2011,4,17,5,-26.9270817981991
"Solar Array",2011,4,17,6,-18.9695868314739
"Solar Array",2011,4,17,7,-9.59216381605319
"Solar Array",2011,4,17,8,0.667504446822051
"Solar Array",2011,4,17,9,11.3991047487584
"Solar Array",2011,4,17,10,22.2516403359604
"Solar Array",2011,4,17,11,32.8485997228425
"Solar Array",2011,4,17,12,42.6665987675112
"Solar Array",2011,4,17,13,50.8409814271419
"Solar Array",2011,4,17,14,55.9730624234254
"Solar Array",2011,4,17,15,56.5371185377559
"Solar Array",2011,4,17,16,52.3208374672242
"Solar Array",2011,4,17,17,44.6936854374775
"Solar Array",2011,4,17,18,35.1611630198777
"Solar Array",2011,4,17,19,24.6979319807268
"Solar Array",2011,4,17,20,13.8849102840399
"Solar Array",2011,4,17,21,3.12018161195201
"Solar Array",2011,4,17,22,-7.24607400289212
"Solar Array",2011,4,17,23,-16.8215975470896
"Solar Array",2011,4,17,24,-25.1010050611641
"Solar Array",2011,4,18,1,-31.426180408198
"Solar Array",2011,4,18,2,-35.0515112319947
"Solar Array",2011,4,18,3,-35.4041432952903
"Solar Array",2011,4,18,4,-32.420723672885
"Solar Array",2011,4,18,5,-26.5915369692096
"Solar Array",2011,4,18,6,-18.6538786446074
"Solar Array",2011,4,18,7,-9.29423274596169
"Solar Array",2011,4,18,8,0.952625257547467
"Solar Array",2011,4,18,9,11.6777745400307
"Solar Array",2011,4,18,10,22.5312771100774
"Solar Array",2011,4,18,11,33.1378759882132
"Solar Array",2011,4,18,12,42.9751895911969
"Solar Array",2011,4,18,13,51.1760470710973
"Solar Array",2011,4,18,14,56.3269525924011
"Solar Array",2011,4,18,15,56.8762883174878
"Solar Array",2011,4,18,16,52.6142257856752
"Solar Array",2011,4,18,17,44.940809296788
"Solar Array",2011,4,18,18,35.3768542180504
"Solar Array",2011,4,18,19,24.8974034167465
"Solar Array",2011,4,18,20,14.0805937233322
"Solar Array",2011,4,18,21,3.322408535747
"Solar Array",2011,4,18,22,-7.02807151130067
"Solar Array",2011,4,18,23,-16.5792700463363
"Solar Array",2011,4,18,24,-24.8272334221018
"Solar Array",2011,4,19,1,-31.1179321304497
"Solar Array",2011,4,19,2,-34.7140115927193
"Solar Array",2011,4,19,3,-35.0522442889369
"Solar Array",2011,4,19,4,-32.072505069194
"Solar Array",2011,4,19,5,-26.259284851
"Solar Array",2011,4,19,6,-18.3414158823311
"Solar Array",2011,4,19,7,-8.99954977828625
"Solar Array",2011,4,19,8,1.23442401918929
"Solar Array",2011,4,19,9,11.9529851593326
"Solar Array",2011,4,19,10,22.8072749369424
"Solar Array",2011,4,19,11,33.4233322290998
"Solar Array",2011,4,19,12,43.2798711188398
"Solar Array",2011,4,19,13,51.5073715102041
"Solar Array",2011,4,19,14,56.6775574242164
"Solar Array",2011,4,19,15,57.2124667233324
"Solar Array",2011,4,19,16,52.9047682082817
"Solar Array",2011,4,19,17,45.1854863978902
"Solar Array",2011,4,19,18,35.590623233741
"Solar Array",2011,4,19,19,25.0954216526901
"Solar Array",2011,4,19,20,14.2751732339356
"Solar Array",2011,4,19,21,3.52374366024637
"Solar Array",2011,4,19,22,-6.81090282696225
"Solar Array",2011,4,19,23,-16.3379054701482
"Solar Array",2011,4,19,24,-24.5547842985769
"Solar Array",2011,4,20,1,-30.811602972316
"Solar Array",2011,4,20,2,-34.3791376805564
"Solar Array",2011,4,20,3,-34.7035193024675
"Solar Array",2011,4,20,4,-31.7276862438082
"Solar Array",2011,4,20,5,-25.9304346726225
"Solar Array",2011,4,20,6,-18.0323093394069
"Solar Array",2011,4,20,7,-8.70822420756518
"Solar Array",2011,4,20,8,1.51279428499873
"Solar Array",2011,4,20,9,12.224632688183
"Solar Array",2011,4,20,10,23.0795306496607
"Solar Array",2011,4,20,11,33.7048628951728
"Solar Array",2011,4,20,12,43.5805319321305
"Solar Array",2011,4,20,13,51.8348391233487
"Solar Array",2011,4,20,14,57.0247730139587
"Solar Array",2011,4,20,15,57.5455779406234
"Solar Array",2011,4,20,16,53.1924209317356
"Solar Array",2011,4,20,17,45.4276975193056
"Solar Array",2011,4,20,18,35.8024608836617
"Solar Array",2011,4,20,19,25.2919766147615
"Solar Array",2011,4,20,20,14.4686312381203
"Solar Array",2011,4,20,21,3.72415759083793
"Solar Array",2011,4,20,22,-6.59461230160616
"Solar Array",2011,4,20,23,-16.0975650644566
"Solar Array",2011,4,20,24,-24.2837353996355
"Solar Array",2011,4,21,1,-30.5072828290135
"Solar Array",2011,4,21,2,-34.0469850658762
"Solar Array",2011,4,21,3,-34.3580669110237
"Solar Array",2011,4,21,4,-31.3863705500669
"Solar Array",2011,4,21,5,-25.6050942883062
"Solar Array",2011,4,21,6,-17.7266681676437
"Solar Array",2011,4,21,7,-8.42036350356173
"Solar Array",2011,4,21,8,1.78763158656498
"Solar Array",2011,4,21,9,12.4926153309899
"Solar Array",2011,4,21,10,23.3479433188956
"Solar Array",2011,4,21,11,33.9823646783006
"Solar Array",2011,4,21,12,43.8770625622167
"Solar Array",2011,4,21,13,52.1583354527531
"Solar Array",2011,4,21,14,57.368495905447
"Solar Array",2011,4,21,15,57.8755468829909
"Solar Array",2011,4,21,16,53.4771412657965
"Solar Array",2011,4,21,17,45.6674242036626
"Solar Array",2011,4,21,18,36.0123580780219
"Solar Array",2011,4,21,19,25.4870577346568
"Solar Array",2011,4,21,20,14.6609492407632
"Solar Array",2011,4,21,21,3.92361975358882
"Solar Array",2011,4,21,22,-6.37924556061643
"Solar Array",2011,4,21,23,-15.8583112449834
"Solar Array",2011,4,21,24,-24.0141652804518
"Solar Array",2011,4,22,1,-30.2050619663744
"Solar Array",2011,4,22,2,-33.7176492236975
"Solar Array",2011,4,22,3,-34.0159851638211
"Solar Array",2011,4,22,4,-31.0486603459164
"Solar Array",2011,4,22,5,-25.2833701476987
"Solar Array",2011,4,22,6,-17.4245998377291
"Solar Array",2011,4,22,7,-8.13607326380657
"Solar Array",2011,4,22,8,2.05883348970505
"Solar Array",2011,4,22,9,12.7568334792403
"Solar Array",2011,4,22,10,23.6124143269899
"Solar Array",2011,4,22,11,34.2557365994201
"Solar Array",2011,4,22,12,44.169355586943
"Solar Array",2011,4,22,13,52.4777472826121
"Solar Array",2011,4,22,14,57.7086231056487
"Solar Array",2011,4,22,15,58.202299171342
"Solar Array",2011,4,22,16,53.7588875901158
"Solar Array",2011,4,22,17,45.904648689002
"Solar Array",2011,4,22,18,36.2203057482319
"Solar Array",2011,4,22,19,25.6806538885672
"Solar Array",2011,4,22,20,14.8521077853913
"Solar Array",2011,4,22,21,4.12209837069382
"Solar Array",2011,4,22,22,-6.16484950708956
"Solar Array",2011,4,22,23,-15.6202075818115
"Solar Array",2011,4,22,24,-23.7461533127915
"Solar Array",2011,4,23,1,-29.9050309866612
"Solar Array",2011,4,23,2,-33.3912255012578
"Solar Array",2011,4,23,3,-33.67737155433
"Solar Array",2011,4,23,4,-30.7146569660644
"Solar Array",2011,4,23,5,-24.9653672648735
"Solar Array",2011,4,23,6,-17.1262101001694
"Solar Array",2011,4,23,7,-7.85545716555153
"Solar Array",2011,4,23,8,2.32629965072942
"Solar Array",2011,4,23,9,13.0171897759569
"Solar Array",2011,4,23,10,23.8728474424042
"Solar Array",2011,4,23,11,34.5248800962519
"Solar Array",2011,4,23,12,44.4573057304723
"Solar Array",2011,4,23,13,52.7929627220588
"Solar Array",2011,4,23,14,58.0450521014769
"Solar Array",2011,4,23,15,58.5257611115893
"Solar Array",2011,4,23,16,54.0376193081949
"Solar Array",2011,4,23,17,46.1393538378686
"Solar Array",2011,4,23,18,36.4262947739
"Solar Array",2011,4,23,19,25.8727533365726
"Solar Array",2011,4,23,20,15.0420864112807
"Solar Array",2011,4,23,21,4.319560437353
"Solar Array",2011,4,23,22,-5.95147232436342
"Solar Array",2011,4,23,23,-15.383318782618
"Solar Array",2011,4,23,24,-23.4797796545306
"Solar Array",2011,4,24,1,-29.6072807936864
"Solar Array",2011,4,24,2,-33.0678090847515
"Solar Array",2011,4,24,3,-33.3423229893238
"Solar Array",2011,4,24,4,-30.3844606927984
"Solar Array",2011,4,24,5,-24.6511891861505
"Solar Array",2011,4,24,6,-16.8316029454012
"Solar Array",2011,4,24,7,-7.57861691721976
"Solar Array",2011,4,24,8,2.5899318729678
"Solar Array",2011,4,24,9,13.2735891802503
"Solar Array",2011,4,24,10,24.1291488942721
"Solar Array",2011,4,24,11,34.7896991116093
"Solar Array",2011,4,24,12,44.7408099650471
"Solar Array",2011,4,24,13,53.1038712924483
"Solar Array",2011,4,24,14,58.3776808791478
"Solar Array",2011,4,24,15,58.8458596711526
"Solar Array",2011,4,24,16,54.31329679849
"Solar Array",2011,4,24,17,46.371523064319
"Solar Array",2011,4,24,18,36.630315909283
"Solar Array",2011,4,24,19,26.0633436625752
"Solar Array",2011,4,24,20,15.2308636117421
"Solar Array",2011,4,24,21,4.51597170017318
"Solar Array",2011,4,24,22,-5.73916347695386
"Solar Array",2011,4,24,23,-15.1477106745247
"Solar Array",2011,4,24,24,-23.2151252181925
"Solar Array",2011,4,25,1,-29.3119025572081
"Solar Array",2011,4,25,2,-32.7474949652369
"Solar Array",2011,4,25,3,-33.0109357568214
"Solar Array",2011,4,25,4,-30.0581707255271
"Solar Array",2011,4,25,5,-24.3409379568036
"Solar Array",2011,4,25,6,-16.5408805631555
"Solar Array",2011,4,25,7,-7.30565220945785
"Solar Array",2011,4,25,8,2.84963416341898
"Solar Array",2011,4,25,9,13.5259390318048
"Solar Array",2011,4,25,10,24.3812274468446
"Solar Array",2011,4,25,11,35.0501001820241
"Solar Array",2011,4,25,12,45.0197676146264
"Solar Array",2011,4,25,13,53.4103640189136
"Solar Array",2011,4,25,14,58.7064079462795
"Solar Array",2011,4,25,15,59.1625224542719
"Solar Array",2011,4,25,16,54.5858813627012
"Solar Array",2011,4,25,17,46.6011402589887
"Solar Array",2011,4,25,18,36.8323597093592
"Solar Array",2011,4,25,19,26.2524117149278
"Solar Array",2011,4,25,20,15.4184167937153
"Solar Array",2011,4,25,21,4.71129663719269
"Solar Array",2011,4,25,22,-5.52797370981958
"Solar Array",2011,4,25,23,-14.9134501845236
"Solar Array",2011,4,25,24,-22.9522716384747
"Solar Array",2011,4,26,1,-29.0189876765733
"Solar Array",2011,4,26,2,-32.4303779036888
"Solar Array",2011,4,26,3,-32.6833054929461
"Solar Array",2011,4,26,4,-29.7358851490932
"Solar Array",2011,4,26,5,-24.0347140867205
"Solar Array",2011,4,26,6,-16.2541433011557
"Solar Array",2011,4,26,7,-7.03666066589369
"Solar Array",2011,4,26,8,3.1053127893877
"Solar Array",2011,4,26,9,13.7741491151092
"Solar Array",2011,4,26,10,24.6289944735946
"Solar Array",2011,4,26,11,35.3059925264027
"Solar Array",2011,4,26,12,45.294080460088
"Solar Array",2011,4,26,13,53.7123335261175
"Solar Array",2011,4,26,14,59.0311323569197
"Solar Array",2011,4,26,15,59.4756776761727
"Solar Array",2011,4,26,16,54.8553351712972
"Solar Array",2011,4,26,17,46.828189712377
"Solar Array",2011,4,26,18,37.0324164557061
"Solar Array",2011,4,26,19,26.4399435479114
"Solar Array",2011,4,26,20,15.6047222388056
"Solar Array",2011,4,26,21,4.90549843963309
"Solar Array",2011,4,26,22,-5.31795504589302
"Solar Array",2011,4,26,23,-14.6806053184218
"Solar Array",2011,4,26,24,-22.691301238726
"Solar Array",2011,4,27,1,-28.7286277435739
"Solar Array",2011,4,27,2,-32.1165523952057
"Solar Array",2011,4,27,3,-32.3595271477367
"Solar Array",2011,4,27,4,-29.4177009009351
"Solar Array",2011,4,27,5,-23.7326165150991
"Solar Array",2011,4,27,6,-15.9714896232462
"Solar Array",2011,4,27,7,-6.77173779372151
"Solar Array",2011,4,27,8,3.35687633495269
"Solar Array",2011,4,27,9,14.0181317232394
"Solar Array",2011,4,27,10,24.8723640307277
"Solar Array",2011,4,27,11,35.5572881343916
"Solar Array",2011,4,27,12,45.5636528456766
"Solar Array",2011,4,27,13,54.0096741380946
"Solar Array",2011,4,27,14,59.3517537396845
"Solar Array",2011,4,27,15,59.7852541361496
"Solar Array",2011,4,27,16,55.1216212063378
"Solar Array",2011,4,27,17,47.0526560365137
"Solar Array",2011,4,27,18,37.2304760823647
"Solar Array",2011,4,27,19,26.6259243642284
"Solar Array",2011,4,27,20,15.7897550658953
"Solar Array",2011,4,27,21,5.09853899547787
"Solar Array",2011,4,27,22,-5.10916078179613
"Solar Array",2011,4,27,23,-14.4492451382688
"Solar Array",2011,4,27,24,-22.4322969963404
"Solar Array",2011,4,28,1,-28.4409145044986
"Solar Array",2011,4,28,2,-31.806112632354
"Solar Array",2011,4,28,3,-32.0396949499396
"Solar Array",2011,4,28,4,-29.1037137371465
"Solar Array",2011,4,28,5,-23.4347425742597
"Solar Array",2011,4,28,6,-15.6930160670511
"Solar Array",2011,4,28,7,-6.51097693423741
"Solar Array",2011,4,28,8,3.60423575711141
"Solar Array",2011,4,28,9,14.2578017209917
"Solar Array",2011,4,28,10,25.1112529298423
"Solar Array",2011,4,28,11,35.803901854128
"Solar Array",2011,4,28,12,45.8283917863239
"Solar Array",2011,4,28,13,54.3022819820329
"Solar Array",2011,4,28,14,59.6681723292016
"Solar Array",2011,4,28,15,60.0911811896404
"Solar Array",2011,4,28,16,55.3847032016791
"Solar Array",2011,4,28,17,47.2745240851972
"Solar Array",2011,4,28,18,37.4265281018859
"Solar Array",2011,4,28,19,26.8103384586712
"Solar Array",2011,4,28,20,15.9734891954618
"Solar Array",2011,4,28,21,5.29037887498424
"Solar Array",2011,4,28,22,-4.90164548167589
"Solar Array",2011,4,28,23,-14.2194397382109
"Solar Array",2011,4,28,24,-22.1753425070358
"Solar Array",2011,4,29,1,-28.1559398213484
"Solar Array",2011,4,29,2,-31.4991524676607
"Solar Array",2011,4,29,3,-31.7239023708212
"Solar Array",2011,4,29,4,-28.794018197517
"Solar Array",2011,4,29,5,-23.1411879526671
"Solar Array",2011,4,29,6,-15.4188172012687
"Solar Array",2011,4,29,7,-6.2544692134568
"Solar Array",2011,4,29,8,3.84730444142795
"Solar Array",2011,4,29,9,14.4930766071526
"Solar Array",2011,4,29,10,25.3455808094686
"Solar Array",2011,4,29,11,36.0457514790244
"Solar Array",2011,4,29,12,46.0882070754555
"Solar Array",2011,4,29,13,54.590055095815
"Solar Array",2011,4,29,14,59.9802890010387
"Solar Array",2011,4,29,15,60.3933887193763
"Solar Array",2011,4,29,16,55.6445455806597
"Solar Array",2011,4,29,17,47.4937788729897
"Solar Array",2011,4,29,18,37.6205615317514
"Solar Array",2011,4,29,19,26.9931691631407
"Solar Array",2011,4,29,20,16.15589731574
"Solar Array",2011,4,29,21,5.48097731822521
"Solar Array",2011,4,29,22,-4.69546496908289
"Solar Array",2011,4,29,23,-13.9912602187321
"Solar Array",2011,4,29,24,-21.9205219479813
"Solar Array",2011,4,30,1,-27.8737956321932
"Solar Array",2011,4,30,2,-31.1957653752476
"Solar Array",2011,4,30,3,-31.412242087043
"Solar Array",2011,4,30,4,-28.48870756962
"Solar Array",2011,4,30,5,-22.8520466572517
"Solar Array",2011,4,30,6,-15.1489855827143
"Solar Array",2011,4,30,7,-6.00230349295555
"Solar Array",2011,4,30,8,4.08599825701941
"Solar Array",2011,4,30,9,14.7238765756914
"Solar Array",2011,4,30,10,25.5752702052056
"Solar Array",2011,4,30,11,36.2827578332312
"Solar Array",2011,4,30,12,46.343011392859
"Solar Array",2011,4,30,13,54.8728935390861
"Solar Array",2011,4,30,14,60.2880053103072
"Solar Array",2011,4,30,15,60.6918071057159
"Solar Array",2011,4,30,16,55.9011133913775
"Solar Array",2011,4,30,17,47.710405493177
"Solar Array",2011,4,30,18,37.8125648213747
"Solar Array",2011,4,30,19,27.1743987931737
"Solar Array",2011,4,30,20,16.3369508508613
"Solar Array",2011,4,30,21,5.67029222476928
"Solar Array",2011,4,30,22,-4.49067631682749
"Solar Array",2011,4,30,23,-13.7647786592339
"Solar Array",2011,4,30,24,-21.6679200397489
"Solar Array",2011,5,1,1,-27.5945739106563
"Solar Array",2011,5,1,2,-30.8960444116213
"Solar Array",2011,5,1,3,-31.1048059426315
"Solar Array",2011,5,1,4,-28.187873852029
"Solar Array",2011,5,1,5,-22.5674109751328
"Solar Array",2011,5,1,6,-14.8836117132285
"Solar Array",2011,5,1,7,-5.75456632107377
"Solar Array",2011,5,1,8,4.32023561069624
"Solar Array",2011,5,1,9,14.9501245756477
"Solar Array",2011,5,1,10,25.8002466181761
"Solar Array",2011,5,1,11,36.5148448554018
"Solar Array",2011,5,1,12,46.5927204121684
"Solar Array",2011,5,1,13,55.150699507591
"Solar Array",2011,5,1,14,60.5912235341174
"Solar Array",2011,5,1,15,60.9863671962776
"Solar Array",2011,5,1,16,56.1543722396973
"Solar Array",2011,5,1,17,47.9243890349054
"Solar Array",2011,5,1,18,38.0025257798819
"Solar Array",2011,5,1,19,27.3540085961556
"Solar Array",2011,5,1,20,16.5166199311003
"Solar Array",2011,5,1,21,5.85828014559171
"Solar Array",2011,5,1,22,-4.28733783474719
"Solar Array",2011,5,1,23,-13.5400680889158
"Solar Array",2011,5,1,24,-21.4176220070536
"Solar Array",2011,5,2,1,-27.318366624503
"Solar Array",2011,5,2,2,-30.6000821756186
"Solar Array",2011,5,2,3,-30.8016849101066
"Solar Array",2011,5,2,4,-27.8916077167367
"Solar Array",2011,5,2,5,-22.2873714348382
"Solar Array",2011,5,2,6,-14.6227839965729
"Solar Array",2011,5,2,7,-5.51134188462959
"Solar Array",2011,5,2,8,4.54993750008047
"Solar Array",2011,5,2,9,15.171746369494
"Solar Array",2011,5,2,10,26.0204385815039
"Solar Array",2011,5,2,11,36.7419396803807
"Solar Array",2011,5,2,12,46.8372529074923
"Solar Array",2011,5,2,13,55.4233774504587
"Solar Array",2011,5,2,14,60.8898467180587
"Solar Array",2011,5,2,15,61.2770002750097
"Solar Array",2011,5,2,16,56.4042882201255
"Solar Array",2011,5,2,17,48.1357144997164
"Solar Array",2011,5,2,18,38.1904315048818
"Solar Array",2011,5,2,19,27.5319787013789
"Solar Array",2011,5,2,20,16.6948733653634
"Solar Array",2011,5,2,21,6.04489627731353
"Solar Array",2011,5,2,22,-4.08550905531669
"Solar Array",2011,5,2,23,-13.3172024559158
"Solar Array",2011,5,2,24,-21.1697135382632
"Solar Array",2011,5,3,1,-27.045265693321
"Solar Array",2011,5,3,2,-30.3079707675305
"Solar Array",2011,5,3,3,-30.5029690507953
"Solar Array",2011,5,3,4,-27.5999984708614
"Solar Array",2011,5,3,5,-22.012016767131
"Solar Array",2011,5,3,6,-14.3665886954292
"Solar Array",2011,5,3,7,-5.27271196129236
"Solar Array",2011,5,3,8,4.77502756551513
"Solar Array",2011,5,3,9,15.3886705897402
"Solar Array",2011,5,3,10,26.2357777245287
"Solar Array",2011,5,3,11,36.9639727184264
"Solar Array",2011,5,3,12,47.0765308586876
"Solar Array",2011,5,3,13,55.6908341900869
"Solar Array",2011,5,3,14,61.1837787268717
"Solar Array",2011,5,3,15,61.5636380308514
"Solar Array",2011,5,3,16,56.6508278447288
"Solar Array",2011,5,3,17,48.344366717709
"Solar Array",2011,5,3,18,38.3762683124286
"Solar Array",2011,5,3,19,27.7082880721165
"Solar Array",2011,5,3,20,16.8716786160411
"Solar Array",2011,5,3,21,6.23009445886217
"Solar Array",2011,5,3,22,-3.88525071704898
"Solar Array",2011,5,3,23,-13.0962565946759
"Solar Array",2011,5,3,24,-20.9242807436526
"Solar Array",2011,5,4,1,-26.7753629452866
"Solar Array",2011,5,4,2,-30.0198017474095
"Solar Array",2011,5,4,3,-30.2087474743985
"Solar Array",2011,5,4,4,-27.3131340177232
"Solar Array",2011,5,4,5,-21.7414338655412
"Solar Array",2011,5,4,6,-14.1151098886373
"Solar Array",2011,5,4,7,-5.03875587276652
"Solar Array",2011,5,4,8,4.9954321405842
"Solar Array",2011,5,4,9,15.6008287935529
"Solar Array",2011,5,4,10,26.4461988344567
"Solar Array",2011,5,4,11,37.1808777315724
"Solar Array",2011,5,4,12,47.3104795547672
"Solar Array",2011,5,4,13,55.95297904422
"Solar Array",2011,5,4,14,61.4729242994617
"Solar Array",2011,5,4,15,61.8462125261501
"Solar Array",2011,5,4,16,56.8939579702652
"Solar Array",2011,5,4,17,48.5503302635662
"Solar Array",2011,5,4,18,38.5600216683865
"Solar Array",2011,5,4,19,27.8829144598704
"Solar Array",2011,5,4,20,17.0470017763487
"Solar Array",2011,5,4,21,6.41382717063522
"Solar Array",2011,5,4,22,-3.68662474562792
"Solar Array",2011,5,4,23,-12.8773061915035
"Solar Array",2011,5,4,24,-20.6814101123864
"Solar Array",2011,5,5,1,-26.5087500730072
"Solar Array",2011,5,5,2,-29.7356660925877
"Solar Array",2011,5,5,3,-29.9191082978531
"Solar Array",2011,5,5,4,-27.0311008173697
"Solar Array",2011,5,5,5,-21.475707746713
"Solar Array",2011,5,5,6,-13.868429428786
